00VD               20071108                                                                                   
0601VDB2+       20080101005500100000050000 0200185298303369   
0601VDB2+       20080101005550100000050000 0200187482303378   
0601VDB2+       20080101005600100000050000 0200189731303388   
0601VDB2+       20080101005650100000050000 0200191990303398   
0601VDB2+       20080101005700100000050000 0200194202403407   
0601VDB2+       20080101005750100000050000 0200196423403416   
0601VDB2+       20080101005800100000050000 0200198711403426   
0601VDB2+       20080101005850100000050000 0200200892403434   
0601VDB2+       20080101005900100000050000 0200203140403443   
0601VDB2+       20080101005950100000050000 0200205397403452   
0601VDB2+       20080101006000100000050000 0200207603403460   
0601VDB2+       20080101006050100000050000 0200209817403468   
0601VDB2+       20080101006100100000050000 0200212039403476   
0601VDB2+       20080101006150100000050000 0200214330903485   
0601VDB2+       20080101006200100000050000 0200216507403492   
0601VDB2+       20080101006250100000050000 0200218753503500   
0601VDB2+       20080101006300100000050000 0200221007503508   
0601VDB2+       20080101006350100000050000 0200223142503514   
0601VDB2+       20080101006400100000050000 0200225411503522   
0601VDB2+       20080101006450100000050000 0200227624003529   
0601VDB2+       20080101006500100000050000 0200229843503536   
0601VDB2+       20080101006550100000050000 0200232070003543   
0601VDB2+       20080101006600100000050000 0200234303503550   
0601VDB2+       20080101006650100000050000 0200236477503556   
0601VDB2+       20080101006700100000050000 0200238724503563   
0601VDB2+       20080101006750100000050000 0200240978503570   
0601VDB2+       20080101006800100000050000 0200243171503576   
0601VDB2+       20080101006850100000050000 0200245370503582   
0601VDB2+       20080101006900100000050000 0200247575503588   
0601VDB2+       20080101006950100000050000 0200249786503594   
0601VDB2+       20080101007000100000050000 0200252003603600   
0601VDB2+       20080101007050100000050000 0200254226603606   
0601VDB2+       20080101007100100000050000 0200256455603612   
0601VDB2+       20080101007150100000050000 0200258690603618   
0601VDB2+       20080101007200100000050000 0200260931603624   
0601VDB2+       20080101007250100000050000 0200263106103629   
0601VDB2+       20080101007300100000050000 0200265285603634   
0601VDB2+       20080101007350100000050000 0200267543603640   
0601VDB2+       20080101007400100000050000 0200269733603645   
0601VDB2+       20080101007450100000050000 0200271928603650   
0601VDB2+       20080101007500100000050000 0200274203603656   
0601VDB2+       20080101007550100000050000 0200276333603660   
0601VDB2+       20080101007600100000050000 0200278619603666   
0601VDB2+       20080101007650100000050000 0200280835103671   
0601VDB2+       20080101007700100000050000 0200282978603675   
0601VDB2+       20080101007750100000050000 0200285203603680   
0601VDB2+       20080101007800100000050000 0200287433603685   
0601VDB2+       20080101007850100000050000 0200289590103689   
0601VDB2+       20080101007900100000050000 0200291829603694   
0601VDB2+       20080101007950100000050000 0200294074103699   
0601VDB2+       20080101008000100042000000 0200296243703703   
0601VDB3+       20080101000000100000395000 0300000000000000   
0601VDB3+       20080101000395100000005000 0300000039500010   
0601VDB3+       20080101000400100000005000 0300000056000014   
0601VDB3+       20080101000405100000005000 0300000068800017   
0601VDB3+       20080101000410100000005000 0300000086100021   
0601VDB3+       20080101000415100000005000 0300000107900026   
0601VDB3+       20080101000420100000005000 0300000134400032   
0601VDB3+       20080101000425100000005000 0300000161500038   
0601VDB3+       20080101000430100000005000 0300000189200044   
0601VDB3+       20080101000435100000005000 0300000226200052   
0601VDB3+       20080101000440100000005000 0300000255200058   
0601VDB3+       20080101000445100000005000 0300000284800064   
0601VDB3+       20080101000450100000005000 0300000319500071   
0601VDB3+       20080101000455100000005000 0300000359500079   
0601VDB3+       20080101000460100000005000 0300000414000090   
0601VDB3+       20080101000465100000005000 0300000455700098   
0601VDB3+       20080101000470100000005000 0300000498300106   
0601VDB3+       20080101000475100000005000 0300000546300115   
0601VDB3+       20080101000480100000005000 0300000595300124   
0601VDB3+       20080101000485100000005000 0300000659700136   
0601VDB3+       20080101000490100000005000 0300000715500146   
0601VDB3+       20080101000495100000005000 0300000767400155   
0601VDB3+       20080101000500100000005000 0300000835100167   
0601VDB3+       20080101000505100000005000 0300000899000178   
0601VDB3+       20080101000510100000005000 0300000953800187   
0601VDB3+       20080101000515100000005000 0300001019800198   
0601VDB3+       20080101000520100000005000 0300001071400206   
0601VDB3+       20080101000525100000005000 0300001144700218   
0601VDB3+       20080101000530100000005000 0300001203300227   
0601VDB3+       20080101000535100000005000 0300001257400235   
0601VDB3+       20080101000540100000005000 0300001323200245   
0601VDB3+       20080101000545100000005000 0300001373600252   
0601VDB3+       20080101000550100000005000 0300001446700263   
0601VDB3+       20080101000555100000005000 0300001509800272   
0601VDB3+       20080101000560100000005000 0300001596200285   
0601VDB3+       20080101000565100000005000 0300001661300294   
0601VDB3+       20080101000570100000005000 0300001755900308   
0601VDB3+       20080101000575100000005000 0300001823000317   
0601VDB3+       20080101000580100000005000 0300001914300330   
0601VDB3+       20080101000585100000005000 0300001983400339   
0601VDB3+       20080101000590100000005000 0300002059400349   
0601VDB3+       20080101000595100000005000 0300002142300360   
0601VDB3+       20080101000600100000005000 0300002214300369   
0601VDB3+       20080101000605100000005000 0300002287200378   
0601VDB3+       20080101000610100000005000 0300002367100388   
0601VDB3+       20080101000615100000005000 0300002448000398   
0601VDB3+       20080101000620100000005000 0300002542400410   
0601VDB3+       20080101000625100000005000 0300002625400420   
0601VDB3+       20080101000630100000005000 0300002728300433   
0601VDB3+       20080101000635100000005000 0300002813400443   
0601VDB3+       20080101000640100000005000 0300002912400455   
0601VDB3+       20080101000645100000005000 0300003019000468   
0601VDB3+       20080101000650100000005000 0300003100900477   
0601VDB3+       20080101000655100000005000 0300003190300487   
0601VDB3+       20080101000660100000005000 0300003287200498   
0601VDB3+       20080101000665100000005000 0300003378700508   
0601VDB3+       20080101000670100000005000 0300003464400517   
0601VDB3+       20080101000675100000005000 0300003551000526   
0601VDB3+       20080101000680100000005000 0300003652100537   
0601VDB3+       20080101000685100000005000 0300003761100549   
0601VDB3+       20080101000690100000005000 0300003857600559   
0601VDB3+       20080101000695100000005000 0300003975900572   
0601VDB3+       20080101000700100000005000 0300004074500582   
0601VDB3+       20080101000705100000005000 0300004181200593   
0601VDB3+       20080101000710100000005000 0300004274800602   
0601VDB3+       20080101000715100000005000 0300004397800615   
0601VDB3+       20080101000720100000005000 0300004493400624   
0601VDB3+       20080101000725100000005000 0300004597100634   
0601VDB3+       20080101000730100000005000 0300004694500643   
0601VDB3+       20080101000735100000005000 0300004814900655   
0601VDB3+       20080101000740100000005000 0300004914200664   
0601VDB3+       20080101000745100000005000 0300005021900674   
0601VDB3+       20080101000750100000005000 0300005115600682   
0601VDB3+       20080101000755100000005000 0300005247900695   
0601VDB3+       20080101000760100000005000 0300005373900707   
0601VDB3+       20080101000765100000005000 0300005470400715   
0601VDB3+       20080101000770100000005000 0300005583200725   
0601VDB3+       20080101000775100000005000 0300005681400733   
0601VDB3+       20080101000780100000005000 0300005803900744   
0601VDB3+       20080101000785100000005000 0300005911800753   
0601VDB3+       20080101000790100000005000 0300006020500762   
0601VDB3+       20080101000795100000005000 0300006122200770   
0601VDB3+       20080101000800100000005000 0300006240700780   
0601VDB3+       20080101000805100000005000 0300006344100788   
0601VDB3+       20080101000810100000005000 0300006456400797   
0601VDB3+       20080101000815100000005000 0300006553400804   
0601VDB3+       20080101000820100000005000 0300006683800815   
0601VDB3+       20080101000825100000005000 0300006782300822   
0601VDB3+       20080101000830100000005000 0300006898100831   
0601VDB3+       20080101000835100000005000 0300007014800840   
0601VDB3+       20080101000840100000005000 0300007132400849   
0601VDB3+       20080101000845100000005000 0300007234000856   
0601VDB3+       20080101000850100000005000 0300007353300865   
0601VDB3+       20080101000855100000005000 0300007490600876   
0601VDB3+       20080101000860100000005000 0300007611800885   
0601VDB3+       20080101000865100000005000 0300007733900894   
0601VDB3+       20080101000870100000005000 0300007891800907   
0601VDB3+       20080101000875100000005000 0300008024600917   
0601VDB3+       20080101000880100000005000 0300008140900925   
0601VDB3+       20080101000885100000005000 0300008284500936   
0601VDB3+       20080101000890100000005000 0300008402500944   
0601VDB3+       20080101000895100000005000 0300008530300953   
0601VDB3+       20080101000900100000005000 0300008667900963   
0601VDB3+       20080101000905100000005000 0300008797500972   
0601VDB3+       20080101000910100000005000 0300008909800979   
0601VDB3+       20080101000915100000005000 0300009041100988   
0601VDB3+       20080101000920100000005000 0300009173300997   
0601VDB3+       20080101000925100000005000 0300009306501006   
0601VDB3+       20080101000930100000005000 0300009421901013   
0601VDB3+       20080101000935100000005000 0300009566001023   
0601VDB3+       20080101000940100000005000 0300009654801027   
0601VDB3+       20080101000945100000005000 0300009743901031   
0601VDB3+       20080101000950100000005000 0300009833501035   
0601VDB3+       20080101000955100000005000 0300009923401039   
0601VDB3+       20080101000960100000005000 0300010004201042   
0601VDB3+       20080101000965100000005000 0300010104501047   
0601VDB3+       20080101000970100000005000 0300010186001050   
0601VDB3+       20080101000975100000005000 0300010287301055   
0601VDB3+       20080101000980100000005000 0300010369401058   
0601VDB3+       20080101000985100000005000 0300010461701062   
0601VDB3+       20080101000990100000005000 0300010584101069   
0601VDB3+       20080101000995100000005000 0300010667401072   
0601VDB3+       20080101001000100000005000 0300010771001077   
0601VDB3+       20080101001005100000005000 0300010855001080   
0601VDB3+       20080101001010100000005000 0300010949401084   
0601VDB3+       20080101001015100000005000 0300011044201088   
0601VDB3+       20080101001020100000005000 0300011139401092   
