00SH               20081219                                                                                   
0601SHA0d       20090101002705100000005000 0000070460002602   
0601SHA0d       20090101002710100000005000 0000070630002604   
0601SHA0d       20090101002715100000005000 0000070770002604   
0601SHA0d       20090101002720100000005000 0000070940002606   
0601SHA0d       20090101002725100000005000 0000071090002606   
0601SHA0d       20090101002730100000005000 0000071230002607   
0601SHA0d       20090101002735100000005000 0000071400002608   
0601SHA0d       20090101002740100000005000 0000071540002609   
0601SHA0d       20090101002745100000005000 0000071690002609   
0601SHA0d       20090101002750100000005000 0000071860002611   
0601SHA0d       20090101002755100000005000 0000072000002611   
0601SHA0d       20090101002760100000005000 0000072170002612   
0601SHA0d       20090101002765100000005000 0000072310002613   
0601SHA0d       20090101002770100000005000 0000072450002613   
0601SHA0d       20090101002775100000005000 0000072620002615   
0601SHA0d       20090101002780100000005000 0000072770002615   
0601SHA0d       20090101002785100000005000 0000072910002616   
0601SHA0d       20090101002790100000005000 0000073080002617   
0601SHA0d       20090101002795100000005000 0000073220002617   
0601SHA0d       20090101002800100000005000 0000073370002618   
0601SHA0d       20090101002805100000005000 0000073540002619   
0601SHA0d       20090101002810100000005000 0000073680002620   
0601SHA0d       20090101002815100000005000 0000073850002621   
0601SHA0d       20090101002820100000005000 0000073990002621   
0601SHA0d       20090101002825100000005000 0000074140002622   
0601SHA0d       20090101002830100000005000 0000074310002623   
0601SHA0d       20090101002835100000005000 0000074450002624   
0601SHA0d       20090101002840100000005000 0000074590002624   
0601SHA0d       20090101002845100000005000 0000074760002625   
0601SHA0d       20090101002850100000005000 0000074900002626   
0601SHA0d       20090101002855100000005000 0000075080002627   
0601SHA0d       20090101002860100000005000 0000075220002628   
0601SHA0d       20090101002865100000005000 0000075360002628   
0601SHA0d       20090101002870100000005000 0000075530002629   
0601SHA0d       20090101002875100000005000 0000075670002630   
0601SHA0d       20090101002880100000005000 0000075820002630   
0601SHA0d       20090101002885100000005000 0000075990002632   
0601SHA0d       20090101002890100000005000 0000076130002632   
0601SHA0d       20090101002895100000005000 0000076270002632   
0601SHA0d       20090101002900100000005000 0000076440002634   
0601SHA0d       20090101002905100000005000 0000076590002634   
0601SHA0d       20090101002910100000005000 0000076760002636   
0601SHA0d       20090101002915100000005000 0000076900002636   
0601SHA0d       20090101002920100000005000 0000077040002636   
0601SHA0d       20090101002925100000005000 0000077210002637   
0601SHA0d       20090101002930100000005000 0000077360002638   
0601SHA0d       20090101002935100000005000 0000077500002638   
0601SHA0d       20090101002940100000005000 0000077670002640   
0601SHA0d       20090101002945100000005000 0000077810002640   
0601SHA0d       20090101002950100000005000 0000077950002640   
0601SHA0d       20090101002955100000005000 0000078130002642   
0601SHA0d       20090101002960100000005000 0000078270002642   
0601SHA0d       20090101002965100000005000 0000078440002643   
0601SHA0d       20090101002970100000005000 0000078580002644   
0601SHA0d       20090101002975100000005000 0000078720002644   
0601SHA0d       20090101002980100000005000 0000078890002645   
0601SHA0d       20090101002985100000005000 0000079040002646   
0601SHA0d       20090101002990100000005000 0000079180002646   
0601SHA0d       20090101002995100000005000 0000079350002647   
0601SHA0d       20090101003000100000500000 0000000000002677   
0601SHA0d       20090101003500100000500000 0000000000002728   
0601SHA0d       20090101004000100005999900 0000000000002748   
0601SHA1d       20090101000000100000040000 0100000050000250   
0601SHA1d       20090101000040100000005000 0100000050000118   
0601SHA1d       20090101000045100000005000 0100000050000105   
0601SHA1d       20090101000050100000005000 0100000050000095   
0601SHA1d       20090101000055100000005000 0100000050000087   
0601SHA1d       20090101000060100000005000 0100000050000080   
0601SHA1d       20090101000065100000005000 0100000050000074   
0601SHA1d       20090101000070100000005000 0100000050000069   
0601SHA1d       20090101000075100000005000 0100000050000065   
0601SHA1d       20090101000080100000005000 0100000050000061   
0601SHA1d       20090101000085100000005000 0100000050000057   
0601SHA1d       20090101000090100000005000 0100000050000054   
0601SHA1d       20090101000095100000005000 0100000050000051   
0601SHA1d       20090101000100100000005000 0100000050000049   
0601SHA1d       20090101000105100000005000 0100000050000047   
0601SHA1d       20090101000110100000005000 0100000050000044   
0601SHA1d       20090101000115100000005000 0100000050000043   
0601SHA1d       20090101000120100000005000 0100000050000041   
0601SHA1d       20090101000125100000005000 0100000050000039   
0601SHA1d       20090101000130100000005000 0100000050000038   
0601SHA1d       20090101000135100000005000 0100000080000058   
0601SHA1d       20090101000140100000005000 0100000080000056   
0601SHA1d       20090101000145100000005000 0100000080000054   
0601SHA1d       20090101000150100000005000 0100000080000052   
0601SHA1d       20090101000155100000005000 0100000080000051   
0601SHA1d       20090101000160100000005000 0100000080000049   
0601SHA1d       20090101000165100000005000 0100000080000048   
0601SHA1d       20090101000170100000005000 0100000080000046   
0601SHA1d       20090101000175100000005000 0100000080000045   
0601SHA1d       20090101000180100000005000 0100000080000044   
0601SHA1d       20090101000185100000005000 0100000080000043   
0601SHA1d       20090101000190100000005000 0100000080000042   
0601SHA1d       20090101000195100000005000 0100000090000046   
0601SHA1d       20090101000200100000005000 0100000110000054   
0601SHA1d       20090101000205100000005000 0100000130000063   
0601SHA1d       20090101000210100000005000 0100000150000071   
0601SHA1d       20090101000215100000005000 0100000180000083   
0601SHA1d       20090101000220100000005000 0100000210000094   
0601SHA1d       20090101000225100000005000 0100000240000105   
0601SHA1d       20090101000230100000005000 0100000280000120   
0601SHA1d       20090101000235100000005000 0100000320000135   
0601SHA1d       20090101000240100000005000 0100000360000148   
0601SHA1d       20090101000245100000005000 0100000400000162   
0601SHA1d       20090101000250100000005000 0100000450000178   
0601SHA1d       20090101000255100000005000 0100000500000194   
0601SHA1d       20090101000260100000005000 0100000550000210   
0601SHA1d       20090101000265100000005000 0100000600000224   
0601SHA1d       20090101000270100000005000 0100000650000239   
0601SHA1d       20090101000275100000005000 0100000720000259   
0601SHA1d       20090101000280100000005000 0100000780000276   
0601SHA1d       20090101000285100000005000 0100000820000285   
0601SHA1d       20090101000290100000005000 0100000880000301   
0601SHA1d       20090101000295100000005000 0100000940000316   
0601SHA1d       20090101000300100000005000 0100000990000327   
0601SHA1d       20090101000305100000005000 0100001050000341   
0601SHA1d       20090101000310100000005000 0100001110000355   
0601SHA1d       20090101000315100000005000 0100001160000365   
0601SHA1d       20090101000320100000005000 0100001230000381   
0601SHA1d       20090101000325100000005000 0100001300000397   
0601SHA1d       20090101000330100000005000 0100001360000409   
0601SHA1d       20090101000335100000005000 0100001430000424   
0601SHA1d       20090101000340100000005000 0100001490000435   
0601SHA1d       20090101000345100000005000 0100001560000449   
0601SHA1d       20090101000350100000005000 0100001640000465   
0601SHA1d       20090101000355100000005000 0100001700000476   
0601SHA1d       20090101000360100000005000 0100001770000488   
0601SHA1d       20090101000365100000005000 0100001830000498   
0601SHA1d       20090101000370100000005000 0100001890000507   
0601SHA1d       20090101000375100000005000 0100001950000517   
0601SHA1d       20090101000380100000005000 0100002000000523   
0601SHA1d       20090101000385100000005000 0100002070000534   
0601SHA1d       20090101000390100000005000 0100002140000545   
0601SHA1d       20090101000395100000005000 0100002210000556   
0601SHA1d       20090101000400100000005000 0100002280000566   
0601SHA1d       20090101000405100000005000 0100002360000579   
0601SHA1d       20090101000410100000005000 0100002430000589   
0601SHA1d       20090101000415100000005000 0100002500000599   
0601SHA1d       20090101000420100000005000 0100002560000606   
0601SHA1d       20090101000425100000005000 0100002630000615   
0601SHA1d       20090101000430100000005000 0100002700000624   
0601SHA1d       20090101000435100000005000 0100002780000635   
0601SHA1d       20090101000440100000005000 0100002850000644   
0601SHA1d       20090101000445100000005000 0100002920000653   
0601SHA1d       20090101000450100000005000 0100002990000661   
0601SHA1d       20090101000455100000005000 0100003060000669   
0601SHA1d       20090101000460100000005000 0100003150000681   
0601SHA1d       20090101000465100000005000 0100003230000691   
0601SHA1d       20090101000470100000005000 0100003310000701   
0601SHA1d       20090101000475100000005000 0100003390000710   
0601SHA1d       20090101000480100000005000 0100003480000721   
0601SHA1d       20090101000485100000005000 0100003560000730   
0601SHA1d       20090101000490100000005000 0100003630000737   
0601SHA1d       20090101000495100000005000 0100003710000746   
0601SHA1d       20090101000500100000005000 0100003800000756   
0601SHA1d       20090101000505100000005000 0100003900000768   
0601SHA1d       20090101000510100000005000 0100003990000779   
0601SHA1d       20090101000515100000005000 0100004070000786   
0601SHA1d       20090101000520100000005000 0100004160000796   
0601SHA1d       20090101000525100000005000 0100004260000808   
0601SHA1d       20090101000530100000005000 0100004350000817   
0601SHA1d       20090101000535100000005000 0100004450000828   
0601SHA1d       20090101000540100000005000 0100004540000837   
0601SHA1d       20090101000545100000005000 0100004640000847   
0601SHA1d       20090101000550100000005000 0100004750000860   
0601SHA1d       20090101000555100000005000 0100004840000868   
0601SHA1d       20090101000560100000005000 0100004940000878   
0601SHA1d       20090101000565100000005000 0100005030000886   
0601SHA1d       20090101000570100000005000 0100005130000896   
0601SHA1d       20090101000575100000005000 0100005220000904   
0601SHA1d       20090101000580100000005000 0100005310000912   
0601SHA1d       20090101000585100000005000 0100005410000921   
0601SHA1d       20090101000590100000005000 0100005500000928   
0601SHA1d       20090101000595100000005000 0100005600000937   
0601SHA1d       20090101000600100000005000 0100005690000944   
0601SHA1d       20090101000605100000005000 0100005790000953   
0601SHA1d       20090101000610100000005000 0100005880000960   
0601SHA1d       20090101000615100000005000 0100005970000967   
