00BS               20080912                                                                                   
0601BSB8d       20090101000690100000010000 0800000000000000   
0601BSB8d       20090101000700100000010000 0800000000000000   
0601BSB8d       20090101000710100000010000 0800000000000000   
0601BSB8d       20090101000720100000010000 0800000000000000   
0601BSB8d       20090101000730100000010000 0800000000000000   
0601BSB8d       20090101000740100000010000 0800000000000000   
0601BSB8d       20090101000750100000010000 0800000000000000   
0601BSB8d       20090101000760100000010000 0800000000000000   
0601BSB8d       20090101000770100000010000 0800000000000000   
0601BSB8d       20090101000780100000010000 0800000000000000   
0601BSB8d       20090101000790100000010000 0800000000000000   
0601BSB8d       20090101000800100000010000 0800000000000000   
0601BSB8d       20090101000810100000010000 0800000000000000   
0601BSB8d       20090101000820100000010000 0800000000000000   
0601BSB8d       20090101000830100000010000 0800000000000000   
0601BSB8d       20090101000840100000010000 0800000000000000   
0601BSB8d       20090101000850100000010000 0800000000000000   
0601BSB8d       20090101000860100000010000 0800000000000000   
0601BSB8d       20090101000870100000010000 0800000000000000   
0601BSB8d       20090101000880100000010000 0800000000000000   
0601BSB8d       20090101000890100000010000 0800000000000000   
0601BSB8d       20090101000900100000010000 0800000000000000   
0601BSB8d       20090101000910100000010000 0800000000000000   
0601BSB8d       20090101000920100000010000 0800000000000000   
0601BSB8d       20090101000930100000010000 0800000000000000   
0601BSB8d       20090101000940100000010000 0800000000000000   
0601BSB8d       20090101000950100000010000 0800000000000000   
0601BSB8d       20090101000960100000010000 0800000000000000   
0601BSB8d       20090101000970100000010000 0800000000000000   
0601BSB8d       20090101000980100000010000 0800000000000000   
0601BSB8d       20090101000990100000010000 0800000000000002   
0601BSB8d       20090101001000100000050000 0800000000000064   
0601BSB8d       20090101001050100000050000 0800000000000161   
0601BSB8d       20090101001100100000050000 0800000000000248   
0601BSB8d       20090101001150100000050000 0800000000000337   
0601BSB8d       20090101001200100000050000 0800000000000415   
0601BSB8d       20090101001250100000050000 0800000000000491   
0601BSB8d       20090101001300100000050000 0800000000000564   
0601BSB8d       20090101001350100000050000 0800000000000631   
0601BSB8d       20090101001400100000050000 0800000000000695   
0601BSB8d       20090101001450100000050000 0800000000000756   
0601BSB8d       20090101001500100000050000 0800000000000813   
0601BSB8d       20090101001550100000050000 0800000000000867   
0601BSB8d       20090101001600100000050000 0800000000000919   
0601BSB8d       20090101001650100000050000 0800000000000968   
0601BSB8d       20090101001700100000050000 0800000000001017   
0601BSB8d       20090101001750100000050000 0800000000001064   
0601BSB8d       20090101001800100000050000 0800000000001109   
0601BSB8d       20090101001850100000050000 0800000000001153   
0601BSB8d       20090101001900100000050000 0800000000001198   
0601BSB8d       20090101001950100000050000 0800000000001242   
0601BSB8d       20090101002000100000050000 0800000000001287   
0601BSB8d       20090101002050100000050000 0800000000001335   
0601BSB8d       20090101002100100000050000 0800000000001380   
0601BSB8d       20090101002150100000050000 0800000000001424   
0601BSB8d       20090101002200100000050000 0800000000001465   
0601BSB8d       20090101002250100000050000 0800000000001505   
0601BSB8d       20090101002300100000050000 0800000000001542   
0601BSB8d       20090101002350100000050000 0800000000001579   
0601BSB8d       20090101002400100000050000 0800000000001613   
0601BSB8d       20090101002450100000050000 0800000000001647   
0601BSB8d       20090101002500100000050000 0800000000001679   
0601BSB8d       20090101002550100000050000 0800000000001710   
0601BSB8d       20090101002600100000050000 0800000000001739   
0601BSB8d       20090101002650100000050000 0800000000001768   
0601BSB8d       20090101002700100000050000 0800000000001795   
0601BSB8d       20090101002750100000050000 0800000000001822   
0601BSB8d       20090101002800100000050000 0800000000001848   
0601BSB8d       20090101002850100000050000 0800000000001872   
0601BSB8d       20090101002900100000050000 0800000000001896   
0601BSB8d       20090101002950100000050000 0800000000001919   
0601BSB8d       20090101003000100000050000 0800000000001941   
0601BSB8d       20090101003050100000050000 0800000000001963   
0601BSB8d       20090101003100100000050000 0800000000001984   
0601BSB8d       20090101003150100000050000 0800000000002004   
0601BSB8d       20090101003200100000050000 0800000000002023   
0601BSB8d       20090101003250100000050000 0800000000002042   
0601BSB8d       20090101003300100000050000 0800000000002060   
0601BSB8d       20090101003350100000050000 0800000000002078   
0601BSB8d       20090101003400100000050000 0800000000002096   
0601BSB8d       20090101003450100000050000 0800000000002112   
0601BSB8d       20090101003500100000050000 0800000000002129   
0601BSB8d       20090101003550100000050000 0800000000002145   
0601BSB8d       20090101003600100000050000 0800000000002161   
0601BSB8d       20090101003650100000050000 0800000000002175   
0601BSB8d       20090101003700100000050000 0800000000002190   
0601BSB8d       20090101003750100000050000 0800000000002205   
0601BSB8d       20090101003800100000050000 0800000000002218   
0601BSB8d       20090101003850100000050000 0800000000002232   
0601BSB8d       20090101003900100000050000 0800000000002245   
0601BSB8d       20090101003950100000050000 0800000000002257   
0601BSB8d       20090101004000100000050000 0800000000002270   
0601BSB8d       20090101004050100000050000 0800000000002283   
0601BSB8d       20090101004100100000050000 0800000000002294   
0601BSB8d       20090101004150100000050000 0800000000002306   
0601BSB8d       20090101004200100000050000 0800000000002317   
0601BSB8d       20090101004250100000050000 0800000000002328   
0601BSB8d       20090101004300100000050000 0800000000002339   
0601BSB8d       20090101004350100000050000 0800000000002350   
0601BSB8d       20090101004400100000050000 0800000000002360   
0601BSB8d       20090101004450100000050000 0800000000002370   
0601BSB8d       20090101004500100000050000 0800000000002380   
0601BSB8d       20090101004550100000050000 0800000000002389   
0601BSB8d       20090101004600100000050000 0800000000002399   
0601BSB8d       20090101004650100000050000 0800000000002409   
0601BSB8d       20090101004700100000050000 0800000000002417   
0601BSB8d       20090101004750100000050000 0800000000002429   
0601BSB8d       20090101004800100000050000 0800000000002440   
0601BSB8d       20090101004850100000050000 0800000000002450   
0601BSB8d       20090101004900100000050000 0800000000002461   
0601BSB8d       20090101004950100000050000 0800000000002472   
0601BSB8d       20090101005000100000050000 0800000000002481   
0601BSB8d       20090101005050100000050000 0800000000002491   
0601BSB8d       20090101005100100000050000 0800000000002501   
0601BSB8d       20090101005150100000050000 0800000000002510   
0601BSB8d       20090101005200100000050000 0800000000002520   
0601BSB8d       20090101005250100000050000 0800000000002529   
0601BSB8d       20090101005300100000050000 0800000000002538   
0601BSB8d       20090101005350100000050000 0800000000002547   
0601BSB8d       20090101005400100000050000 0800000000002556   
0601BSB8d       20090101005450100000050000 0800000000002564   
0601BSB8d       20090101005500100000050000 0800000000002573   
0601BSB8d       20090101005550100000050000 0800000000002581   
0601BSB8d       20090101005600100000050000 0800000000002589   
0601BSB8d       20090101005650100000050000 0800000000002597   
0601BSB8d       20090101005700100000050000 0800000000002605   
0601BSB8d       20090101005750100000050000 0800000000002612   
0601BSB8d       20090101005800100000050000 0800000000002620   
0601BSB8d       20090101005850100000050000 0800000000002627   
0601BSB8d       20090101005900100000050000 0800000000002634   
0601BSB8d       20090101005950100000050000 0800000000002642   
0601BSB8d       20090101006000100000050000 0800000000002649   
0601BSB8d       20090101006050100000050000 0800000000002655   
0601BSB8d       20090101006100100000050000 0800000000002662   
0601BSB8d       20090101006150100000050000 0800000000002669   
0601BSB8d       20090101006200100000050000 0800000000002676   
0601BSB8d       20090101006250100000050000 0800000000002682   
0601BSB8d       20090101006300100000050000 0800000000002689   
0601BSB8d       20090101006350100000050000 0800000000002695   
0601BSB8d       20090101006400100000050000 0800000000002701   
0601BSB8d       20090101006450100000050000 0800000000002707   
0601BSB8d       20090101006500100000050000 0800000000002713   
0601BSB8d       20090101006550100000050000 0800000000002719   
0601BSB8d       20090101006600100000050000 0800000000002725   
0601BSB8d       20090101006650100000050000 0800000000002730   
0601BSB8d       20090101006700100000050000 0800000000002736   
0601BSB8d       20090101006750100000050000 0800000000002742   
0601BSB8d       20090101006800100000050000 0800000000002747   
0601BSB8d       20090101006850100000050000 0800000000002752   
0601BSB8d       20090101006900100000050000 0800000000002758   
0601BSB8d       20090101006950100000050000 0800000000002763   
0601BSB8d       20090101007000100000050000 0800000000002768   
0601BSB8d       20090101007050100000050000 0800000000002773   
0601BSB8d       20090101007100100000050000 0800000000002778   
0601BSB8d       20090101007150100000050000 0800000000002783   
0601BSB8d       20090101007200100000050000 0800000000002788   
0601BSB8d       20090101007250100000050000 0800000000002793   
0601BSB8d       20090101007300100000050000 0800000000002798   
0601BSB8d       20090101007350100000050000 0800000000002802   
0601BSB8d       20090101007400100000050000 0800000000002807   
0601BSB8d       20090101007450100000050000 0800000000002811   
0601BSB8d       20090101007500100000050000 0800000000002816   
0601BSB8d       20090101007550100000050000 0800000000002820   
0601BSB8d       20090101007600100000050000 0800000000002825   
0601BSB8d       20090101007650100000050000 0800000000002829   
0601BSB8d       20090101007700100000050000 0800000000002833   
0601BSB8d       20090101007750100000050000 0800000000002838   
0601BSB8d       20090101007800100000050000 0800000000002842   
0601BSB8d       20090101007850100000050000 0800000000002846   
0601BSB8d       20090101007900100000050000 0800000000002850   
0601BSB8d       20090101007950100000050000 0800000000002854   
0601BSB8d       20090101008000100000050000 0800000000002858   
0601BSB8d       20090101008050100000050000 0800000000002862   
0601BSB8d       20090101008100100000050000 0800000000002866   
0601BSB8d       20090101008150100000050000 0800000000002869   
0601BSB8d       20090101008200100000050000 0800000000002873   
0601BSB8d       20090101008250100000050000 0800000000002877   
0601BSB8d       20090101008300100000050000 0800000000002881   
