00OW               20081103                                                                                   
0601OWC8+       20090101000760100000005000m0800001870000245   
0601OWC8+       20090101000765100000005000m0800001920000250   
0601OWC8+       20090101000770100000005000m0800001980000256   
0601OWC8+       20090101000775100000005000m0800002030000261   
0601OWC8+       20090101000780100000005000m0800002100000268   
0601OWC8+       20090101000785100000005000m0800002150000273   
0601OWC8+       20090101000790100000005000m0800002210000279   
0601OWC8+       20090101000795100000005000m0800002260000283   
0601OWC8+       20090101000800100000005000m0800002320000289   
0601OWC8+       20090101000805100000005000m0800002380000295   
0601OWC8+       20090101000810100000005000m0800002440000300   
0601OWC8+       20090101000815100000005000m0800002490000305   
0601OWC8+       20090101000820100000005000m0800002550000310   
0601OWC8+       20090101000825100000005000m0800002610000315   
0601OWC8+       20090101000830100000005000m0800002670000321   
0601OWC8+       20090101000835100000005000m0800002720000325   
0601OWC8+       20090101000840100000005000m0800002770000329   
0601OWC8+       20090101000845100000005000m0800002830000334   
0601OWC8+       20090101000850100000005000m0800002900000340   
0601OWC8+       20090101000855100000005000m0800002960000345   
0601OWC8+       20090101000860100000005000m0800003010000349   
0601OWC8+       20090101000865100000005000m0800003060000353   
0601OWC8+       20090101000870100000005000m0800003130000359   
0601OWC8+       20090101000875100000005000m0800003190000364   
0601OWC8+       20090101000880100000005000m0800003250000368   
0601OWC8+       20090101000885100000005000m0800003300000372   
0601OWC8+       20090101000890100000005000m0800003350000375   
0601OWC8+       20090101000895100000005000m0800003420000381   
0601OWC8+       20090101000900100000005000m0800003480000386   
0601OWC8+       20090101000905100000005000m0800003540000390   
0601OWC8+       20090101000910100000005000m0800003590000393   
0601OWC8+       20090101000915100000005000m0800003660000399   
0601OWC8+       20090101000920100000005000m0800003710000402   
0601OWC8+       20090101000925100000005000m0800003770000406   
0601OWC8+       20090101000930100000005000m0800003830000411   
0601OWC8+       20090101000935100000005000m0800003880000414   
0601OWC8+       20090101000940100000005000m0800003940000418   
0601OWC8+       20090101000945100000005000m0800004000000422   
0601OWC8+       20090101000950100000005000m0800004060000426   
0601OWC8+       20090101000955100000005000m0800004110000429   
0601OWC8+       20090101000960100000005000m0800004180000434   
0601OWC8+       20090101000965100000005000m0800004240000438   
0601OWC8+       20090101000970100000005000m0800004290000441   
0601OWC8+       20090101000975100000005000m0800004350000445   
0601OWC8+       20090101000980100000005000m0800004410000449   
0601OWC8+       20090101000985100000005000m0800004480000454   
0601OWC8+       20090101000990100000005000m0800004530000456   
0601OWC8+       20090101000995100000005000m0800004590000460   
0601OWC8+       20090101001000100000005000m0800004640000463   
0601OWC8+       20090101001005100000005000m0800004710000467   
0601OWC8+       20090101001010100000005000m0800004770000471   
0601OWC8+       20090101001015100000005000m0800004830000475   
0601OWC8+       20090101001020100000005000m0800004880000477   
0601OWC8+       20090101001025100000005000m0800004950000482   
0601OWC8+       20090101001030100000005000m0800005010000485   
0601OWC8+       20090101001035100000005000m0800005060000488   
0601OWC8+       20090101001040100000005000m0800005120000491   
0601OWC8+       20090101001045100000005000m0800005180000495   
0601OWC8+       20090101001050100000005000m0800005240000498   
0601OWC8+       20090101001055100000005000m0800005300000501   
0601OWC8+       20090101001060100000005000m0800005350000504   
0601OWC8+       20090101001065100000005000m0800005420000508   
0601OWC8+       20090101001070100000005000m0800005480000511   
0601OWC8+       20090101001075100000005000m0800005550000515   
0601OWC8+       20090101001080100000005000m0800005600000517   
0601OWC8+       20090101001085100000005000m0800005660000520   
0601OWC8+       20090101001090100000005000m0800005730000524   
0601OWC8+       20090101001095100000005000m0800005780000527   
0601OWC8+       20090101001100100000005000m0800005850000531   
0601OWC8+       20090101001105100000005000m0800005910000534   
0601OWC8+       20090101001110100000005000m0800005970000537   
0601OWC8+       20090101001115100000005000m0800006030000540   
0601OWC8+       20090101001120100000005000m0800006090000543   
0601OWC8+       20090101001125100000005000m0800006140000545   
0601OWC8+       20090101001130100000005000m0800006220000549   
0601OWC8+       20090101001135100000005000m0800006270000551   
0601OWC8+       20090101001140100000005000m0800006330000554   
0601OWC8+       20090101001145100000005000m0800006400000558   
0601OWC8+       20090101001150100000005000m0800006450000560   
0601OWC8+       20090101001155100000005000m0800006510000562   
0601OWC8+       20090101001160100000005000m0800006580000566   
0601OWC8+       20090101001165100000005000m0800006640000569   
0601OWC8+       20090101001170100000005000m0800006700000571   
0601OWC8+       20090101001175100000005000m0800006760000574   
0601OWC8+       20090101001180100000005000m0800006820000577   
0601OWC8+       20090101001185100000005000m0800006880000579   
0601OWC8+       20090101001190100000005000m0800006940000582   
0601OWC8+       20090101001195100000005000m0800007000000585   
0601OWC8+       20090101001200100000005000m0800007080000589   
0601OWC8+       20090101001205100000005000m0800007150000592   
0601OWC8+       20090101001210100000005000m0800007220000595   
0601OWC8+       20090101001215100000005000m0800007300000600   
0601OWC8+       20090101001220100000005000m0800007370000603   
0601OWC8+       20090101001225100000005000m0800007450000607   
0601OWC8+       20090101001230100000005000m0800007520000610   
0601OWC8+       20090101001235100000005000m0800007590000613   
0601OWC8+       20090101001240100000005000m0800007670000617   
0601OWC8+       20090101001245100000005000m0800007740000620   
0601OWC8+       20090101001250100000005000m0800007810000624   
0601OWC8+       20090101001255100000005000m0800007880000627   
0601OWC8+       20090101001260100000005000m0800007960000630   
0601OWC8+       20090101001265100000005000m0800008020000633   
0601OWC8+       20090101001270100000005000m0800008110000637   
0601OWC8+       20090101001275100000005000m0800008170000640   
0601OWC8+       20090101001280100000005000m0800008260000644   
0601OWC8+       20090101001285100000005000m0800008330000647   
0601OWC8+       20090101001290100000005000m0800008400000650   
0601OWC8+       20090101001295100000005000m0800008480000654   
0601OWC8+       20090101001300100000005000m0800008550000656   
0601OWC8+       20090101001305100000005000m0800008620000659   
0601OWC8+       20090101001310100000005000m0800008700000663   
0601OWC8+       20090101001315100000005000m0800008780000666   
0601OWC8+       20090101001320100000005000m0800008850000669   
0601OWC8+       20090101001325100000005000m0800008930000673   
0601OWC8+       20090101001330100000005000m0800009010000676   
0601OWC8+       20090101001335100000005000m0800009100000680   
0601OWC8+       20090101001340100000005000m0800009170000683   
0601OWC8+       20090101001345100000005000m0800009240000686   
0601OWC8+       20090101001350100000005000m0800009340000691   
0601OWC8+       20090101001355100000005000m0800009410000693   
0601OWC8+       20090101001360100000005000m0800009480000696   
0601OWC8+       20090101001365100000005000m0800009570000700   
0601OWC8+       20090101001370100000005000m0800009650000703   
0601OWC8+       20090101001375100000005000m0800009740000707   
0601OWC8+       20090101001380100000005000m0800009810000710   
0601OWC8+       20090101001385100000005000m0800009880000712   
0601OWC8+       20090101001390100000005000m0800009970000716   
0601OWC8+       20090101001395100000005000m0800010040000718   
0601OWC8+       20090101001400100000005000m0800010120000722   
0601OWC8+       20090101001405100000005000m0800010210000725   
0601OWC8+       20090101001410100000005000m0800010290000728   
0601OWC8+       20090101001415100000005000m0800010370000732   
0601OWC8+       20090101001420100000005000m0800010460000735   
0601OWC8+       20090101001425100000005000m0800010540000738   
0601OWC8+       20090101001430100000005000m0800010630000742   
0601OWC8+       20090101001435100000005000m0800010710000745   
0601OWC8+       20090101001440100000005000m0800010790000748   
0601OWC8+       20090101001445100000005000m0800010890000752   
0601OWC8+       20090101001450100000005000m0800010970000755   
0601OWC8+       20090101001455100000005000m0800011050000758   
0601OWC8+       20090101001460100000005000m0800011140000762   
0601OWC8+       20090101001465100000005000m0800011220000765   
0601OWC8+       20090101001470100000005000m0800011320000769   
0601OWC8+       20090101001475100000005000m0800011390000771   
0601OWC8+       20090101001480100000005000m0800011470000774   
0601OWC8+       20090101001485100000005000m0800011570000778   
0601OWC8+       20090101001490100000005000m0800011650000781   
0601OWC8+       20090101001495100000005000m0800011730000783   
0601OWC8+       20090101001500100000500000m0800016830000963   
0601OWC9+       20090101000000100000040000m0900000030000171   
0601OWC9+       20090101000040100000005000m0900000030000071   
0601OWC9+       20090101000045100000005000m0900000030000063   
0601OWC9+       20090101000050100000005000m0900000030000057   
0601OWC9+       20090101000055100000005000m0900000030000052   
0601OWC9+       20090101000060100000005000m0900000030000048   
0601OWC9+       20090101000065100000005000m0900000030000044   
0601OWC9+       20090101000070100000005000m0900000030000041   
0601OWC9+       20090101000075100000005000m0900000030000039   
0601OWC9+       20090101000080100000005000m0900000030000036   
0601OWC9+       20090101000085100000005000m0900000030000034   
0601OWC9+       20090101000090100000005000m0900000030000032   
0601OWC9+       20090101000095100000005000m0900000030000031   
0601OWC9+       20090101000100100000005000m0900000030000029   
0601OWC9+       20090101000105100000005000m0900000030000028   
0601OWC9+       20090101000110100000005000m0900000030000027   
0601OWC9+       20090101000115100000005000m0900000030000026   
0601OWC9+       20090101000120100000005000m0900000030000024   
0601OWC9+       20090101000125100000005000m0900000030000024   
0601OWC9+       20090101000130100000005000m0900000030000023   
0601OWC9+       20090101000135100000005000m0900000030000022   
0601OWC9+       20090101000140100000005000m0900000030000021   
0601OWC9+       20090101000145100000005000m0900000030000020   
0601OWC9+       20090101000150100000005000m0900000030000020   
0601OWC9+       20090101000155100000005000m0900000030000019   
0601OWC9+       20090101000160100000005000m0900000030000018   
0601OWC9+       20090101000165100000005000m0900000030000018   
0601OWC9+       20090101000170100000005000m0900000030000017   
0601OWC9+       20090101000175100000005000m0900000030000017   
0601OWC9+       20090101000180100000005000m0900000030000016   
0601OWC9+       20090101000185100000005000m0900000030000016   
0601OWC9+       20090101000190100000005000m0900000030000016   
0601OWC9+       20090101000195100000005000m0900000030000015   
0601OWC9+       20090101000200100000005000m0900000030000015   
0601OWC9+       20090101000205100000005000m0900000030000014   
0601OWC9+       20090101000210100000005000m0900000030000014   
0601OWC9+       20090101000215100000005000m0900000030000014   
0601OWC9+       20090101000220100000005000m0900000030000013   
0601OWC9+       20090101000225100000005000m0900000030000013   
0601OWC9+       20090101000230100000005000m0900000030000013   
0601OWC9+       20090101000235100000005000m0900000030000013   
0601OWC9+       20090101000240100000005000m0900000030000012   
0601OWC9+       20090101000245100000005000m0900000030000012   
0601OWC9+       20090101000250100000005000m0900000030000012   
0601OWC9+       20090101000255100000005000m0900000030000012   
0601OWC9+       20090101000260100000005000m0900000030000011   
0601OWC9+       20090101000265100000005000m0900000030000011   
0601OWC9+       20090101000270100000005000m0900000030000011   
0601OWC9+       20090101000275100000005000m0900000030000011   
0601OWC9+       20090101000280100000005000m0900000030000011   
0601OWC9+       20090101000285100000005000m0900000030000010   
0601OWC9+       20090101000290100000005000m0900000030000010   
0601OWC9+       20090101000295100000005000m0900000030000010   
0601OWC9+       20090101000300100000005000m0900000030000010   
0601OWC9+       20090101000305100000005000m0900000030000010   
0601OWC9+       20090101000310100000005000m0900000030000010   
0601OWC9+       20090101000315100000005000m0900000030000009   
0601OWC9+       20090101000320100000005000m0900000030000009   
0601OWC9+       20090101000325100000005000m0900000030000009   
0601OWC9+       20090101000330100000005000m0900000030000009   
0601OWC9+       20090101000335100000005000m0900000030000009   
0601OWC9+       20090101000340100000005000m0900000030000009   
0601OWC9+       20090101000345100000005000m0900000030000009   
0601OWC9+       20090101000350100000005000m0900000030000009   
0601OWC9+       20090101000355100000005000m0900000030000008   
0601OWC9+       20090101000360100000005000m0900000030000008   
0601OWC9+       20090101000365100000005000m0900000030000008   
0601OWC9+       20090101000370100000005000m0900000030000008   
0601OWC9+       20090101000375100000005000m0900000030000008   
0601OWC9+       20090101000380100000005000m0900000030000008   
0601OWC9+       20090101000385100000005000m0900000030000008   
0601OWC9+       20090101000390100000005000m0900000030000008   
0601OWC9+       20090101000395100000005000m0900000030000008   
0601OWC9+       20090101000400100000005000m0900000030000007   
0601OWC9+       20090101000405100000005000m0900000030000007   
0601OWC9+       20090101000410100000005000m0900000030000007   
0601OWC9+       20090101000415100000005000m0900000030000007   
0601OWC9+       20090101000420100000005000m0900000030000007   
0601OWC9+       20090101000425100000005000m0900000030000007   
0601OWC9+       20090101000430100000005000m0900000030000007   
0601OWC9+       20090101000435100000005000m0900000030000007   
0601OWC9+       20090101000440100000005000m0900000030000007   
0601OWC9+       20090101000445100000005000m0900000030000007   
0601OWC9+       20090101000450100000005000m0900000030000007   
0601OWC9+       20090101000455100000005000m0900000030000007   
0601OWC9+       20090101000460100000005000m0900000030000006   
0601OWC9+       20090101000465100000005000m0900000030000006   
0601OWC9+       20090101000470100000005000m0900000030000006   
0601OWC9+       20090101000475100000005000m0900000030000006   
0601OWC9+       20090101000480100000005000m0900000030000006   
0601OWC9+       20090101000485100000005000m0900000030000006   
0601OWC9+       20090101000490100000005000m0900000030000006   
0601OWC9+       20090101000495100000005000m0900000030000006   
0601OWC9+       20090101000500100000005000m0900000030000006   
0601OWC9+       20090101000505100000005000m0900000030000006   
0601OWC9+       20090101000510100000005000m0900000030000006   
0601OWC9+       20090101000515100000005000m0900000030000006   
0601OWC9+       20090101000520100000005000m0900000030000006   
0601OWC9+       20090101000525100000005000m0900000030000006   
0601OWC9+       20090101000530100000005000m0900000030000006   
0601OWC9+       20090101000535100000005000m0900000030000006   
0601OWC9+       20090101000540100000005000m0900000030000006   
0601OWC9+       20090101000545100000005000m0900000030000005   
0601OWC9+       20090101000550100000005000m0900000030000005   
0601OWC9+       20090101000555100000005000m0900000030000005   
0601OWC9+       20090101000560100000005000m0900000030000005   
0601OWC9+       20090101000565100000005000m0900000030000005   
0601OWC9+       20090101000570100000005000m0900000030000005   
0601OWC9+       20090101000575100000005000m0900000030000005   
0601OWC9+       20090101000580100000005000m0900000030000005   
0601OWC9+       20090101000585100000005000m0900000030000005   
0601OWC9+       20090101000590100000005000m0900000030000005   
0601OWC9+       20090101000595100000005000m0900000030000005   
0601OWC9+       20090101000600100000005000m0900000030000005   
0601OWC9+       20090101000605100000005000m0900000030000005   
0601OWC9+       20090101000610100000005000m0900000030000005   
0601OWC9+       20090101000615100000005000m0900000030000005   
0601OWC9+       20090101000620100000005000m0900000030000005   
0601OWC9+       20090101000625100000005000m0900000030000005   
0601OWC9+       20090101000630100000005000m0900000030000005   
0601OWC9+       20090101000635100000005000m0900000030000005   
0601OWC9+       20090101000640100000005000m0900000030000005   
0601OWC9+       20090101000645100000005000m0900000030000005   
0601OWC9+       20090101000650100000005000m0900000050000008   
0601OWC9+       20090101000655100000005000m0900000110000017   
0601OWC9+       20090101000660100000005000m0900000160000024   
0601OWC9+       20090101000665100000005000m0900000220000033   
0601OWC9+       20090101000670100000005000m0900000280000042   
0601OWC9+       20090101000675100000005000m0900000330000049   
0601OWC9+       20090101000680100000005000m0900000380000056   
0601OWC9+       20090101000685100000005000m0900000450000065   
0601OWC9+       20090101000690100000005000m0900000510000074   
0601OWC9+       20090101000695100000005000m0900000560000080   
0601OWC9+       20090101000700100000005000m0900000610000087   
0601OWC9+       20090101000705100000005000m0900000670000095   
0601OWC9+       20090101000710100000005000m0900000720000101   
0601OWC9+       20090101000715100000005000m0900000780000109   
0601OWC9+       20090101000720100000005000m0900000840000116   
0601OWC9+       20090101000725100000005000m0900000900000124   
0601OWC9+       20090101000730100000005000m0900000950000130   
0601OWC9+       20090101000735100000005000m0900001020000138   
0601OWC9+       20090101000740100000005000m0900001070000144   
0601OWC9+       20090101000745100000005000m0900001130000151   
0601OWC9+       20090101000750100000005000m0900001180000157   
0601OWC9+       20090101000755100000005000m0900001240000164   
0601OWC9+       20090101000760100000005000m0900001300000170   
0601OWC9+       20090101000765100000005000m0900001350000176   
0601OWC9+       20090101000770100000005000m0900001400000181   
0601OWC9+       20090101000775100000005000m0900001460000188   
0601OWC9+       20090101000780100000005000m0900001530000196   
0601OWC9+       20090101000785100000005000m0900001580000201   
0601OWC9+       20090101000790100000005000m0900001630000206   
0601OWC9+       20090101000795100000005000m0900001690000212   
0601OWC9+       20090101000800100000005000m0900001740000217   
0601OWC9+       20090101000805100000005000m0900001810000224   
0601OWC9+       20090101000810100000005000m0900001860000229   
0601OWC9+       20090101000815100000005000m0900001920000235   
0601OWC9+       20090101000820100000005000m0900001980000241   
0601OWC9+       20090101000825100000005000m0900002040000247   
0601OWC9+       20090101000830100000005000m0900002100000252   
0601OWC9+       20090101000835100000005000m0900002150000257   
0601OWC9+       20090101000840100000005000m0900002210000262   
0601OWC9+       20090101000845100000005000m0900002260000267   
0601OWC9+       20090101000850100000005000m0900002330000273   
0601OWC9+       20090101000855100000005000m0900002390000279   
0601OWC9+       20090101000860100000005000m0900002440000283   
0601OWC9+       20090101000865100000005000m0900002500000288   
0601OWC9+       20090101000870100000005000m0900002560000293   
0601OWC9+       20090101000875100000005000m0900002610000297   
0601OWC9+       20090101000880100000005000m0900002670000303   
0601OWC9+       20090101000885100000005000m0900002730000308   
0601OWC9+       20090101000890100000005000m0900002780000311   
0601OWC9+       20090101000895100000005000m0900002850000318   
0601OWC9+       20090101000900100000005000m0900002900000321   
0601OWC9+       20090101000905100000005000m0900002960000326   
0601OWC9+       20090101000910100000005000m0900003020000331   
0601OWC9+       20090101000915100000005000m0900003080000336   
0601OWC9+       20090101000920100000005000m0900003140000340   
0601OWC9+       20090101000925100000005000m0900003200000345   
0601OWC9+       20090101000930100000005000m0900003250000349   
0601OWC9+       20090101000935100000005000m0900003310000353   
0601OWC9+       20090101000940100000005000m0900003370000358   
0601OWC9+       20090101000945100000005000m0900003430000362   
0601OWC9+       20090101000950100000005000m0900003490000366   
0601OWC9+       20090101000955100000005000m0900003540000370   
0601OWC9+       20090101000960100000005000m0900003610000375   
0601OWC9+       20090101000965100000005000m0900003670000379   
0601OWC9+       20090101000970100000005000m0900003730000384   
0601OWC9+       20090101000975100000005000m0900003790000388   
0601OWC9+       20090101000980100000005000m0900003840000391   
0601OWC9+       20090101000985100000005000m0900003900000395   
0601OWC9+       20090101000990100000005000m0900003960000399   
0601OWC9+       20090101000995100000005000m0900004020000403   
0601OWC9+       20090101001000100000005000m0900004070000406   
0601OWC9+       20090101001005100000005000m0900004140000411   
0601OWC9+       20090101001010100000005000m0900004190000414   
0601OWC9+       20090101001015100000005000m0900004250000418   
0601OWC9+       20090101001020100000005000m0900004310000422   
0601OWC9+       20090101001025100000005000m0900004370000425   
0601OWC9+       20090101001030100000005000m0900004430000429   
0601OWC9+       20090101001035100000005000m0900004490000433   
0601OWC9+       20090101001040100000005000m0900004550000436   
0601OWC9+       20090101001045100000005000m0900004600000439   
0601OWC9+       20090101001050100000005000m0900004670000444   
0601OWC9+       20090101001055100000005000m0900004730000447   
0601OWC9+       20090101001060100000005000m0900004790000451   
0601OWC9+       20090101001065100000005000m0900004850000454   
0601OWC9+       20090101001070100000005000m0900004910000458   
0601OWC9+       20090101001075100000005000m0900004970000461   
0601OWC9+       20090101001080100000005000m0900005030000465   
0601OWC9+       20090101001085100000005000m0900005090000468   
0601OWC9+       20090101001090100000005000m0900005160000472   
0601OWC9+       20090101001095100000005000m0900005210000475   
0601OWC9+       20090101001100100000005000m0900005270000478   
0601OWC9+       20090101001105100000005000m0900005340000482   
0601OWC9+       20090101001110100000005000m0900005390000484   
0601OWC9+       20090101001115100000005000m0900005450000488   
0601OWC9+       20090101001120100000005000m0900005520000492   
0601OWC9+       20090101001125100000005000m0900005580000495   
0601OWC9+       20090101001130100000005000m0900005650000499   
0601OWC9+       20090101001135100000005000m0900005700000501   
0601OWC9+       20090101001140100000005000m0900005760000504   
0601OWC9+       20090101001145100000005000m0900005830000508   
0601OWC9+       20090101001150100000005000m0900005880000510   
0601OWC9+       20090101001155100000005000m0900005940000513   
0601OWC9+       20090101001160100000005000m0900006010000517   
0601OWC9+       20090101001165100000005000m0900006070000520   
0601OWC9+       20090101001170100000005000m0900006120000522   
0601OWC9+       20090101001175100000005000m0900006190000526   
0601OWC9+       20090101001180100000005000m0900006250000529   
0601OWC9+       20090101001185100000005000m0900006320000532   
0601OWC9+       20090101001190100000005000m0900006370000534   
0601OWC9+       20090101001195100000005000m0900006430000537   
0601OWC9+       20090101001200100000005000m0900006500000541   
0601OWC9+       20090101001205100000005000m0900006560000543   
0601OWC9+       20090101001210100000005000m0900006620000546   
0601OWC9+       20090101001215100000005000m0900006680000549   
0601OWC9+       20090101001220100000005000m0900006740000551   
0601OWC9+       20090101001225100000005000m0900006800000554   
0601OWC9+       20090101001230100000005000m0900006860000557   
0601OWC9+       20090101001235100000005000m0900006930000560   
0601OWC9+       20090101001240100000005000m0900006990000563   
0601OWC9+       20090101001245100000005000m0900007050000565   
0601OWC9+       20090101001250100000005000m0900007110000568   
0601OWC9+       20090101001255100000005000m0900007180000571   
0601OWC9+       20090101001260100000005000m0900007240000573   
0601OWC9+       20090101001265100000005000m0900007290000575   
0601OWC9+       20090101001270100000005000m0900007360000578   
0601OWC9+       20090101001275100000005000m0900007420000581   
0601OWC9+       20090101001280100000005000m0900007490000584   
0601OWC9+       20090101001285100000005000m0900007540000586   
0601OWC9+       20090101001290100000005000m0900007600000588   
0601OWC9+       20090101001295100000005000m0900007670000591   
0601OWC9+       20090101001300100000005000m0900007730000593   
0601OWC9+       20090101001305100000005000m0900007780000595   
0601OWC9+       20090101001310100000005000m0900007850000598   
0601OWC9+       20090101001315100000005000m0900007920000601   
0601OWC9+       20090101001320100000005000m0900008000000605   
0601OWC9+       20090101001325100000005000m0900008070000608   
0601OWC9+       20090101001330100000005000m0900008140000611   
0601OWC9+       20090101001335100000005000m0900008220000615   
0601OWC9+       20090101001340100000005000m0900008300000618   
0601OWC9+       20090101001345100000005000m0900008360000620   
0601OWC9+       20090101001350100000005000m0900008450000625   
0601OWC9+       20090101001355100000005000m0900008510000627   
0601OWC9+       20090101001360100000005000m0900008590000630   
0601OWC9+       20090101001365100000005000m0900008670000634   
0601OWC9+       20090101001370100000005000m0900008740000637   
0601OWC9+       20090101001375100000005000m0900008820000640   
0601OWC9+       20090101001380100000005000m0900008900000644   
0601OWC9+       20090101001385100000005000m0900008970000646   
0601OWC9+       20090101001390100000005000m0900009060000651   
0601OWC9+       20090101001395100000005000m0900009140000654   
0601OWC9+       20090101001400100000005000m0900009210000657   
0601OWC9+       20090101001405100000005000m0900009310000661   
0601OWC9+       20090101001410100000005000m0900009380000664   
0601OWC9+       20090101001415100000005000m0900009460000667   
0601OWC9+       20090101001420100000005000m0900009540000671   
0601OWC9+       20090101001425100000005000m0900009620000674   
0601OWC9+       20090101001430100000005000m0900009700000677   
0601OWC9+       20090101001435100000005000m0900009780000680   
0601OWC9+       20090101001440100000005000m0900009850000683   
0601OWC9+       20090101001445100000005000m0900009950000687   
0601OWC9+       20090101001450100000005000m0900010020000690   
0601OWC9+       20090101001455100000005000m0900010100000693   
0601OWC9+       20090101001460100000005000m0900010190000697   
0601OWC9+       20090101001465100000005000m0900010260000699   
0601OWC9+       20090101001470100000005000m0900010360000704   
0601OWC9+       20090101001475100000005000m0900010430000706   
0601OWC9+       20090101001480100000005000m0900010510000709   
0601OWC9+       20090101001485100000005000m0900010600000713   
0601OWC9+       20090101001490100000005000m0900010680000716   
0601OWC9+       20090101001495100000005000m0900010760000719   
0601OWC9+       20090101001500100000500000m0900015530000889   
0601OWC0+       20090101000000100000040000w0000000030000171   
0601OWC0+       20090101000040100000005000w0000000030000071   
0601OWC0+       20090101000045100000005000w0000000030000063   
0601OWC0+       20090101000050100000005000w0000000030000057   
0601OWC0+       20090101000055100000005000w0000000030000052   
0601OWC0+       20090101000060100000005000w0000000030000048   
0601OWC0+       20090101000065100000005000w0000000030000044   
0601OWC0+       20090101000070100000005000w0000000030000041   
0601OWC0+       20090101000075100000005000w0000000030000039   
0601OWC0+       20090101000080100000005000w0000000030000036   
0601OWC0+       20090101000085100000005000w0000000030000034   
0601OWC0+       20090101000090100000005000w0000000030000032   
0601OWC0+       20090101000095100000005000w0000000070000072   
0601OWC0+       20090101000100100000005000w0000000130000127   
0601OWC0+       20090101000105100000005000w0000000180000167   
0601OWC0+       20090101000110100000005000w0000000240000213   
0601OWC0+       20090101000115100000005000w0000000300000255   
0601OWC0+       20090101000120100000005000w0000000360000294   
0601OWC0+       20090101000125100000005000w0000000400000314   
0601OWC0+       20090101000130100000005000w0000000450000340   
0601OWC0+       20090101000135100000005000w0000000490000356   
0601OWC0+       20090101000140100000005000w0000000550000386   
0601OWC0+       20090101000145100000005000w0000000590000400   
0601OWC0+       20090101000150100000005000w0000000630000413   
0601OWC0+       20090101000155100000005000w0000000680000432   
0601OWC0+       20090101000160100000005000w0000000720000443   
0601OWC0+       20090101000165100000005000w0000000780000466   
0601OWC0+       20090101000170100000005000w0000000820000475   
0601OWC0+       20090101000175100000005000w0000000860000485   
0601OWC0+       20090101000180100000005000w0000000910000499   
0601OWC0+       20090101000185100000005000w0000000950000507   
0601OWC0+       20090101000190100000005000w0000001010000525   
0601OWC0+       20090101000195100000005000w0000001050000532   
0601OWC0+       20090101000200100000005000w0000001100000543   
0601OWC0+       20090101000205100000005000w0000001150000554   
0601OWC0+       20090101000210100000005000w0000001190000560   
0601OWC0+       20090101000215100000005000w0000001240000570   
0601OWC0+       20090101000220100000005000w0000001290000580   
0601OWC0+       20090101000225100000005000w0000001340000589   
0601OWC0+       20090101000230100000005000w0000001390000598   
0601OWC0+       20090101000235100000005000w0000001440000606   
0601OWC0+       20090101000240100000005000w0000001490000614   
0601OWC0+       20090101000245100000005000w0000001540000622   
0601OWC0+       20090101000250100000005000w0000001610000638   
0601OWC0+       20090101000255100000005000w0000001670000649   
0601OWC0+       20090101000260100000005000w0000001730000659   
0601OWC0+       20090101000265100000005000w0000001790000669   
0601OWC0+       20090101000270100000005000w0000001850000679   
0601OWC0+       20090101000275100000005000w0000001920000692   
0601OWC0+       20090101000280100000005000w0000001980000701   
0601OWC0+       20090101000285100000005000w0000002050000713   
0601OWC0+       20090101000290100000005000w0000002120000725   
0601OWC0+       20090101000295100000005000w0000002190000736   
0601OWC0+       20090101000300100000005000w0000002260000747   
0601OWC0+       20090101000305100000005000w0000002330000758   
0601OWC0+       20090101000310100000005000w0000002410000771   
0601OWC0+       20090101000315100000005000w0000002470000778   
0601OWC0+       20090101000320100000005000w0000002550000791   
0601OWC0+       20090101000325100000005000w0000002630000803   
0601OWC0+       20090101000330100000005000w0000002700000812   
0601OWC0+       20090101000335100000005000w0000002770000821   
0601OWC0+       20090101000340100000005000w0000002850000832   
0601OWC0+       20090101000345100000005000w0000002920000840   
0601OWC0+       20090101000350100000005000w0000002990000848   
0601OWC0+       20090101000355100000005000w0000003070000859   
0601OWC0+       20090101000360100000005000w0000003140000866   
0601OWC0+       20090101000365100000005000w0000003220000876   
0601OWC0+       20090101000370100000005000w0000003260000875   
0601OWC0+       20090101000375100000005000w0000003320000879   
0601OWC0+       20090101000380100000005000w0000003370000881   
0601OWC0+       20090101000385100000005000w0000003430000885   
0601OWC0+       20090101000390100000005000w0000003480000887   
0601OWC0+       20090101000395100000005000w0000003540000891   
0601OWC0+       20090101000400100000005000w0000003600000894   
0601OWC0+       20090101000405100000005000w0000003660000898   
0601OWC0+       20090101000410100000005000w0000003720000902   
0601OWC0+       20090101000415100000005000w0000003780000905   
0601OWC0+       20090101000420100000005000w0000003840000909   
0601OWC0+       20090101000425100000005000w0000003900000912   
0601OWC0+       20090101000430100000005000w0000003950000913   
0601OWC0+       20090101000435100000005000w0000004030000921   
0601OWC0+       20090101000440100000005000w0000004080000922   
0601OWC0+       20090101000445100000005000w0000004150000927   
0601OWC0+       20090101000450100000005000w0000004210000930   
0601OWC0+       20090101000455100000005000w0000004270000933   
0601OWC0+       20090101000460100000005000w0000004340000938   
0601OWC0+       20090101000465100000005000w0000004390000939   
0601OWC0+       20090101000470100000005000w0000004460000944   
0601OWC0+       20090101000475100000005000w0000004510000945   
0601OWC0+       20090101000480100000005000w0000004580000949   
0601OWC0+       20090101000485100000005000w0000004640000952   
0601OWC0+       20090101000490100000005000w0000004700000954   
0601OWC0+       20090101000495100000005000w0000004770000959   
0601OWC0+       20090101000500100000005000w0000004830000961   
