00TI               20081223                                                                                   
0601TIC4d       20090101002385100000005000m0400000000001820   
0601TIC4d       20090101002390100000005000m0400000000001820   
0601TIC4d       20090101002395100000005000m0400000000001830   
0601TIC4d       20090101002400100000005000m0400000000001830   
0601TIC4d       20090101002405100000005000m0400000000001830   
0601TIC4d       20090101002410100000005000m0400000000001830   
0601TIC4d       20090101002415100000005000m0400000000001840   
0601TIC4d       20090101002420100000005000m0400000000001840   
0601TIC4d       20090101002425100000005000m0400000000001840   
0601TIC4d       20090101002430100000005000m0400000000001860   
0601TIC4d       20090101002435100000005000m0400000000001860   
0601TIC4d       20090101002440100000005000m0400000000001860   
0601TIC4d       20090101002445100000005000m0400000000001870   
0601TIC4d       20090101002450100000005000m0400000000001870   
0601TIC4d       20090101002455100000005000m0400000000001870   
0601TIC4d       20090101002460100000005000m0400000000001870   
0601TIC4d       20090101002465100000005000m0400000000001880   
0601TIC4d       20090101002470100000005000m0400000000001880   
0601TIC4d       20090101002475100000005000m0400000000001880   
0601TIC4d       20090101002480100000005000m0400000000001880   
0601TIC4d       20090101002485100000005000m0400000000001890   
0601TIC4d       20090101002490100000005000m0400000000001890   
0601TIC4d       20090101002495100000005000m0400000000001890   
0601TIC4d       20090101002500100000005000m0400000000001890   
0601TIC4d       20090101002505100000005000m0400000000001890   
0601TIC4d       20090101002510100000005000m0400000000001900   
0601TIC4d       20090101002515100000005000m0400000000001900   
0601TIC4d       20090101002520100000005000m0400000000001900   
0601TIC4d       20090101002525100000005000m0400000000001900   
0601TIC4d       20090101002530100000005000m0400000000001910   
0601TIC4d       20090101002535100000005000m0400000000001910   
0601TIC4d       20090101002540100000005000m0400000000001910   
0601TIC4d       20090101002545100000005000m0400000000001910   
0601TIC4d       20090101002550100000005000m0400000000001910   
0601TIC4d       20090101002555100000005000m0400000000001920   
0601TIC4d       20090101002560100000005000m0400000000001920   
0601TIC4d       20090101002565100000005000m0400000000001920   
0601TIC4d       20090101002570100000005000m0400000000001920   
0601TIC4d       20090101002575100000005000m0400000000001940   
0601TIC4d       20090101002580100000005000m0400000000001940   
0601TIC4d       20090101002585100000005000m0400000000001950   
0601TIC4d       20090101002590100000005000m0400000000001950   
0601TIC4d       20090101002595100000005000m0400000000001950   
0601TIC4d       20090101002600100000005000m0400000000001950   
0601TIC4d       20090101002605100000005000m0400000000001950   
0601TIC4d       20090101002610100000005000m0400000000001960   
0601TIC4d       20090101002615100000005000m0400000000001960   
0601TIC4d       20090101002620100000005000m0400000000001960   
0601TIC4d       20090101002625100000005000m0400000000001960   
0601TIC4d       20090101002630100000005000m0400000000001960   
0601TIC4d       20090101002635100000005000m0400000000001970   
0601TIC4d       20090101002640100000005000m0400000000001970   
0601TIC4d       20090101002645100000005000m0400000000001970   
0601TIC4d       20090101002650100000005000m0400000000001970   
0601TIC4d       20090101002655100000005000m0400000000001980   
0601TIC4d       20090101002660100000005000m0400000000001980   
0601TIC4d       20090101002665100000005000m0400000000001980   
0601TIC4d       20090101002670100000005000m0400000000001980   
0601TIC4d       20090101002675100000005000m0400000000001980   
0601TIC4d       20090101002680100000005000m0400000000001990   
0601TIC4d       20090101002685100000005000m0400000000001990   
0601TIC4d       20090101002690100000005000m0400000000001990   
0601TIC4d       20090101002695100000005000m0400000000001990   
0601TIC4d       20090101002700100000005000m0400000000001990   
0601TIC4d       20090101002705100000005000m0400000000002000   
0601TIC4d       20090101002710100000005000m0400000000002000   
0601TIC4d       20090101002715100000005000m0400000000002000   
0601TIC4d       20090101002720100000005000m0400000000002000   
0601TIC4d       20090101002725100000005000m0400000000002000   
0601TIC4d       20090101002730100000005000m0400000000002010   
0601TIC4d       20090101002735100000005000m0400000000002010   
0601TIC4d       20090101002740100000005000m0400000000002030   
0601TIC4d       20090101002745100000005000m0400000000002030   
0601TIC4d       20090101002750100000005000m0400000000002030   
0601TIC4d       20090101002755100000005000m0400000000002030   
0601TIC4d       20090101002760100000005000m0400000000002030   
0601TIC4d       20090101002765100000005000m0400000000002040   
0601TIC4d       20090101002770100000005000m0400000000002040   
0601TIC4d       20090101002775100000005000m0400000000002040   
0601TIC4d       20090101002780100000005000m0400000000002040   
0601TIC4d       20090101002785100000005000m0400000000002040   
0601TIC4d       20090101002790100000005000m0400000000002040   
0601TIC4d       20090101002795100000005000m0400000000002050   
0601TIC4d       20090101002800100000005000m0400000000002050   
0601TIC4d       20090101002805100000005000m0400000000002050   
0601TIC4d       20090101002810100000005000m0400000000002050   
0601TIC4d       20090101002815100000005000m0400000000002050   
0601TIC4d       20090101002820100000005000m0400000000002060   
0601TIC4d       20090101002825100000005000m0400000000002060   
0601TIC4d       20090101002830100000005000m0400000000002060   
0601TIC4d       20090101002835100000005000m0400000000002060   
0601TIC4d       20090101002840100000005000m0400000000002060   
0601TIC4d       20090101002845100000005000m0400000000002070   
0601TIC4d       20090101002850100000005000m0400000000002070   
0601TIC4d       20090101002855100000005000m0400000000002070   
0601TIC4d       20090101002860100000005000m0400000000002070   
0601TIC4d       20090101002865100000005000m0400000000002070   
0601TIC4d       20090101002870100000005000m0400000000002070   
0601TIC4d       20090101002875100000005000m0400000000002080   
0601TIC4d       20090101002880100000005000m0400000000002080   
0601TIC4d       20090101002885100000005000m0400000000002080   
0601TIC4d       20090101002890100000005000m0400000000002080   
0601TIC4d       20090101002895100000005000m0400000000002080   
0601TIC4d       20090101002900100000005000m0400000000002090   
0601TIC4d       20090101002905100000005000m0400000000002090   
0601TIC4d       20090101002910100000005000m0400000000002090   
0601TIC4d       20090101002915100000005000m0400000000002090   
0601TIC4d       20090101002920100000005000m0400000000002110   
0601TIC4d       20090101002925100000005000m0400000000002110   
0601TIC4d       20090101002930100000005000m0400000000002110   
0601TIC4d       20090101002935100000005000m0400000000002120   
0601TIC4d       20090101002940100000005000m0400000000002120   
0601TIC4d       20090101002945100000005000m0400000000002120   
0601TIC4d       20090101002950100000005000m0400000000002120   
0601TIC4d       20090101002955100000005000m0400000000002120   
0601TIC4d       20090101002960100000005000m0400000000002120   
0601TIC4d       20090101002965100000005000m0400000000002130   
0601TIC4d       20090101002970100000005000m0400000000002130   
0601TIC4d       20090101002975100000005000m0400000000002130   
0601TIC4d       20090101002980100000005000m0400000000002130   
0601TIC4d       20090101002985100000005000m0400000000002130   
0601TIC4d       20090101002990100000005000m0400000000002130   
0601TIC4d       20090101002995100000005000m0400000000002140   
0601TIC4d       20090101003000100000005000m0400000000002140   
0601TIC4d       20090101003005100000005000m0400000000002140   
0601TIC4d       20090101003010100000005000m0400000000002140   
0601TIC4d       20090101003015100000005000m0400000000002140   
0601TIC4d       20090101003020100000005000m0400000000002140   
0601TIC4d       20090101003025100000005000m0400000000002150   
0601TIC4d       20090101003030100000005000m0400000000002150   
0601TIC4d       20090101003035100000005000m0400000000002150   
0601TIC4d       20090101003040100000005000m0400000000002150   
0601TIC4d       20090101003045100000005000m0400000000002150   
0601TIC4d       20090101003050100000005000m0400000000002150   
0601TIC4d       20090101003055100000005000m0400000000002160   
0601TIC4d       20090101003060100000005000m0400000000002160   
0601TIC4d       20090101003065100000005000m0400000000002160   
0601TIC4d       20090101003070100000005000m0400000000002160   
0601TIC4d       20090101003075100000005000m0400000000002160   
0601TIC4d       20090101003080100000005000m0400000000002170   
0601TIC4d       20090101003085100000005000m0400000000002170   
0601TIC4d       20090101003090100000005000m0400000000002170   
0601TIC4d       20090101003095100000005000m0400000000002170   
0601TIC4d       20090101003100100000005000m0400000000002170   
0601TIC4d       20090101003105100000005000m0400000000002170   
0601TIC4d       20090101003110100000005000m0400000000002180   
0601TIC4d       20090101003115100000005000m0400000000002180   
0601TIC4d       20090101003120100000005000m0400000000002180   
0601TIC4d       20090101003125100000005000m0400000000002180   
0601TIC4d       20090101003130100000005000m0400000000002180   
0601TIC4d       20090101003135100000005000m0400000000002200   
0601TIC4d       20090101003140100000005000m0400000000002200   
0601TIC4d       20090101003145100000005000m0400000000002200   
0601TIC4d       20090101003150100000005000m0400000000002210   
0601TIC4d       20090101003155100000005000m0400000000002210   
0601TIC4d       20090101003160100000005000m0400000000002210   
0601TIC4d       20090101003165100000005000m0400000000002210   
0601TIC4d       20090101003170100000005000m0400000000002210   
0601TIC4d       20090101003175100000005000m0400000000002210   
0601TIC4d       20090101003180100000005000m0400000000002210   
0601TIC4d       20090101003185100000005000m0400000000002220   
0601TIC4d       20090101003190100000005000m0400000000002220   
0601TIC4d       20090101003195100000005000m0400000000002220   
0601TIC4d       20090101003200100000005000m0400000000002220   
0601TIC4d       20090101003205100000005000m0400000000002220   
0601TIC4d       20090101003210100000005000m0400000000002220   
0601TIC4d       20090101003215100000005000m0400000000002230   
0601TIC4d       20090101003220100000005000m0400000000002230   
0601TIC4d       20090101003225100000005000m0400000000002230   
0601TIC4d       20090101003230100000005000m0400000000002230   
0601TIC4d       20090101003235100000005000m0400000000002230   
0601TIC4d       20090101003240100000005000m0400000000002230   
0601TIC4d       20090101003245100000005000m0400000000002230   
0601TIC4d       20090101003250100000005000m0400000000002240   
0601TIC4d       20090101003255100000005000m0400000000002240   
0601TIC4d       20090101003260100000005000m0400000000002240   
0601TIC4d       20090101003265100000005000m0400000000002240   
0601TIC4d       20090101003270100000005000m0400000000002240   
