00AR               20071130                                                                                   
0601ARC8d       20080101000340100000005000m0800000030000009   
0601ARC8d       20080101000345100000005000m0800000030000009   
0601ARC8d       20080101000350100000005000m0800000030000009   
0601ARC8d       20080101000355100000005000m0800000030000008   
0601ARC8d       20080101000360100000005000m0800000030000008   
0601ARC8d       20080101000365100000005000m0800000030000008   
0601ARC8d       20080101000370100000005000m0800000030000008   
0601ARC8d       20080101000375100000005000m0800000030000008   
0601ARC8d       20080101000380100000005000m0800000030000008   
0601ARC8d       20080101000385100000005000m0800000030000008   
0601ARC8d       20080101000390100000005000m0800000030000008   
0601ARC8d       20080101000395100000005000m0800000030000008   
0601ARC8d       20080101000400100000005000m0800000030000007   
0601ARC8d       20080101000405100000005000m0800000030000007   
0601ARC8d       20080101000410100000005000m0800000030000007   
0601ARC8d       20080101000415100000005000m0800000030000007   
0601ARC8d       20080101000420100000005000m0800000030000007   
0601ARC8d       20080101000425100000005000m0800000030000007   
0601ARC8d       20080101000430100000005000m0800000030000007   
0601ARC8d       20080101000435100000005000m0800000030000007   
0601ARC8d       20080101000440100000005000m0800000030000007   
0601ARC8d       20080101000445100000005000m0800000030000007   
0601ARC8d       20080101000450100000005000m0800000030000007   
0601ARC8d       20080101000455100000005000m0800000030000007   
0601ARC8d       20080101000460100000005000m0800000030000006   
0601ARC8d       20080101000465100000005000m0800000030000006   
0601ARC8d       20080101000470100000005000m0800000030000006   
0601ARC8d       20080101000475100000005000m0800000030000006   
0601ARC8d       20080101000480100000005000m0800000030000006   
0601ARC8d       20080101000485100000005000m0800000030000006   
0601ARC8d       20080101000490100000005000m0800000030000006   
0601ARC8d       20080101000495100000005000m0800000030000006   
0601ARC8d       20080101000500100000005000m0800000030000006   
0601ARC8d       20080101000505100000005000m0800000030000006   
0601ARC8d       20080101000510100000005000m0800000030000006   
0601ARC8d       20080101000515100000005000m0800000030000006   
0601ARC8d       20080101000520100000005000m0800000030000006   
0601ARC8d       20080101000525100000005000m0800000030000006   
0601ARC8d       20080101000530100000005000m0800000030000006   
0601ARC8d       20080101000535100000005000m0800000030000006   
0601ARC8d       20080101000540100000005000m0800000030000006   
0601ARC8d       20080101000545100000005000m0800000030000005   
0601ARC8d       20080101000550100000005000m0800000030000005   
0601ARC8d       20080101000555100000005000m0800000030000005   
0601ARC8d       20080101000560100000005000m0800000030000005   
0601ARC8d       20080101000565100000005000m0800000030000005   
0601ARC8d       20080101000570100000005000m0800000030000005   
0601ARC8d       20080101000575100000005000m0800000030000005   
0601ARC8d       20080101000580100000005000m0800000030000005   
0601ARC8d       20080101000585100000005000m0800000030000005   
0601ARC8d       20080101000590100000005000m0800000030000005   
0601ARC8d       20080101000595100000005000m0800000030000005   
0601ARC8d       20080101000600100000005000m0800000030000005   
0601ARC8d       20080101000605100000005000m0800000030000005   
0601ARC8d       20080101000610100000005000m0800000030000005   
0601ARC8d       20080101000615100000005000m0800000030000005   
0601ARC8d       20080101000620100000005000m0800000030000005   
0601ARC8d       20080101000625100000005000m0800000030000005   
0601ARC8d       20080101000630100000005000m0800000030000005   
0601ARC8d       20080101000635100000005000m0800000030000005   
0601ARC8d       20080101000640100000005000m0800000030000005   
0601ARC8d       20080101000645100000005000m0800000030000005   
0601ARC8d       20080101000650100000005000m0800000030000005   
0601ARC8d       20080101000655100000005000m0800000030000005   
0601ARC8d       20080101000660100000005000m0800000030000005   
0601ARC8d       20080101000665100000005000m0800000030000004   
0601ARC8d       20080101000670100000005000m0800000030000004   
0601ARC8d       20080101000675100000005000m0800000030000004   
0601ARC8d       20080101000680100000005000m0800000030000004   
0601ARC8d       20080101000685100000005000m0800000040000006   
0601ARC8d       20080101000690100000005000m0800000110000016   
0601ARC8d       20080101000695100000005000m0800000200000029   
0601ARC8d       20080101000700100000005000m0800000280000040   
0601ARC8d       20080101000705100000005000m0800000350000049   
0601ARC8d       20080101000710100000005000m0800000440000062   
0601ARC8d       20080101000715100000005000m0800000520000072   
0601ARC8d       20080101000720100000005000m0800000600000083   
0601ARC8d       20080101000725100000005000m0800000650000089   
0601ARC8d       20080101000730100000005000m0800000730000100   
0601ARC8d       20080101000735100000005000m0800000780000106   
0601ARC8d       20080101000740100000005000m0800000860000116   
0601ARC8d       20080101000745100000005000m0800000910000122   
0601ARC8d       20080101000750100000005000m0800000960000128   
0601ARC8d       20080101000755100000005000m0800001040000137   
0601ARC8d       20080101000760100000005000m0800001090000143   
0601ARC8d       20080101000765100000005000m0800001140000149   
0601ARC8d       20080101000770100000005000m0800001210000157   
0601ARC8d       20080101000775100000005000m0800001250000161   
0601ARC8d       20080101000780100000005000m0800001330000170   
0601ARC8d       20080101000785100000005000m0800001370000174   
0601ARC8d       20080101000790100000005000m0800001430000180   
0601ARC8d       20080101000795100000005000m0800001510000189   
0601ARC8d       20080101000800100000005000m0800001550000193   
0601ARC8d       20080101000805100000005000m0800001590000197   
0601ARC8d       20080101000810100000005000m0800001660000204   
0601ARC8d       20080101000815100000005000m0800001690000207   
0601ARC8d       20080101000820100000005000m0800001760000214   
0601ARC8d       20080101000825100000005000m0800001770000214   
0601ARC8d       20080101000830100000005000m0800001820000219   
0601ARC8d       20080101000835100000005000m0800001840000220   
0601ARC8d       20080101000840100000005000m0800001890000224   
0601ARC8d       20080101000845100000005000m0800001970000232   
0601ARC8d       20080101000850100000005000m0800002040000239   
0601ARC8d       20080101000855100000005000m0800002120000247   
0601ARC8d       20080101000860100000005000m0800002230000259   
0601ARC8d       20080101000865100000005000m0800002330000269   
0601ARC8d       20080101000870100000005000m0800002430000279   
0601ARC8d       20080101000875100000005000m0800002550000291   
0601ARC8d       20080101000880100000005000m0800002650000300   
0601ARC8d       20080101000885100000005000m0800002770000312   
0601ARC8d       20080101000890100000005000m0800002880000323   
0601ARC8d       20080101000895100000005000m0800002980000332   
0601ARC8d       20080101000900100000005000m0800003080000341   
0601ARC8d       20080101000905100000005000m0800003170000349   
0601ARC8d       20080101000910100000005000m0800003260000357   
0601ARC8d       20080101000915100000005000m0800003370000367   
0601ARC8d       20080101000920100000005000m0800003450000374   
0601ARC8d       20080101000925100000005000m0800003550000383   
0601ARC8d       20080101000930100000005000m0800003650000391   
0601ARC8d       20080101000935100000005000m0800003740000399   
0601ARC8d       20080101000940100000005000m0800003830000406   
0601ARC8d       20080101000945100000005000m0800003910000413   
0601ARC8d       20080101000950100000005000m0800003990000419   
0601ARC8d       20080101000955100000005000m0800004070000425   
0601ARC8d       20080101000960100000005000m0800004150000431   
0601ARC8d       20080101000965100000005000m0800004230000437   
0601ARC8d       20080101000970100000005000m0800004320000444   
0601ARC8d       20080101000975100000005000m0800004400000450   
0601ARC8d       20080101000980100000005000m0800004480000456   
0601ARC8d       20080101000985100000005000m0800004570000463   
0601ARC8d       20080101000990100000005000m0800004650000469   
0601ARC8d       20080101000995100000005000m0800004740000475   
0601ARC8d       20080101001000100000005000m0800004810000480   
0601ARC8d       20080101001005100000005000m0800004890000485   
0601ARC8d       20080101001010100000005000m0800005010000495   
0601ARC8d       20080101001015100000005000m0800005100000501   
0601ARC8d       20080101001020100000005000m0800005210000510   
0601ARC8d       20080101001025100000005000m0800005300000516   
0601ARC8d       20080101001030100000005000m0800005400000523   
0601ARC8d       20080101001035100000005000m0800005500000530   
0601ARC8d       20080101001040100000005000m0800005600000537   
0601ARC8d       20080101001045100000005000m0800005690000543   
0601ARC8d       20080101001050100000005000m0800005800000551   
0601ARC8d       20080101001055100000005000m0800005890000557   
0601ARC8d       20080101001060100000005000m0800005990000564   
0601ARC8d       20080101001065100000005000m0800006070000569   
0601ARC8d       20080101001070100000005000m0800006160000574   
0601ARC8d       20080101001075100000005000m0800006240000579   
0601ARC8d       20080101001080100000005000m0800006320000584   
0601ARC8d       20080101001085100000005000m0800006400000589   
0601ARC8d       20080101001090100000005000m0800006490000594   
0601ARC8d       20080101001095100000005000m0800006560000598   
0601ARC8d       20080101001100100000005000m0800006660000604   
0601ARC8d       20080101001105100000005000m0800006730000608   
0601ARC8d       20080101001110100000005000m0800006810000612   
0601ARC8d       20080101001115100000005000m0800006900000617   
0601ARC8d       20080101001120100000005000m0800006980000622   
0601ARC8d       20080101001125100000005000m0800007080000628   
0601ARC8d       20080101001130100000005000m0800007180000634   
0601ARC8d       20080101001135100000005000m0800007280000640   
0601ARC8d       20080101001140100000005000m0800007380000646   
0601ARC8d       20080101001145100000005000m0800007480000652   
0601ARC8d       20080101001150100000005000m0800007570000657   
0601ARC8d       20080101001155100000005000m0800007670000663   
0601ARC8d       20080101001160100000005000m0800007760000668   
0601ARC8d       20080101001165100000005000m0800007850000672   
0601ARC8d       20080101001170100000005000m0800007920000675   
0601ARC8d       20080101001175100000005000m0800008020000681   
0601ARC8d       20080101001180100000005000m0800008100000685   
0601ARC8d       20080101001185100000005000m0800008180000689   
0601ARC8d       20080101001190100000005000m0800008270000694   
0601ARC8d       20080101001195100000005000m0800008320000695   
0601ARC8d       20080101001200100000005000m0800008360000695   
0601ARC8d       20080101001205100000005000m0800008440000699   
0601ARC8d       20080101001210100000005000m0800008480000699   
0601ARC8d       20080101001215100000005000m0800008520000700   
0601ARC8d       20080101001220100000005000m0800008580000702   
0601ARC8d       20080101001225100000005000m0800008680000707   
0601ARC8d       20080101001230100000005000m0800008780000712   
0601ARC8d       20080101001235100000005000m0800008900000719   
0601ARC8d       20080101001240100000005000m0800009010000725   
0601ARC8d       20080101001245100000005000m0800009120000731   
0601ARC8d       20080101001250100000005000m0800009220000736   
0601ARC8d       20080101001255100000005000m0800009320000741   
0601ARC8d       20080101001260100000005000m0800009430000747   
0601ARC8d       20080101001265100000005000m0800009510000750   
0601ARC8d       20080101001270100000005000m0800009600000754   
0601ARC8d       20080101001275100000005000m0800009710000760   
0601ARC8d       20080101001280100000005000m0800009800000764   
0601ARC8d       20080101001285100000005000m0800009910000770   
0601ARC8d       20080101001290100000005000m0800010030000776   
0601ARC8d       20080101001295100000005000m0800010120000780   
0601ARC8d       20080101001300100000005000m0800010230000785   
0601ARC8d       20080101001305100000005000m0800010310000789   
0601ARC8d       20080101001310100000005000m0800010430000795   
0601ARC8d       20080101001315100000005000m0800010520000798   
0601ARC8d       20080101001320100000005000m0800010640000805   
0601ARC8d       20080101001325100000005000m0800010740000809   
0601ARC8d       20080101001330100000005000m0800010840000814   
0601ARC8d       20080101001335100000005000m0800010950000819   
0601ARC8d       20080101001340100000005000m0800011070000825   
0601ARC8d       20080101001345100000005000m0800011150000827   
0601ARC8d       20080101001350100000005000m0800011270000833   
0601ARC8d       20080101001355100000005000m0800011360000837   
0601ARC8d       20080101001360100000005000m0800011460000841   
0601ARC8d       20080101001365100000005000m0800011540000844   
0601ARC8d       20080101001370100000005000m0800011650000849   
0601ARC8d       20080101001375100000005000m0800011770000854   
0601ARC8d       20080101001380100000005000m0800011880000859   
0601ARC8d       20080101001385100000005000m0800011990000864   
0601ARC8d       20080101001390100000005000m0800012090000868   
0601ARC8d       20080101001395100000005000m0800012170000871   
0601ARC8d       20080101001400100000005000m0800012280000876   
0601ARC8d       20080101001405100000005000m0800012370000879   
0601ARC8d       20080101001410100000005000m0800012460000882   
0601ARC8d       20080101001415100000005000m0800012530000884   
0601ARC8d       20080101001420100000005000m0800012650000889   
0601ARC8d       20080101001425100000005000m0800012740000892   
0601ARC8d       20080101001430100000005000m0800012820000895   
0601ARC8d       20080101001435100000005000m0800012900000897   
0601ARC8d       20080101001440100000005000m0800012990000901   
0601ARC8d       20080101001445100000005000m0800013070000903   
0601ARC8d       20080101001450100000005000m0800013170000907   
0601ARC8d       20080101001455100000005000m0800013270000910   
0601ARC8d       20080101001460100000005000m0800013370000914   
0601ARC8d       20080101001465100000005000m0800013500000920   
0601ARC8d       20080101001470100000005000m0800013610000924   
0601ARC8d       20080101001475100000005000m0800013740000930   
0601ARC8d       20080101001480100000005000m0800013840000934   
0601ARC8d       20080101001485100000005000m0800013980000940   
0601ARC8d       20080101001490100000010000m0800000000000944   
0601ARC8d       20080101001500100000500000m0800000000001227   
0601ARC8d       20080101002000100000500000m0800000000001604   
0601ARC8d       20080101002500100007499900m0800000000001752   
0601ARC9d       20080101000000100000115000m0900000030000027   
0601ARC9d       20080101000115100000005000m0900000030000026   
0601ARC9d       20080101000120100000005000m0900000030000024   
0601ARC9d       20080101000125100000005000m0900000030000024   
0601ARC9d       20080101000130100000005000m0900000030000023   
0601ARC9d       20080101000135100000005000m0900000030000022   
0601ARC9d       20080101000140100000005000m0900000030000021   
0601ARC9d       20080101000145100000005000m0900000030000020   
0601ARC9d       20080101000150100000005000m0900000030000020   
0601ARC9d       20080101000155100000005000m0900000030000019   
0601ARC9d       20080101000160100000005000m0900000030000018   
0601ARC9d       20080101000165100000005000m0900000030000018   
0601ARC9d       20080101000170100000005000m0900000030000017   
0601ARC9d       20080101000175100000005000m0900000030000017   
0601ARC9d       20080101000180100000005000m0900000030000016   
0601ARC9d       20080101000185100000005000m0900000030000016   
0601ARC9d       20080101000190100000005000m0900000030000016   
0601ARC9d       20080101000195100000005000m0900000030000015   
0601ARC9d       20080101000200100000005000m0900000030000015   
0601ARC9d       20080101000205100000005000m0900000030000014   
0601ARC9d       20080101000210100000005000m0900000030000014   
0601ARC9d       20080101000215100000005000m0900000030000014   
0601ARC9d       20080101000220100000005000m0900000030000013   
0601ARC9d       20080101000225100000005000m0900000030000013   
0601ARC9d       20080101000230100000005000m0900000030000013   
0601ARC9d       20080101000235100000005000m0900000030000013   
0601ARC9d       20080101000240100000005000m0900000030000012   
0601ARC9d       20080101000245100000005000m0900000030000012   
0601ARC9d       20080101000250100000005000m0900000030000012   
0601ARC9d       20080101000255100000005000m0900000030000012   
0601ARC9d       20080101000260100000005000m0900000030000011   
0601ARC9d       20080101000265100000005000m0900000030000011   
0601ARC9d       20080101000270100000005000m0900000030000011   
0601ARC9d       20080101000275100000005000m0900000030000011   
0601ARC9d       20080101000280100000005000m0900000030000011   
0601ARC9d       20080101000285100000005000m0900000030000010   
0601ARC9d       20080101000290100000005000m0900000030000010   
0601ARC9d       20080101000295100000005000m0900000030000010   
0601ARC9d       20080101000300100000005000m0900000030000010   
0601ARC9d       20080101000305100000005000m0900000030000010   
0601ARC9d       20080101000310100000005000m0900000030000010   
0601ARC9d       20080101000315100000005000m0900000030000009   
0601ARC9d       20080101000320100000005000m0900000030000009   
0601ARC9d       20080101000325100000005000m0900000030000009   
0601ARC9d       20080101000330100000005000m0900000030000009   
0601ARC9d       20080101000335100000005000m0900000030000009   
0601ARC9d       20080101000340100000005000m0900000030000009   
0601ARC9d       20080101000345100000005000m0900000030000009   
0601ARC9d       20080101000350100000005000m0900000030000009   
0601ARC9d       20080101000355100000005000m0900000030000008   
0601ARC9d       20080101000360100000005000m0900000030000008   
0601ARC9d       20080101000365100000005000m0900000030000008   
0601ARC9d       20080101000370100000005000m0900000030000008   
0601ARC9d       20080101000375100000005000m0900000030000008   
0601ARC9d       20080101000380100000005000m0900000030000008   
0601ARC9d       20080101000385100000005000m0900000030000008   
0601ARC9d       20080101000390100000005000m0900000030000008   
0601ARC9d       20080101000395100000005000m0900000030000008   
0601ARC9d       20080101000400100000005000m0900000030000007   
0601ARC9d       20080101000405100000005000m0900000030000007   
0601ARC9d       20080101000410100000005000m0900000030000007   
0601ARC9d       20080101000415100000005000m0900000030000007   
0601ARC9d       20080101000420100000005000m0900000030000007   
0601ARC9d       20080101000425100000005000m0900000030000007   
0601ARC9d       20080101000430100000005000m0900000030000007   
0601ARC9d       20080101000435100000005000m0900000030000007   
0601ARC9d       20080101000440100000005000m0900000030000007   
0601ARC9d       20080101000445100000005000m0900000030000007   
0601ARC9d       20080101000450100000005000m0900000030000007   
0601ARC9d       20080101000455100000005000m0900000030000007   
0601ARC9d       20080101000460100000005000m0900000030000006   
0601ARC9d       20080101000465100000005000m0900000030000006   
0601ARC9d       20080101000470100000005000m0900000030000006   
0601ARC9d       20080101000475100000005000m0900000030000006   
0601ARC9d       20080101000480100000005000m0900000030000006   
0601ARC9d       20080101000485100000005000m0900000030000006   
0601ARC9d       20080101000490100000005000m0900000030000006   
0601ARC9d       20080101000495100000005000m0900000030000006   
0601ARC9d       20080101000500100000005000m0900000030000006   
0601ARC9d       20080101000505100000005000m0900000030000006   
0601ARC9d       20080101000510100000005000m0900000030000006   
0601ARC9d       20080101000515100000005000m0900000030000006   
0601ARC9d       20080101000520100000005000m0900000030000006   
0601ARC9d       20080101000525100000005000m0900000030000006   
0601ARC9d       20080101000530100000005000m0900000030000006   
0601ARC9d       20080101000535100000005000m0900000030000006   
0601ARC9d       20080101000540100000005000m0900000030000006   
0601ARC9d       20080101000545100000005000m0900000030000005   
0601ARC9d       20080101000550100000005000m0900000030000005   
0601ARC9d       20080101000555100000005000m0900000030000005   
0601ARC9d       20080101000560100000005000m0900000030000005   
0601ARC9d       20080101000565100000005000m0900000030000005   
0601ARC9d       20080101000570100000005000m0900000030000005   
0601ARC9d       20080101000575100000005000m0900000030000005   
0601ARC9d       20080101000580100000005000m0900000030000005   
0601ARC9d       20080101000585100000005000m0900000030000005   
0601ARC9d       20080101000590100000005000m0900000030000005   
0601ARC9d       20080101000595100000005000m0900000030000005   
0601ARC9d       20080101000600100000005000m0900000030000005   
0601ARC9d       20080101000605100000005000m0900000030000005   
0601ARC9d       20080101000610100000005000m0900000030000005   
0601ARC9d       20080101000615100000005000m0900000030000005   
0601ARC9d       20080101000620100000005000m0900000030000005   
0601ARC9d       20080101000625100000005000m0900000030000005   
0601ARC9d       20080101000630100000005000m0900000030000005   
0601ARC9d       20080101000635100000005000m0900000030000005   
0601ARC9d       20080101000640100000005000m0900000030000005   
0601ARC9d       20080101000645100000005000m0900000030000005   
0601ARC9d       20080101000650100000005000m0900000030000005   
0601ARC9d       20080101000655100000005000m0900000030000005   
0601ARC9d       20080101000660100000005000m0900000030000005   
0601ARC9d       20080101000665100000005000m0900000030000004   
0601ARC9d       20080101000670100000005000m0900000030000004   
0601ARC9d       20080101000675100000005000m0900000030000004   
0601ARC9d       20080101000680100000005000m0900000030000004   
0601ARC9d       20080101000685100000005000m0900000030000004   
0601ARC9d       20080101000690100000005000m0900000030000004   
0601ARC9d       20080101000695100000005000m0900000030000004   
0601ARC9d       20080101000700100000005000m0900000030000004   
0601ARC9d       20080101000705100000005000m0900000030000004   
0601ARC9d       20080101000710100000005000m0900000030000004   
0601ARC9d       20080101000715100000005000m0900000030000004   
0601ARC9d       20080101000720100000005000m0900000030000004   
0601ARC9d       20080101000725100000005000m0900000030000004   
0601ARC9d       20080101000730100000005000m0900000030000004   
0601ARC9d       20080101000735100000005000m0900000030000004   
0601ARC9d       20080101000740100000005000m0900000030000004   
0601ARC9d       20080101000745100000005000m0900000030000004   
0601ARC9d       20080101000750100000005000m0900000030000004   
0601ARC9d       20080101000755100000005000m0900000080000011   
0601ARC9d       20080101000760100000005000m0900000120000016   
0601ARC9d       20080101000765100000005000m0900000160000021   
0601ARC9d       20080101000770100000005000m0900000230000030   
0601ARC9d       20080101000775100000005000m0900000260000033   
0601ARC9d       20080101000780100000005000m0900000330000042   
0601ARC9d       20080101000785100000005000m0900000360000046   
0601ARC9d       20080101000790100000005000m0900000410000052   
0601ARC9d       20080101000795100000005000m0900000490000061   
0601ARC9d       20080101000800100000005000m0900000510000064   
0601ARC9d       20080101000805100000005000m0900000540000067   
0601ARC9d       20080101000810100000005000m0900000610000075   
0601ARC9d       20080101000815100000005000m0900000620000076   
0601ARC9d       20080101000820100000005000m0900000690000084   
0601ARC9d       20080101000825100000005000m0900000700000084   
0601ARC9d       20080101000830100000005000m0900000710000085   
0601ARC9d       20080101000835100000005000m0900000710000085   
0601ARC9d       20080101000840100000005000m0900000750000089   
0601ARC9d       20080101000845100000005000m0900000820000097   
0601ARC9d       20080101000850100000005000m0900000880000103   
0601ARC9d       20080101000855100000005000m0900000960000112   
0601ARC9d       20080101000860100000005000m0900001070000124   
0601ARC9d       20080101000865100000005000m0900001170000135   
0601ARC9d       20080101000870100000005000m0900001280000147   
0601ARC9d       20080101000875100000005000m0900001410000161   
0601ARC9d       20080101000880100000005000m0900001510000171   
0601ARC9d       20080101000885100000005000m0900001630000184   
0601ARC9d       20080101000890100000005000m0900001740000195   
0601ARC9d       20080101000895100000005000m0900001840000205   
0601ARC9d       20080101000900100000005000m0900001950000216   
0601ARC9d       20080101000905100000005000m0900002040000225   
0601ARC9d       20080101000910100000005000m0900002130000233   
0601ARC9d       20080101000915100000005000m0900002230000243   
0601ARC9d       20080101000920100000005000m0900002320000251   
0601ARC9d       20080101000925100000005000m0900002420000261   
0601ARC9d       20080101000930100000005000m0900002510000269   
0601ARC9d       20080101000935100000005000m0900002610000278   
0601ARC9d       20080101000940100000005000m0900002690000285   
0601ARC9d       20080101000945100000005000m0900002770000292   
0601ARC9d       20080101000950100000005000m0900002840000298   
0601ARC9d       20080101000955100000005000m0900002930000306   
0601ARC9d       20080101000960100000005000m0900003000000312   
0601ARC9d       20080101000965100000005000m0900003080000318   
0601ARC9d       20080101000970100000005000m0900003160000325   
0601ARC9d       20080101000975100000005000m0900003240000331   
0601ARC9d       20080101000980100000005000m0900003310000337   
0601ARC9d       20080101000985100000005000m0900003390000343   
0601ARC9d       20080101000990100000005000m0900003470000350   
0601ARC9d       20080101000995100000005000m0900003560000357   
0601ARC9d       20080101001000100000005000m0900003630000362   
0601ARC9d       20080101001005100000005000m0900003710000368   
0601ARC9d       20080101001010100000005000m0900003820000377   
0601ARC9d       20080101001015100000005000m0900003910000384   
0601ARC9d       20080101001020100000005000m0900004020000393   
0601ARC9d       20080101001025100000005000m0900004110000400   
0601ARC9d       20080101001030100000005000m0900004210000408   
0601ARC9d       20080101001035100000005000m0900004310000415   
0601ARC9d       20080101001040100000005000m0900004410000423   
0601ARC9d       20080101001045100000005000m0900004500000430   
0601ARC9d       20080101001050100000005000m0900004610000438   
0601ARC9d       20080101001055100000005000m0900004700000444   
0601ARC9d       20080101001060100000005000m0900004800000452   
0601ARC9d       20080101001065100000005000m0900004870000456   
0601ARC9d       20080101001070100000005000m0900004960000462   
0601ARC9d       20080101001075100000005000m0900005030000467   
0601ARC9d       20080101001080100000005000m0900005110000472   
0601ARC9d       20080101001085100000005000m0900005190000477   
0601ARC9d       20080101001090100000005000m0900005270000482   
0601ARC9d       20080101001095100000005000m0900005340000487   
0601ARC9d       20080101001100100000005000m0900005430000493   
0601ARC9d       20080101001105100000005000m0900005500000497   
0601ARC9d       20080101001110100000005000m0900005580000502   
0601ARC9d       20080101001115100000005000m0900005660000506   
0601ARC9d       20080101001120100000005000m0900005730000510   
0601ARC9d       20080101001125100000005000m0900005830000517   
0601ARC9d       20080101001130100000005000m0900005940000525   
0601ARC9d       20080101001135100000005000m0900006040000531   
0601ARC9d       20080101001140100000005000m0900006130000537   
0601ARC9d       20080101001145100000005000m0900006230000543   
0601ARC9d       20080101001150100000005000m0900006330000549   
0601ARC9d       20080101001155100000005000m0900006430000556   
0601ARC9d       20080101001160100000005000m0900006520000561   
0601ARC9d       20080101001165100000005000m0900006590000564   
0601ARC9d       20080101001170100000005000m0900006660000568   
0601ARC9d       20080101001175100000005000m0900006760000574   
0601ARC9d       20080101001180100000005000m0900006830000578   
0601ARC9d       20080101001185100000005000m0900006910000582   
0601ARC9d       20080101001190100000005000m0900006990000586   
0601ARC9d       20080101001195100000005000m0900007030000587   
0601ARC9d       20080101001200100000005000m0900007050000586   
0601ARC9d       20080101001205100000005000m0900007120000590   
0601ARC9d       20080101001210100000005000m0900007150000590   
0601ARC9d       20080101001215100000005000m0900007170000589   
0601ARC9d       20080101001220100000005000m0900007220000591   
0601ARC9d       20080101001225100000005000m0900007310000596   
0601ARC9d       20080101001230100000005000m0900007410000601   
0601ARC9d       20080101001235100000005000m0900007530000608   
0601ARC9d       20080101001240100000005000m0900007630000614   
0601ARC9d       20080101001245100000005000m0900007750000621   
0601ARC9d       20080101001250100000005000m0900007840000626   
0601ARC9d       20080101001255100000005000m0900007940000631   
0601ARC9d       20080101001260100000005000m0900008040000637   
0601ARC9d       20080101001265100000005000m0900008110000640   
0601ARC9d       20080101001270100000005000m0900008210000645   
0601ARC9d       20080101001275100000005000m0900008300000650   
0601ARC9d       20080101001280100000005000m0900008400000655   
0601ARC9d       20080101001285100000005000m0900008500000660   
0601ARC9d       20080101001290100000005000m0900008620000667   
0601ARC9d       20080101001295100000005000m0900008710000671   
0601ARC9d       20080101001300100000005000m0900008800000676   
0601ARC9d       20080101001305100000005000m0900008880000679   
0601ARC9d       20080101001310100000005000m0900009000000686   
0601ARC9d       20080101001315100000005000m0900009090000690   
0601ARC9d       20080101001320100000005000m0900009190000695   
0601ARC9d       20080101001325100000005000m0900009290000700   
0601ARC9d       20080101001330100000005000m0900009390000705   
0601ARC9d       20080101001335100000005000m0900009500000710   
0601ARC9d       20080101001340100000005000m0900009620000717   
0601ARC9d       20080101001345100000005000m0900009690000719   
0601ARC9d       20080101001350100000005000m0900009800000725   
0601ARC9d       20080101001355100000005000m0900009890000729   
0601ARC9d       20080101001360100000005000m0900009980000732   
0601ARC9d       20080101001365100000005000m0900010050000735   
0601ARC9d       20080101001370100000005000m0900010150000740   
0601ARC9d       20080101001375100000005000m0900010270000746   
0601ARC9d       20080101001380100000005000m0900010380000751   
0601ARC9d       20080101001385100000005000m0900010480000755   
0601ARC9d       20080101001390100000005000m0900010570000759   
0601ARC9d       20080101001395100000005000m0900010650000762   
0601ARC9d       20080101001400100000005000m0900010750000766   
0601ARC9d       20080101001405100000005000m0900010820000769   
0601ARC9d       20080101001410100000005000m0900010900000772   
0601ARC9d       20080101001415100000005000m0900010960000773   
0601ARC9d       20080101001420100000005000m0900011070000778   
0601ARC9d       20080101001425100000005000m0900011150000781   
0601ARC9d       20080101001430100000005000m0900011220000783   
0601ARC9d       20080101001435100000005000m0900011270000784   
0601ARC9d       20080101001440100000005000m0900011350000787   
0601ARC9d       20080101001445100000005000m0900011420000789   
0601ARC9d       20080101001450100000005000m0900011500000792   
0601ARC9d       20080101001455100000005000m0900011600000796   
0601ARC9d       20080101001460100000005000m0900011690000799   
0601ARC9d       20080101001465100000005000m0900011810000805   
0601ARC9d       20080101001470100000005000m0900011910000809   
0601ARC9d       20080101001475100000005000m0900012040000815   
0601ARC9d       20080101001480100000005000m0900012140000819   
0601ARC9d       20080101001485100000005000m0900012260000824   
0601ARC9d       20080101001490100000010000m0900000000000829   
0601ARC9d       20080101001500100000500000m0900000000001130   
0601ARC9d       20080101002000100000500000m0900000000001528   
0601ARC9d       20080101002500100007499900m0900000000001685   
0601ARC0d       20080101000000100000115000w0000000030000027   
0601ARC0d       20080101000115100000005000w0000000030000026   
0601ARC0d       20080101000120100000005000w0000000060000049   
0601ARC0d       20080101000125100000005000w0000000100000078   
0601ARC0d       20080101000130100000005000w0000000140000106   
0601ARC0d       20080101000135100000005000w0000000180000131   
0601ARC0d       20080101000140100000005000w0000000220000154   
0601ARC0d       20080101000145100000005000w0000000270000183   
0601ARC0d       20080101000150100000005000w0000000320000210   
0601ARC0d       20080101000155100000005000w0000000370000235   
0601ARC0d       20080101000160100000005000w0000000420000258   
0601ARC0d       20080101000165100000005000w0000000480000287   
0601ARC0d       20080101000170100000005000w0000000530000307   
0601ARC0d       20080101000175100000005000w0000000580000327   
0601ARC0d       20080101000180100000005000w0000000630000345   
0601ARC0d       20080101000185100000005000w0000000690000368   
0601ARC0d       20080101000190100000005000w0000000760000395   
0601ARC0d       20080101000195100000005000w0000000820000415   
0601ARC0d       20080101000200100000005000w0000000880000435   
0601ARC0d       20080101000205100000005000w0000000940000453   
0601ARC0d       20080101000210100000005000w0000001010000475   
0601ARC0d       20080101000215100000005000w0000001080000497   
0601ARC0d       20080101000220100000005000w0000001140000512   
