00BL               20081110                                                                                   
0601BLC4+       20090101001940100000005000m0400036480001878   
0601BLC4+       20090101001945100000005000m0400036650001882   
0601BLC4+       20090101001950100000005000m0400036830001886   
0601BLC4+       20090101001955100000005000m0400037000001890   
0601BLC4+       20090101001960100000005000m0400037170001894   
0601BLC4+       20090101001965100000005000m0400037360001899   
0601BLC4+       20090101001970100000005000m0400037530001903   
0601BLC4+       20090101001975100000005000m0400037710001907   
0601BLC4+       20090101001980100000005000m0400037880001911   
0601BLC4+       20090101001985100000005000m0400038050001914   
0601BLC4+       20090101001990100000005000m0400038240001919   
0601BLC4+       20090101001995100000005000m0400038410001923   
0601BLC4+       20090101002000100000500000m0400000000002103   
0601BLC4+       20090101002500100000500000m0400000000002379   
0601BLC4+       20090101003000100007000000m0400000000003204   
0601BLC5+       20090101000000100000120000m0500000000000000   
0601BLC5+       20090101000120100000005000m0500000000000000   
0601BLC5+       20090101000125100000005000m0500000000000000   
0601BLC5+       20090101000130100000005000m0500000010000008   
0601BLC5+       20090101000135100000005000m0500000010000007   
0601BLC5+       20090101000140100000005000m0500000010000007   
0601BLC5+       20090101000145100000005000m0500000010000007   
0601BLC5+       20090101000150100000005000m0500000010000007   
0601BLC5+       20090101000155100000005000m0500000020000013   
0601BLC5+       20090101000160100000005000m0500000020000012   
0601BLC5+       20090101000165100000005000m0500000020000012   
0601BLC5+       20090101000170100000005000m0500000020000012   
0601BLC5+       20090101000175100000005000m0500000030000017   
0601BLC5+       20090101000180100000005000m0500000030000016   
0601BLC5+       20090101000185100000005000m0500000030000016   
0601BLC5+       20090101000190100000005000m0500000030000016   
0601BLC5+       20090101000195100000005000m0500000030000015   
0601BLC5+       20090101000200100000005000m0500000040000020   
0601BLC5+       20090101000205100000005000m0500000040000019   
0601BLC5+       20090101000210100000005000m0500000040000019   
0601BLC5+       20090101000215100000005000m0500000040000018   
0601BLC5+       20090101000220100000005000m0500000040000018   
0601BLC5+       20090101000225100000005000m0500000050000022   
0601BLC5+       20090101000230100000005000m0500000050000022   
0601BLC5+       20090101000235100000005000m0500000050000021   
0601BLC5+       20090101000240100000005000m0500000050000021   
0601BLC5+       20090101000245100000005000m0500000060000024   
0601BLC5+       20090101000250100000005000m0500000060000024   
0601BLC5+       20090101000255100000005000m0500000060000023   
0601BLC5+       20090101000260100000005000m0500000060000023   
0601BLC5+       20090101000265100000005000m0500000060000022   
0601BLC5+       20090101000270100000005000m0500000070000026   
0601BLC5+       20090101000275100000005000m0500000070000025   
0601BLC5+       20090101000280100000005000m0500000070000025   
0601BLC5+       20090101000285100000005000m0500000070000024   
0601BLC5+       20090101000290100000005000m0500000070000024   
0601BLC5+       20090101000295100000005000m0500000080000027   
0601BLC5+       20090101000300100000005000m0500000080000026   
0601BLC5+       20090101000305100000005000m0500000080000026   
0601BLC5+       20090101000310100000005000m0500000080000026   
0601BLC5+       20090101000315100000005000m0500000090000028   
0601BLC5+       20090101000320100000005000m0500000090000028   
0601BLC5+       20090101000325100000005000m0500000090000027   
0601BLC5+       20090101000330100000005000m0500000090000027   
0601BLC5+       20090101000335100000005000m0500000090000027   
0601BLC5+       20090101000340100000005000m0500000100000029   
0601BLC5+       20090101000345100000005000m0500000100000029   
0601BLC5+       20090101000350100000005000m0500000100000028   
0601BLC5+       20090101000355100000005000m0500000100000028   
0601BLC5+       20090101000360100000005000m0500000110000030   
0601BLC5+       20090101000365100000005000m0500000110000030   
0601BLC5+       20090101000370100000005000m0500000110000030   
0601BLC5+       20090101000375100000005000m0500000110000029   
0601BLC5+       20090101000380100000005000m0500000110000029   
0601BLC5+       20090101000385100000005000m0500000120000031   
0601BLC5+       20090101000390100000005000m0500000120000031   
0601BLC5+       20090101000395100000005000m0500000120000030   
0601BLC5+       20090101000400100000005000m0500000120000030   
0601BLC5+       20090101000405100000005000m0500000130000032   
0601BLC5+       20090101000410100000005000m0500000130000032   
0601BLC5+       20090101000415100000005000m0500000130000031   
0601BLC5+       20090101000420100000005000m0500000130000031   
0601BLC5+       20090101000425100000005000m0500000130000030   
0601BLC5+       20090101000430100000005000m0500000140000032   
0601BLC5+       20090101000435100000005000m0500000140000032   
0601BLC5+       20090101000440100000005000m0500000140000032   
0601BLC5+       20090101000445100000005000m0500000140000031   
0601BLC5+       20090101000450100000005000m0500000150000033   
0601BLC5+       20090101000455100000005000m0500000150000033   
0601BLC5+       20090101000460100000005000m0500000150000032   
0601BLC5+       20090101000465100000005000m0500000150000032   
0601BLC5+       20090101000470100000005000m0500000150000032   
0601BLC5+       20090101000475100000005000m0500000160000034   
0601BLC5+       20090101000480100000005000m0500000160000033   
0601BLC5+       20090101000485100000005000m0500000160000033   
0601BLC5+       20090101000490100000005000m0500000160000032   
0601BLC5+       20090101000495100000005000m0500000170000034   
0601BLC5+       20090101000500100000005000m0500000170000034   
0601BLC5+       20090101000505100000005000m0500000170000033   
0601BLC5+       20090101000510100000005000m0500000170000033   
0601BLC5+       20090101000515100000005000m0500000170000033   
0601BLC5+       20090101000520100000005000m0500000180000034   
0601BLC5+       20090101000525100000005000m0500000180000034   
0601BLC5+       20090101000530100000005000m0500000180000034   
0601BLC5+       20090101000535100000005000m0500000180000033   
0601BLC5+       20090101000540100000005000m0500000180000033   
0601BLC5+       20090101000545100000005000m0500000190000035   
0601BLC5+       20090101000550100000005000m0500000190000034   
0601BLC5+       20090101000555100000005000m0500000190000034   
0601BLC5+       20090101000560100000005000m0500000190000034   
0601BLC5+       20090101000565100000005000m0500000200000035   
0601BLC5+       20090101000570100000005000m0500000200000035   
0601BLC5+       20090101000575100000005000m0500000200000035   
0601BLC5+       20090101000580100000005000m0500000200000034   
0601BLC5+       20090101000585100000005000m0500000200000034   
0601BLC5+       20090101000590100000005000m0500000210000035   
0601BLC5+       20090101000595100000005000m0500000210000035   
0601BLC5+       20090101000600100000005000m0500000210000035   
0601BLC5+       20090101000605100000005000m0500000210000035   
0601BLC5+       20090101000610100000005000m0500000210000034   
0601BLC5+       20090101000615100000005000m0500000220000036   
0601BLC5+       20090101000620100000005000m0500000220000035   
0601BLC5+       20090101000625100000005000m0500000220000035   
0601BLC5+       20090101000630100000005000m0500000220000035   
0601BLC5+       20090101000635100000005000m0500000220000035   
0601BLC5+       20090101000640100000005000m0500000220000034   
0601BLC5+       20090101000645100000005000m0500000220000034   
0601BLC5+       20090101000650100000005000m0500000230000035   
0601BLC5+       20090101000655100000005000m0500000260000040   
0601BLC5+       20090101000660100000005000m0500000340000051   
0601BLC5+       20090101000665100000005000m0500000420000063   
0601BLC5+       20090101000670100000005000m0500000500000074   
0601BLC5+       20090101000675100000005000m0500000580000086   
0601BLC5+       20090101000680100000005000m0500000660000097   
0601BLC5+       20090101000685100000005000m0500000740000108   
0601BLC5+       20090101000690100000005000m0500000820000118   
0601BLC5+       20090101000695100000005000m0500000900000129   
0601BLC5+       20090101000700100000005000m0500000980000140   
0601BLC5+       20090101000705100000005000m0500001060000150   
0601BLC5+       20090101000710100000005000m0500001140000160   
0601BLC5+       20090101000715100000005000m0500001220000170   
0601BLC5+       20090101000720100000005000m0500001300000180   
0601BLC5+       20090101000725100000005000m0500001390000191   
0601BLC5+       20090101000730100000005000m0500001470000201   
0601BLC5+       20090101000735100000005000m0500001550000210   
0601BLC5+       20090101000740100000005000m0500001640000221   
0601BLC5+       20090101000745100000005000m0500001720000230   
0601BLC5+       20090101000750100000005000m0500001800000239   
0601BLC5+       20090101000755100000005000m0500001890000250   
0601BLC5+       20090101000760100000005000m0500001970000258   
0601BLC5+       20090101000765100000005000m0500002060000268   
0601BLC5+       20090101000770100000005000m0500002140000277   
0601BLC5+       20090101000775100000005000m0500002230000287   
0601BLC5+       20090101000780100000005000m0500002310000295   
0601BLC5+       20090101000785100000005000m0500002400000305   
0601BLC5+       20090101000790100000005000m0500002480000313   
0601BLC5+       20090101000795100000005000m0500002570000322   
0601BLC5+       20090101000800100000005000m0500002660000331   
0601BLC5+       20090101000805100000005000m0500002740000339   
0601BLC5+       20090101000810100000005000m0500002830000348   
0601BLC5+       20090101000815100000005000m0500002920000357   
0601BLC5+       20090101000820100000005000m0500003000000365   
0601BLC5+       20090101000825100000005000m0500003090000373   
0601BLC5+       20090101000830100000005000m0500003180000382   
0601BLC5+       20090101000835100000005000m0500003270000390   
0601BLC5+       20090101000840100000005000m0500003360000399   
0601BLC5+       20090101000845100000005000m0500003460000408   
0601BLC5+       20090101000850100000005000m0500003550000416   
0601BLC5+       20090101000855100000005000m0500003650000426   
0601BLC5+       20090101000860100000005000m0500003740000434   
0601BLC5+       20090101000865100000005000m0500003840000443   
0601BLC5+       20090101000870100000005000m0500003940000452   
0601BLC5+       20090101000875100000005000m0500004050000462   
0601BLC5+       20090101000880100000005000m0500004150000470   
0601BLC5+       20090101000885100000005000m0500004250000479   
0601BLC5+       20090101000890100000005000m0500004350000487   
0601BLC5+       20090101000895100000005000m0500004450000496   
0601BLC5+       20090101000900100000005000m0500004550000504   
0601BLC5+       20090101000905100000005000m0500004660000513   
0601BLC5+       20090101000910100000005000m0500004760000522   
0601BLC5+       20090101000915100000005000m0500004860000530   
0601BLC5+       20090101000920100000005000m0500004960000538   
0601BLC5+       20090101000925100000005000m0500005070000547   
0601BLC5+       20090101000930100000005000m0500005170000554   
0601BLC5+       20090101000935100000005000m0500005270000562   
0601BLC5+       20090101000940100000005000m0500005380000571   
0601BLC5+       20090101000945100000005000m0500005480000578   
0601BLC5+       20090101000950100000005000m0500005580000586   
0601BLC5+       20090101000955100000005000m0500005690000594   
0601BLC5+       20090101000960100000005000m0500005790000602   
0601BLC5+       20090101000965100000005000m0500005900000610   
0601BLC5+       20090101000970100000005000m0500006000000617   
0601BLC5+       20090101000975100000005000m0500006110000625   
0601BLC5+       20090101000980100000005000m0500006210000632   
0601BLC5+       20090101000985100000005000m0500006320000640   
0601BLC5+       20090101000990100000005000m0500006420000647   
0601BLC5+       20090101000995100000005000m0500006530000655   
0601BLC5+       20090101001000100000005000m0500006630000661   
0601BLC5+       20090101001005100000005000m0500006740000669   
0601BLC5+       20090101001010100000005000m0500006850000677   
0601BLC5+       20090101001015100000005000m0500006960000684   
0601BLC5+       20090101001020100000005000m0500007070000691   
0601BLC5+       20090101001025100000005000m0500007180000699   
0601BLC5+       20090101001030100000005000m0500007290000706   
0601BLC5+       20090101001035100000005000m0500007400000713   
0601BLC5+       20090101001040100000005000m0500007520000721   
0601BLC5+       20090101001045100000005000m0500007630000728   
0601BLC5+       20090101001050100000005000m0500007740000735   
0601BLC5+       20090101001055100000005000m0500007850000742   
0601BLC5+       20090101001060100000005000m0500007970000750   
0601BLC5+       20090101001065100000005000m0500008080000757   
0601BLC5+       20090101001070100000005000m0500008200000765   
0601BLC5+       20090101001075100000005000m0500008310000771   
0601BLC5+       20090101001080100000005000m0500008430000779   
0601BLC5+       20090101001085100000005000m0500008540000785   
0601BLC5+       20090101001090100000005000m0500008660000793   
0601BLC5+       20090101001095100000005000m0500008770000799   
0601BLC5+       20090101001100100000005000m0500008890000806   
0601BLC5+       20090101001105100000005000m0500009010000814   
0601BLC5+       20090101001110100000005000m0500009120000820   
0601BLC5+       20090101001115100000005000m0500009230000826   
0601BLC5+       20090101001120100000005000m0500009350000833   
0601BLC5+       20090101001125100000005000m0500009470000840   
0601BLC5+       20090101001130100000005000m0500009590000847   
0601BLC5+       20090101001135100000005000m0500009710000854   
0601BLC5+       20090101001140100000005000m0500009830000860   
0601BLC5+       20090101001145100000005000m0500009950000867   
0601BLC5+       20090101001150100000005000m0500010070000874   
0601BLC5+       20090101001155100000005000m0500010190000880   
0601BLC5+       20090101001160100000005000m0500010310000887   
0601BLC5+       20090101001165100000005000m0500010430000893   
0601BLC5+       20090101001170100000005000m0500010550000900   
0601BLC5+       20090101001175100000005000m0500010670000906   
0601BLC5+       20090101001180100000005000m0500010790000912   
0601BLC5+       20090101001185100000005000m0500010910000919   
0601BLC5+       20090101001190100000005000m0500011030000925   
0601BLC5+       20090101001195100000005000m0500011150000931   
0601BLC5+       20090101001200100000005000m0500011270000937   
0601BLC5+       20090101001205100000005000m0500011390000943   
0601BLC5+       20090101001210100000005000m0500011510000949   
0601BLC5+       20090101001215100000005000m0500011640000956   
0601BLC5+       20090101001220100000005000m0500011760000962   
0601BLC5+       20090101001225100000005000m0500011880000968   
0601BLC5+       20090101001230100000005000m0500012010000974   
0601BLC5+       20090101001235100000005000m0500012140000981   
0601BLC5+       20090101001240100000005000m0500012270000988   
0601BLC5+       20090101001245100000005000m0500012390000993   
0601BLC5+       20090101001250100000005000m0500012520001000   
0601BLC5+       20090101001255100000005000m0500012650001006   
0601BLC5+       20090101001260100000005000m0500012770001011   
0601BLC5+       20090101001265100000005000m0500012900001018   
0601BLC5+       20090101001270100000005000m0500013030001024   
0601BLC5+       20090101001275100000005000m0500013160001030   
0601BLC5+       20090101001280100000005000m0500013290001036   
0601BLC5+       20090101001285100000005000m0500013420001042   
0601BLC5+       20090101001290100000005000m0500013540001048   
0601BLC5+       20090101001295100000005000m0500013670001054   
0601BLC5+       20090101001300100000005000m0500013800001060   
0601BLC5+       20090101001305100000005000m0500013930001065   
0601BLC5+       20090101001310100000005000m0500014070001072   
0601BLC5+       20090101001315100000005000m0500014200001078   
0601BLC5+       20090101001320100000005000m0500014340001084   
0601BLC5+       20090101001325100000005000m0500014480001091   
0601BLC5+       20090101001330100000005000m0500014610001096   
0601BLC5+       20090101001335100000005000m0500014750001103   
0601BLC5+       20090101001340100000005000m0500014880001108   
0601BLC5+       20090101001345100000005000m0500015020001115   
0601BLC5+       20090101001350100000005000m0500015150001120   
0601BLC5+       20090101001355100000005000m0500015290001126   
0601BLC5+       20090101001360100000005000m0500015420001132   
0601BLC5+       20090101001365100000005000m0500015560001138   
0601BLC5+       20090101001370100000005000m0500015700001144   
0601BLC5+       20090101001375100000005000m0500015850001151   
0601BLC5+       20090101001380100000005000m0500015980001156   
0601BLC5+       20090101001385100000005000m0500016120001162   
0601BLC5+       20090101001390100000005000m0500016270001168   
0601BLC5+       20090101001395100000005000m0500016410001174   
0601BLC5+       20090101001400100000005000m0500016550001180   
0601BLC5+       20090101001405100000005000m0500016700001187   
0601BLC5+       20090101001410100000005000m0500016840001192   
0601BLC5+       20090101001415100000005000m0500016980001198   
0601BLC5+       20090101001420100000005000m0500017130001204   
0601BLC5+       20090101001425100000005000m0500017270001210   
0601BLC5+       20090101001430100000005000m0500017430001217   
0601BLC5+       20090101001435100000005000m0500017570001222   
0601BLC5+       20090101001440100000005000m0500017720001228   
0601BLC5+       20090101001445100000005000m0500017870001235   
0601BLC5+       20090101001450100000005000m0500018020001241   
0601BLC5+       20090101001455100000005000m0500018170001247   
0601BLC5+       20090101001460100000005000m0500018320001253   
0601BLC5+       20090101001465100000005000m0500018480001259   
0601BLC5+       20090101001470100000005000m0500018640001266   
0601BLC5+       20090101001475100000005000m0500018790001272   
0601BLC5+       20090101001480100000005000m0500018950001278   
0601BLC5+       20090101001485100000005000m0500019110001285   
0601BLC5+       20090101001490100000005000m0500019270001291   
0601BLC5+       20090101001495100000005000m0500019430001297   
0601BLC5+       20090101001500100000005000m0500019600001304   
0601BLC5+       20090101001505100000005000m0500019770001311   
0601BLC5+       20090101001510100000005000m0500019930001318   
0601BLC5+       20090101001515100000005000m0500020100001325   
0601BLC5+       20090101001520100000005000m0500020260001331   
0601BLC5+       20090101001525100000005000m0500020430001337   
0601BLC5+       20090101001530100000005000m0500020590001344   
0601BLC5+       20090101001535100000005000m0500020750001350   
0601BLC5+       20090101001540100000005000m0500020920001356   
0601BLC5+       20090101001545100000005000m0500021080001362   
0601BLC5+       20090101001550100000005000m0500021250001369   
0601BLC5+       20090101001555100000005000m0500021420001375   
0601BLC5+       20090101001560100000005000m0500021580001381   
0601BLC5+       20090101001565100000005000m0500021740001387   
0601BLC5+       20090101001570100000005000m0500021910001393   
0601BLC5+       20090101001575100000005000m0500022080001400   
0601BLC5+       20090101001580100000005000m0500022250001406   
0601BLC5+       20090101001585100000005000m0500022420001412   
0601BLC5+       20090101001590100000005000m0500022580001418   
0601BLC5+       20090101001595100000005000m0500022750001424   
0601BLC5+       20090101001600100000005000m0500022910001430   
0601BLC5+       20090101001605100000005000m0500023080001436   
0601BLC5+       20090101001610100000005000m0500023250001442   
0601BLC5+       20090101001615100000005000m0500023420001448   
0601BLC5+       20090101001620100000005000m0500023590001454   
0601BLC5+       20090101001625100000005000m0500023760001460   
0601BLC5+       20090101001630100000005000m0500023920001465   
0601BLC5+       20090101001635100000005000m0500024090001471   
0601BLC5+       20090101001640100000005000m0500024260001477   
0601BLC5+       20090101001645100000005000m0500024430001483   
0601BLC5+       20090101001650100000005000m0500024600001489   
0601BLC5+       20090101001655100000005000m0500024760001494   
0601BLC5+       20090101001660100000005000m0500024930001500   
0601BLC5+       20090101001665100000005000m0500025110001506   
0601BLC5+       20090101001670100000005000m0500025270001511   
0601BLC5+       20090101001675100000005000m0500025450001517   
0601BLC5+       20090101001680100000005000m0500025610001522   
0601BLC5+       20090101001685100000005000m0500025780001528   
0601BLC5+       20090101001690100000005000m0500025950001533   
0601BLC5+       20090101001695100000005000m0500026120001539   
0601BLC5+       20090101001700100000005000m0500026290001544   
0601BLC5+       20090101001705100000005000m0500026470001550   
0601BLC5+       20090101001710100000005000m0500026630001555   
0601BLC5+       20090101001715100000005000m0500026800001560   
0601BLC5+       20090101001720100000005000m0500026970001566   
0601BLC5+       20090101001725100000005000m0500027140001571   
0601BLC5+       20090101001730100000005000m0500027320001577   
0601BLC5+       20090101001735100000005000m0500027490001582   
0601BLC5+       20090101001740100000005000m0500027660001587   
0601BLC5+       20090101001745100000005000m0500027840001593   
0601BLC5+       20090101001750100000005000m0500028000001598   
0601BLC5+       20090101001755100000005000m0500028170001603   
0601BLC5+       20090101001760100000005000m0500028350001609   
0601BLC5+       20090101001765100000005000m0500028520001614   
0601BLC5+       20090101001770100000005000m0500028690001619   
0601BLC5+       20090101001775100000005000m0500028870001624   
0601BLC5+       20090101001780100000005000m0500029030001629   
0601BLC5+       20090101001785100000005000m0500029210001634   
0601BLC5+       20090101001790100000005000m0500029380001639   
0601BLC5+       20090101001795100000005000m0500029550001644   
0601BLC5+       20090101001800100000005000m0500029730001649   
0601BLC5+       20090101001805100000005000m0500029900001654   
0601BLC5+       20090101001810100000005000m0500030070001659   
0601BLC5+       20090101001815100000005000m0500030250001664   
0601BLC5+       20090101001820100000005000m0500030420001669   
0601BLC5+       20090101001825100000005000m0500030590001674   
0601BLC5+       20090101001830100000005000m0500030760001679   
0601BLC5+       20090101001835100000005000m0500030930001683   
0601BLC5+       20090101001840100000005000m0500031110001688   
0601BLC5+       20090101001845100000005000m0500031280001693   
0601BLC5+       20090101001850100000005000m0500031450001698   
0601BLC5+       20090101001855100000005000m0500031630001703   
0601BLC5+       20090101001860100000005000m0500031800001707   
0601BLC5+       20090101001865100000005000m0500031980001712   
0601BLC5+       20090101001870100000005000m0500032150001717   
0601BLC5+       20090101001875100000005000m0500032330001722   
0601BLC5+       20090101001880100000005000m0500032510001727   
0601BLC5+       20090101001885100000005000m0500032680001731   
0601BLC5+       20090101001890100000005000m0500032850001736   
0601BLC5+       20090101001895100000005000m0500033030001741   
0601BLC5+       20090101001900100000005000m0500033200001745   
0601BLC5+       20090101001905100000005000m0500033370001749   
0601BLC5+       20090101001910100000005000m0500033550001754   
0601BLC5+       20090101001915100000005000m0500033720001759   
0601BLC5+       20090101001920100000005000m0500033900001763   
0601BLC5+       20090101001925100000005000m0500034070001768   
0601BLC5+       20090101001930100000005000m0500034240001772   
0601BLC5+       20090101001935100000005000m0500034430001777   
0601BLC5+       20090101001940100000005000m0500034590001781   
0601BLC5+       20090101001945100000005000m0500034770001785   
0601BLC5+       20090101001950100000005000m0500034950001790   
0601BLC5+       20090101001955100000005000m0500035120001794   
0601BLC5+       20090101001960100000005000m0500035290001798   
0601BLC5+       20090101001965100000005000m0500035480001803   
0601BLC5+       20090101001970100000005000m0500035640001807   
0601BLC5+       20090101001975100000005000m0500035830001812   
0601BLC5+       20090101001980100000005000m0500036000001816   
0601BLC5+       20090101001985100000005000m0500036170001820   
0601BLC5+       20090101001990100000005000m0500036360001825   
0601BLC5+       20090101001995100000005000m0500036520001828   
0601BLC5+       20090101002000100000500000m0500000000002020   
0601BLC5+       20090101002500100000500000m0500000000002310   
0601BLC5+       20090101003000100007000000m0500000000003175   
0601BLC6+       20090101000000100000120000m0600000000000000   
0601BLC6+       20090101000120100000005000m0600000000000000   
0601BLC6+       20090101000125100000005000m0600000000000000   
0601BLC6+       20090101000130100000005000m0600000000000000   
0601BLC6+       20090101000135100000005000m0600000010000007   
0601BLC6+       20090101000140100000005000m0600000010000007   
0601BLC6+       20090101000145100000005000m0600000010000007   
0601BLC6+       20090101000150100000005000m0600000010000007   
0601BLC6+       20090101000155100000005000m0600000020000013   
0601BLC6+       20090101000160100000005000m0600000020000012   
0601BLC6+       20090101000165100000005000m0600000020000012   
0601BLC6+       20090101000170100000005000m0600000020000012   
0601BLC6+       20090101000175100000005000m0600000020000011   
0601BLC6+       20090101000180100000005000m0600000030000016   
0601BLC6+       20090101000185100000005000m0600000030000016   
0601BLC6+       20090101000190100000005000m0600000030000016   
0601BLC6+       20090101000195100000005000m0600000030000015   
0601BLC6+       20090101000200100000005000m0600000030000015   
0601BLC6+       20090101000205100000005000m0600000040000019   
0601BLC6+       20090101000210100000005000m0600000040000019   
0601BLC6+       20090101000215100000005000m0600000040000018   
0601BLC6+       20090101000220100000005000m0600000040000018   
0601BLC6+       20090101000225100000005000m0600000050000022   
0601BLC6+       20090101000230100000005000m0600000050000022   
0601BLC6+       20090101000235100000005000m0600000050000021   
0601BLC6+       20090101000240100000005000m0600000050000021   
0601BLC6+       20090101000245100000005000m0600000050000020   
0601BLC6+       20090101000250100000005000m0600000060000024   
0601BLC6+       20090101000255100000005000m0600000060000023   
0601BLC6+       20090101000260100000005000m0600000060000023   
0601BLC6+       20090101000265100000005000m0600000060000022   
0601BLC6+       20090101000270100000005000m0600000070000026   
0601BLC6+       20090101000275100000005000m0600000070000025   
0601BLC6+       20090101000280100000005000m0600000070000025   
0601BLC6+       20090101000285100000005000m0600000070000024   
0601BLC6+       20090101000290100000005000m0600000070000024   
0601BLC6+       20090101000295100000005000m0600000080000027   
0601BLC6+       20090101000300100000005000m0600000080000026   
0601BLC6+       20090101000305100000005000m0600000080000026   
0601BLC6+       20090101000310100000005000m0600000080000026   
0601BLC6+       20090101000315100000005000m0600000090000028   
0601BLC6+       20090101000320100000005000m0600000090000028   
0601BLC6+       20090101000325100000005000m0600000090000027   
0601BLC6+       20090101000330100000005000m0600000090000027   
0601BLC6+       20090101000335100000005000m0600000090000027   
0601BLC6+       20090101000340100000005000m0600000100000029   
0601BLC6+       20090101000345100000005000m0600000100000029   
0601BLC6+       20090101000350100000005000m0600000100000028   
0601BLC6+       20090101000355100000005000m0600000100000028   
0601BLC6+       20090101000360100000005000m0600000110000030   
0601BLC6+       20090101000365100000005000m0600000110000030   
0601BLC6+       20090101000370100000005000m0600000110000030   
0601BLC6+       20090101000375100000005000m0600000110000029   
0601BLC6+       20090101000380100000005000m0600000110000029   
0601BLC6+       20090101000385100000005000m0600000120000031   
0601BLC6+       20090101000390100000005000m0600000120000031   
0601BLC6+       20090101000395100000005000m0600000120000030   
0601BLC6+       20090101000400100000005000m0600000120000030   
0601BLC6+       20090101000405100000005000m0600000120000029   
0601BLC6+       20090101000410100000005000m0600000130000032   
0601BLC6+       20090101000415100000005000m0600000130000031   
0601BLC6+       20090101000420100000005000m0600000130000031   
0601BLC6+       20090101000425100000005000m0600000130000030   
0601BLC6+       20090101000430100000005000m0600000140000032   
0601BLC6+       20090101000435100000005000m0600000140000032   
0601BLC6+       20090101000440100000005000m0600000140000032   
0601BLC6+       20090101000445100000005000m0600000140000031   
0601BLC6+       20090101000450100000005000m0600000140000031   
0601BLC6+       20090101000455100000005000m0600000150000033   
0601BLC6+       20090101000460100000005000m0600000150000032   
0601BLC6+       20090101000465100000005000m0600000150000032   
0601BLC6+       20090101000470100000005000m0600000150000032   
0601BLC6+       20090101000475100000005000m0600000150000031   
0601BLC6+       20090101000480100000005000m0600000160000033   
0601BLC6+       20090101000485100000005000m0600000160000033   
0601BLC6+       20090101000490100000005000m0600000160000032   
0601BLC6+       20090101000495100000005000m0600000160000032   
0601BLC6+       20090101000500100000005000m0600000170000034   
0601BLC6+       20090101000505100000005000m0600000170000033   
0601BLC6+       20090101000510100000005000m0600000170000033   
0601BLC6+       20090101000515100000005000m0600000170000033   
0601BLC6+       20090101000520100000005000m0600000170000033   
0601BLC6+       20090101000525100000005000m0600000180000034   
0601BLC6+       20090101000530100000005000m0600000180000034   
0601BLC6+       20090101000535100000005000m0600000180000033   
0601BLC6+       20090101000540100000005000m0600000180000033   
0601BLC6+       20090101000545100000005000m0600000180000033   
0601BLC6+       20090101000550100000005000m0600000190000034   
0601BLC6+       20090101000555100000005000m0600000190000034   
0601BLC6+       20090101000560100000005000m0600000190000034   
0601BLC6+       20090101000565100000005000m0600000190000033   
0601BLC6+       20090101000570100000005000m0600000200000035   
0601BLC6+       20090101000575100000005000m0600000200000035   
0601BLC6+       20090101000580100000005000m0600000200000034   
0601BLC6+       20090101000585100000005000m0600000200000034   
0601BLC6+       20090101000590100000005000m0600000200000034   
0601BLC6+       20090101000595100000005000m0600000210000035   
0601BLC6+       20090101000600100000005000m0600000210000035   
0601BLC6+       20090101000605100000005000m0600000210000035   
0601BLC6+       20090101000610100000005000m0600000210000034   
0601BLC6+       20090101000615100000005000m0600000210000034   
0601BLC6+       20090101000620100000005000m0600000220000035   
0601BLC6+       20090101000625100000005000m0600000220000035   
0601BLC6+       20090101000630100000005000m0600000220000035   
0601BLC6+       20090101000635100000005000m0600000220000035   
0601BLC6+       20090101000640100000005000m0600000220000034   
0601BLC6+       20090101000645100000005000m0600000220000034   
0601BLC6+       20090101000650100000005000m0600000220000034   
0601BLC6+       20090101000655100000005000m0600000230000035   
0601BLC6+       20090101000660100000005000m0600000230000035   
0601BLC6+       20090101000665100000005000m0600000230000034   
0601BLC6+       20090101000670100000005000m0600000230000034   
0601BLC6+       20090101000675100000005000m0600000230000034   
0601BLC6+       20090101000680100000005000m0600000230000034   
0601BLC6+       20090101000685100000005000m0600000230000033   
0601BLC6+       20090101000690100000005000m0600000230000033   
0601BLC6+       20090101000695100000005000m0600000240000034   
0601BLC6+       20090101000700100000005000m0600000240000034   
0601BLC6+       20090101000705100000005000m0600000240000034   
0601BLC6+       20090101000710100000005000m0600000240000034   
0601BLC6+       20090101000715100000005000m0600000240000033   
0601BLC6+       20090101000720100000005000m0600000240000033   
0601BLC6+       20090101000725100000005000m0600000260000036   
0601BLC6+       20090101000730100000005000m0600000350000048   
0601BLC6+       20090101000735100000005000m0600000430000058   
0601BLC6+       20090101000740100000005000m0600000510000069   
0601BLC6+       20090101000745100000005000m0600000600000080   
0601BLC6+       20090101000750100000005000m0600000680000090   
0601BLC6+       20090101000755100000005000m0600000760000100   
0601BLC6+       20090101000760100000005000m0600000850000111   
0601BLC6+       20090101000765100000005000m0600000930000121   
0601BLC6+       20090101000770100000005000m0600001020000132   
0601BLC6+       20090101000775100000005000m0600001100000141   
0601BLC6+       20090101000780100000005000m0600001190000152   
0601BLC6+       20090101000785100000005000m0600001270000161   
0601BLC6+       20090101000790100000005000m0600001360000172   
0601BLC6+       20090101000795100000005000m0600001440000181   
0601BLC6+       20090101000800100000005000m0600001530000191   
0601BLC6+       20090101000805100000005000m0600001620000201   
0601BLC6+       20090101000810100000005000m0600001700000209   
0601BLC6+       20090101000815100000005000m0600001790000219   
0601BLC6+       20090101000820100000005000m0600001880000229   
