00AI               20071204                                                                                   
0601AIA1d       20080101000455100000005000 0100003350000732   
0601AIA1d       20080101000460100000005000 0100003430000742   
0601AIA1d       20080101000465100000005000 0100003510000751   
0601AIA1d       20080101000470100000005000 0100003590000760   
0601AIA1d       20080101000475100000005000 0100003650000764   
0601AIA1d       20080101000480100000005000 0100003730000773   
0601AIA1d       20080101000485100000005000 0100003820000784   
0601AIA1d       20080101000490100000005000 0100003880000788   
0601AIA1d       20080101000495100000005000 0100003960000796   
0601AIA1d       20080101000500100000005000 0100004050000806   
0601AIA1d       20080101000505100000005000 0100004130000814   
0601AIA1d       20080101000510100000005000 0100004200000820   
0601AIA1d       20080101000515100000005000 0100004280000827   
0601AIA1d       20080101000520100000005000 0100004360000834   
0601AIA1d       20080101000525100000005000 0100004430000840   
0601AIA1d       20080101000530100000005000 0100004510000847   
0601AIA1d       20080101000535100000005000 0100004600000856   
0601AIA1d       20080101000540100000005000 0100004680000863   
0601AIA1d       20080101000545100000005000 0100004740000866   
0601AIA1d       20080101000550100000005000 0100004830000874   
0601AIA1d       20080101000555100000005000 0100004910000881   
0601AIA1d       20080101000560100000005000 0100004980000885   
0601AIA1d       20080101000565100000005000 0100005060000892   
0601AIA1d       20080101000570100000005000 0100005140000898   
0601AIA1d       20080101000575100000005000 0100005220000904   
0601AIA1d       20080101000580100000005000 0100005290000908   
0601AIA1d       20080101000585100000005000 0100005370000914   
0601AIA1d       20080101000590100000005000 0100005460000922   
0601AIA1d       20080101000595100000005000 0100005530000926   
0601AIA1d       20080101000600100000005000 0100005610000931   
0601AIA1d       20080101000605100000005000 0100005690000937   
0601AIA1d       20080101000610100000005000 0100005780000944   
0601AIA1d       20080101000615100000005000 0100005850000947   
0601AIA1d       20080101000620100000005000 0100005930000953   
0601AIA1d       20080101000625100000005000 0100006010000958   
0601AIA1d       20080101000630100000005000 0100006080000961   
0601AIA1d       20080101000635100000005000 0100006160000966   
0601AIA1d       20080101000640100000005000 0100006250000973   
0601AIA1d       20080101000645100000005000 0100006330000978   
0601AIA1d       20080101000650100000005000 0100006400000981   
0601AIA1d       20080101000655100000005000 0100006490000987   
0601AIA1d       20080101000660100000005000 0100006570000992   
0601AIA1d       20080101000665100000005000 0100006640000995   
0601AIA1d       20080101000670100000005000 0100006720000999   
0601AIA1d       20080101000675100000005000 0100006800001004   
0601AIA1d       20080101000680100000005000 0100006890001010   
0601AIA1d       20080101000685100000005000 0100006960001012   
0601AIA1d       20080101000690100000005000 0100007040001017   
0601AIA1d       20080101000695100000005000 0100007120001021   
0601AIA1d       20080101000700100000005000 0100007190001023   
0601AIA1d       20080101000705100000005000 0100007270001028   
0601AIA1d       20080101000710100000005000 0100007360001033   
0601AIA1d       20080101000715100000005000 0100007440001037   
0601AIA1d       20080101000720100000005000 0100007510001039   
0601AIA1d       20080101000725100000005000 0100007600001045   
0601AIA1d       20080101000730100000005000 0100007700001051   
0601AIA1d       20080101000735100000005000 0100007780001055   
0601AIA1d       20080101000740100000005000 0100007870001060   
0601AIA1d       20080101000745100000005000 0100007970001066   
0601AIA1d       20080101000750100000005000 0100008060001071   
0601AIA1d       20080101000755100000005000 0100008150001076   
0601AIA1d       20080101000760100000005000 0100008250001082   
0601AIA1d       20080101000765100000005000 0100008340001087   
0601AIA1d       20080101000770100000005000 0100008440001093   
0601AIA1d       20080101000775100000005000 0100008540001098   
0601AIA1d       20080101000780100000005000 0100008620001102   
0601AIA1d       20080101000785100000005000 0100008720001107   
0601AIA1d       20080101000790100000005000 0100008820001113   
0601AIA1d       20080101000795100000005000 0100008920001118   
0601AIA1d       20080101000800100000005000 0100009010001123   
0601AIA1d       20080101000805100000005000 0100009110001128   
0601AIA1d       20080101000810100000005000 0100009210001134   
0601AIA1d       20080101000815100000005000 0100009310001139   
0601AIA1d       20080101000820100000005000 0100009410001144   
0601AIA1d       20080101000825100000005000 0100009510001149   
0601AIA1d       20080101000830100000005000 0100009590001152   
0601AIA1d       20080101000835100000005000 0100009690001157   
0601AIA1d       20080101000840100000005000 0100009790001162   
0601AIA1d       20080101000845100000005000 0100009900001168   
0601AIA1d       20080101000850100000005000 0100010000001173   
0601AIA1d       20080101000855100000005000 0100010100001178   
0601AIA1d       20080101000860100000005000 0100010200001183   
0601AIA1d       20080101000865100000005000 0100010310001188   
0601AIA1d       20080101000870100000005000 0100010410001193   
0601AIA1d       20080101000875100000005000 0100010520001199   
0601AIA1d       20080101000880100000005000 0100010620001203   
0601AIA1d       20080101000885100000005000 0100010710001207   
0601AIA1d       20080101000890100000005000 0100010810001211   
0601AIA1d       20080101000895100000005000 0100010910001216   
0601AIA1d       20080101000900100000005000 0100011010001220   
0601AIA1d       20080101000905100000005000 0100011120001225   
0601AIA1d       20080101000910100000005000 0100011220001230   
0601AIA1d       20080101000915100000005000 0100011320001234   
0601AIA1d       20080101000920100000005000 0100011420001238   
0601AIA1d       20080101000925100000005000 0100011530001243   
0601AIA1d       20080101000930100000005000 0100011630001247   
0601AIA1d       20080101000935100000005000 0100011730001251   
0601AIA1d       20080101000940100000005000 0100011820001254   
0601AIA1d       20080101000945100000005000 0100011920001258   
0601AIA1d       20080101000950100000005000 0100012020001262   
0601AIA1d       20080101000955100000005000 0100012130001267   
0601AIA1d       20080101000960100000005000 0100012230001271   
0601AIA1d       20080101000965100000005000 0100012350001276   
0601AIA1d       20080101000970100000005000 0100012450001280   
0601AIA1d       20080101000975100000005000 0100012550001284   
0601AIA1d       20080101000980100000005000 0100012650001288   
0601AIA1d       20080101000985100000005000 0100012760001292   
0601AIA1d       20080101000990100000005000 0100012870001297   
0601AIA1d       20080101000995100000005000 0100012990001302   
0601AIA1d       20080101001000100000005000 0100013110001308   
0601AIA1d       20080101001005100000005000 0100013220001312   
0601AIA1d       20080101001010100000005000 0100013330001317   
0601AIA1d       20080101001015100000005000 0100013440001321   
0601AIA1d       20080101001020100000005000 0100013550001325   
0601AIA1d       20080101001025100000005000 0100013680001331   
0601AIA1d       20080101001030100000005000 0100013790001336   
0601AIA1d       20080101001035100000005000 0100013900001340   
0601AIA1d       20080101001040100000005000 0100014010001344   
0601AIA1d       20080101001045100000005000 0100014130001349   
0601AIA1d       20080101001050100000005000 0100014250001354   
0601AIA1d       20080101001055100000005000 0100014360001358   
0601AIA1d       20080101001060100000005000 0100014480001363   
0601AIA1d       20080101001065100000005000 0100014610001369   
0601AIA1d       20080101001070100000005000 0100014720001372   
0601AIA1d       20080101001075100000005000 0100014840001377   
0601AIA1d       20080101001080100000005000 0100014970001383   
0601AIA1d       20080101001085100000005000 0100015090001388   
0601AIA1d       20080101001090100000005000 0100015200001391   
0601AIA1d       20080101001095100000005000 0100015320001396   
0601AIA1d       20080101001100100000005000 0100015440001400   
0601AIA1d       20080101001105100000005000 0100015570001406   
0601AIA1d       20080101001110100000005000 0100015680001409   
0601AIA1d       20080101001115100000005000 0100015800001414   
0601AIA1d       20080101001120100000005000 0100015930001419   
0601AIA1d       20080101001125100000005000 0100016050001424   
0601AIA1d       20080101001130100000005000 0100016160001427   
0601AIA1d       20080101001135100000005000 0100016280001431   
0601AIA1d       20080101001140100000005000 0100016400001435   
0601AIA1d       20080101001145100000005000 0100016520001440   
0601AIA1d       20080101001150100000005000 0100016640001444   
0601AIA1d       20080101001155100000005000 0100016760001448   
0601AIA1d       20080101001160100000005000 0100016890001453   
0601AIA1d       20080101001165100000005000 0100017000001456   
0601AIA1d       20080101001170100000005000 0100017120001460   
0601AIA1d       20080101001175100000005000 0100017240001464   
0601AIA1d       20080101001180100000005000 0100017360001468   
0601AIA1d       20080101001185100000005000 0100017480001472   
0601AIA1d       20080101001190100000005000 0100017600001476   
0601AIA1d       20080101001195100000005000 0100017720001480   
0601AIA1d       20080101001200100000005000 0100017850001484   
0601AIA1d       20080101001205100000005000 0100017960001487   
0601AIA1d       20080101001210100000005000 0100018080001491   
0601AIA1d       20080101001215100000005000 0100018210001496   
0601AIA1d       20080101001220100000005000 0100018320001499   
0601AIA1d       20080101001225100000005000 0100018440001502   
0601AIA1d       20080101001230100000005000 0100018560001506   
0601AIA1d       20080101001235100000005000 0100018680001509   
0601AIA1d       20080101001240100000005000 0100018790001512   
0601AIA1d       20080101001245100000005000 0100018920001517   
0601AIA1d       20080101001250100000005000 0100019050001521   
0601AIA1d       20080101001255100000005000 0100019190001526   
0601AIA1d       20080101001260100000005000 0100019310001530   
0601AIA1d       20080101001265100000005000 0100019440001534   
0601AIA1d       20080101001270100000005000 0100019570001538   
0601AIA1d       20080101001275100000005000 0100019700001542   
0601AIA1d       20080101001280100000005000 0100019830001546   
0601AIA1d       20080101001285100000005000 0100019960001550   
0601AIA1d       20080101001290100000005000 0100020090001554   
0601AIA1d       20080101001295100000005000 0100020210001558   
0601AIA1d       20080101001300100000005000 0100020350001562   
0601AIA1d       20080101001305100000005000 0100020480001566   
0601AIA1d       20080101001310100000005000 0100020610001570   
0601AIA1d       20080101001315100000005000 0100020730001573   
0601AIA1d       20080101001320100000005000 0100020860001577   
0601AIA1d       20080101001325100000005000 0100021000001582   
0601AIA1d       20080101001330100000005000 0100021130001586   
0601AIA1d       20080101001335100000005000 0100021250001589   
