00ZH               20071005                                                                                   
0601ZHC3+       20080101000270100000005000m0300000020000007   
0601ZHC3+       20080101000275100000005000m0300000020000007   
0601ZHC3+       20080101000280100000005000m0300000020000007   
0601ZHC3+       20080101000285100000005000m0300000020000007   
0601ZHC3+       20080101000290100000005000m0300000020000007   
0601ZHC3+       20080101000295100000005000m0300000020000007   
0601ZHC3+       20080101000300100000005000m0300000020000007   
0601ZHC3+       20080101000305100000005000m0300000020000007   
0601ZHC3+       20080101000310100000005000m0300000020000006   
0601ZHC3+       20080101000315100000005000m0300000020000006   
0601ZHC3+       20080101000320100000005000m0300000020000006   
0601ZHC3+       20080101000325100000005000m0300000020000006   
0601ZHC3+       20080101000330100000005000m0300000020000006   
0601ZHC3+       20080101000335100000005000m0300000020000006   
0601ZHC3+       20080101000340100000005000m0300000020000006   
0601ZHC3+       20080101000345100000005000m0300000020000006   
0601ZHC3+       20080101000350100000005000m0300000020000006   
0601ZHC3+       20080101000355100000005000m0300000020000006   
0601ZHC3+       20080101000360100000005000m0300000020000006   
0601ZHC3+       20080101000365100000005000m0300000020000005   
0601ZHC3+       20080101000370100000005000m0300000020000005   
0601ZHC3+       20080101000375100000005000m0300000020000005   
0601ZHC3+       20080101000380100000005000m0300000020000005   
0601ZHC3+       20080101000385100000005000m0300000020000005   
0601ZHC3+       20080101000390100000005000m0300000020000005   
0601ZHC3+       20080101000395100000005000m0300000020000005   
0601ZHC3+       20080101000400100000005000m0300000020000005   
0601ZHC3+       20080101000405100000005000m0300000020000005   
0601ZHC3+       20080101000410100000005000m0300000020000005   
0601ZHC3+       20080101000415100000005000m0300000020000005   
0601ZHC3+       20080101000420100000005000m0300000020000005   
0601ZHC3+       20080101000425100000005000m0300000020000005   
0601ZHC3+       20080101000430100000005000m0300000020000005   
0601ZHC3+       20080101000435100000005000m0300000020000005   
0601ZHC3+       20080101000440100000005000m0300000020000005   
0601ZHC3+       20080101000445100000005000m0300000020000004   
0601ZHC3+       20080101000450100000005000m0300000020000004   
0601ZHC3+       20080101000455100000005000m0300000020000004   
0601ZHC3+       20080101000460100000005000m0300000020000004   
0601ZHC3+       20080101000465100000005000m0300000020000004   
0601ZHC3+       20080101000470100000005000m0300000020000004   
0601ZHC3+       20080101000475100000005000m0300000020000004   
0601ZHC3+       20080101000480100000005000m0300000020000004   
0601ZHC3+       20080101000485100000005000m0300000020000004   
0601ZHC3+       20080101000490100000005000m0300000020000004   
0601ZHC3+       20080101000495100000005000m0300000020000004   
0601ZHC3+       20080101000500100000005000m0300000020000004   
0601ZHC3+       20080101000505100000005000m0300000020000004   
0601ZHC3+       20080101000510100000005000m0300000020000004   
0601ZHC3+       20080101000515100000005000m0300000020000004   
0601ZHC3+       20080101000520100000005000m0300000020000004   
0601ZHC3+       20080101000525100000005000m0300000050000009   
0601ZHC3+       20080101000530100000005000m0300000100000019   
0601ZHC3+       20080101000535100000005000m0300000120000022   
0601ZHC3+       20080101000540100000005000m0300000150000028   
0601ZHC3+       20080101000545100000005000m0300000190000035   
0601ZHC3+       20080101000550100000005000m0300000240000043   
0601ZHC3+       20080101000555100000005000m0300000280000050   
0601ZHC3+       20080101000560100000005000m0300000330000059   
0601ZHC3+       20080101000565100000005000m0300000380000067   
0601ZHC3+       20080101000570100000005000m0300000420000073   
0601ZHC3+       20080101000575100000005000m0300000470000081   
0601ZHC3+       20080101000580100000005000m0300000510000088   
0601ZHC3+       20080101000585100000005000m0300000560000095   
0601ZHC3+       20080101000590100000005000m0300000610000103   
0601ZHC3+       20080101000595100000005000m0300000650000109   
0601ZHC3+       20080101000600100000005000m0300000700000116   
0601ZHC3+       20080101000605100000005000m0300000740000122   
0601ZHC3+       20080101000610100000005000m0300000800000131   
0601ZHC3+       20080101000615100000005000m0300000840000136   
0601ZHC3+       20080101000620100000005000m0300000890000143   
0601ZHC3+       20080101000625100000005000m0300000940000150   
0601ZHC3+       20080101000630100000005000m0300000980000155   
0601ZHC3+       20080101000635100000005000m0300001030000162   
0601ZHC3+       20080101000640100000005000m0300001090000170   
0601ZHC3+       20080101000645100000005000m0300001140000176   
0601ZHC3+       20080101000650100000005000m0300001200000184   
0601ZHC3+       20080101000655100000005000m0300001250000190   
0601ZHC3+       20080101000660100000005000m0300001310000198   
0601ZHC3+       20080101000665100000005000m0300001360000204   
0601ZHC3+       20080101000670100000005000m0300001420000211   
0601ZHC3+       20080101000675100000005000m0300001470000217   
0601ZHC3+       20080101000680100000005000m0300001530000224   
0601ZHC3+       20080101000685100000005000m0300001580000230   
0601ZHC3+       20080101000690100000005000m0300001630000235   
0601ZHC3+       20080101000695100000005000m0300001690000242   
0601ZHC3+       20080101000700100000005000m0300001740000248   
0601ZHC3+       20080101000705100000005000m0300001790000253   
0601ZHC3+       20080101000710100000005000m0300001850000260   
0601ZHC3+       20080101000715100000005000m0300001900000265   
0601ZHC3+       20080101000720100000005000m0300001950000270   
0601ZHC3+       20080101000725100000005000m0300002000000275   
0601ZHC3+       20080101000730100000005000m0300002060000281   
0601ZHC3+       20080101000735100000005000m0300002120000287   
0601ZHC3+       20080101000740100000005000m0300002170000292   
0601ZHC3+       20080101000745100000005000m0300002230000298   
0601ZHC3+       20080101000750100000005000m0300002290000304   
0601ZHC3+       20080101000755100000005000m0300002350000310   
0601ZHC3+       20080101000760100000005000m0300002410000316   
0601ZHC3+       20080101000765100000005000m0300002460000321   
0601ZHC3+       20080101000770100000005000m0300002520000326   
0601ZHC3+       20080101000775100000005000m0300002580000332   
0601ZHC3+       20080101000780100000005000m0300002640000337   
0601ZHC3+       20080101000785100000005000m0300002700000343   
0601ZHC3+       20080101000790100000005000m0300002760000348   
0601ZHC3+       20080101000795100000005000m0300002820000354   
0601ZHC3+       20080101000800100000005000m0300002870000358   
0601ZHC3+       20080101000805100000005000m0300002930000363   
0601ZHC3+       20080101000810100000005000m0300002990000368   
0601ZHC3+       20080101000815100000005000m0300003050000373   
0601ZHC3+       20080101000820100000005000m0300003110000378   
0601ZHC3+       20080101000825100000005000m0300003160000382   
0601ZHC3+       20080101000830100000005000m0300003220000387   
0601ZHC3+       20080101000835100000005000m0300003280000392   
0601ZHC3+       20080101000840100000005000m0300003340000396   
0601ZHC3+       20080101000845100000005000m0300003400000401   
0601ZHC3+       20080101000850100000005000m0300003450000405   
0601ZHC3+       20080101000855100000005000m0300003520000410   
0601ZHC3+       20080101000860100000005000m0300003580000415   
0601ZHC3+       20080101000865100000005000m0300003640000420   
0601ZHC3+       20080101000870100000005000m0300003700000424   
0601ZHC3+       20080101000875100000005000m0300003760000428   
0601ZHC3+       20080101000880100000005000m0300003830000434   
0601ZHC3+       20080101000885100000005000m0300003890000438   
0601ZHC3+       20080101000890100000005000m0300003950000443   
0601ZHC3+       20080101000895100000005000m0300004020000448   
0601ZHC3+       20080101000900100000005000m0300004080000452   
0601ZHC3+       20080101000905100000005000m0300004140000456   
0601ZHC3+       20080101000910100000005000m0300004200000460   
0601ZHC3+       20080101000915100000005000m0300004270000465   
0601ZHC3+       20080101000920100000005000m0300004330000469   
0601ZHC3+       20080101000925100000005000m0300004400000474   
0601ZHC3+       20080101000930100000005000m0300004460000478   
0601ZHC3+       20080101000935100000005000m0300004520000482   
0601ZHC3+       20080101000940100000005000m0300004590000487   
0601ZHC3+       20080101000945100000005000m0300004650000491   
0601ZHC3+       20080101000950100000005000m0300004720000496   
0601ZHC3+       20080101000955100000005000m0300004780000499   
0601ZHC3+       20080101000960100000005000m0300004860000505   
0601ZHC3+       20080101000965100000005000m0300004920000509   
0601ZHC3+       20080101000970100000005000m0300004990000513   
0601ZHC3+       20080101000975100000005000m0300005070000519   
0601ZHC3+       20080101000980100000005000m0300005140000523   
0601ZHC3+       20080101000985100000005000m0300005220000529   
0601ZHC3+       20080101000990100000005000m0300005280000532   
0601ZHC3+       20080101000995100000005000m0300005360000537   
0601ZHC3+       20080101001000100000005000m0300005440000543   
0601ZHC3+       20080101001005100000005000m0300005520000548   
0601ZHC3+       20080101001010100000005000m0300005600000553   
0601ZHC3+       20080101001015100000005000m0300005680000558   
0601ZHC3+       20080101001020100000005000m0300005760000563   
0601ZHC3+       20080101001025100000005000m0300005850000569   
0601ZHC3+       20080101001030100000005000m0300005930000574   
0601ZHC3+       20080101001035100000005000m0300006000000578   
0601ZHC3+       20080101001040100000005000m0300006090000584   
0601ZHC3+       20080101001045100000005000m0300006170000589   
0601ZHC3+       20080101001050100000005000m0300006250000594   
0601ZHC3+       20080101001055100000005000m0300006340000600   
0601ZHC3+       20080101001060100000005000m0300006420000604   
0601ZHC3+       20080101001065100000005000m0300006500000609   
0601ZHC3+       20080101001070100000005000m0300006580000614   
0601ZHC3+       20080101001075100000005000m0300006660000618   
0601ZHC3+       20080101001080100000005000m0300006750000624   
0601ZHC3+       20080101001085100000005000m0300006830000628   
0601ZHC3+       20080101001090100000005000m0300006920000633   
0601ZHC3+       20080101001095100000005000m0300007000000638   
0601ZHC3+       20080101001100100000005000m0300007090000643   
0601ZHC3+       20080101001105100000005000m0300007180000648   
0601ZHC3+       20080101001110100000005000m0300007260000653   
0601ZHC3+       20080101001115100000005000m0300007340000657   
0601ZHC3+       20080101001120100000005000m0300007440000663   
0601ZHC3+       20080101001125100000005000m0300007530000668   
0601ZHC3+       20080101001130100000005000m0300007620000673   
0601ZHC3+       20080101001135100000005000m0300007700000677   
0601ZHC3+       20080101001140100000005000m0300007780000681   
0601ZHC3+       20080101001145100000005000m0300007870000686   
0601ZHC3+       20080101001150100000005000m0300007960000691   
0601ZHC3+       20080101001155100000005000m0300008050000695   
0601ZHC3+       20080101001160100000005000m0300008140000700   
0601ZHC3+       20080101001165100000005000m0300008220000704   
0601ZHC3+       20080101001170100000005000m0300008300000708   
0601ZHC3+       20080101001175100000005000m0300008390000713   
0601ZHC3+       20080101001180100000005000m0300008480000717   
0601ZHC3+       20080101001185100000005000m0300008580000723   
0601ZHC3+       20080101001190100000005000m0300008660000726   
0601ZHC3+       20080101001195100000005000m0300008750000731   
0601ZHC3+       20080101001200100000005000m0300008840000735   
0601ZHC3+       20080101001205100000005000m0300008930000740   
0601ZHC3+       20080101001210100000005000m0300009020000744   
0601ZHC3+       20080101001215100000005000m0300009120000749   
0601ZHC3+       20080101001220100000005000m0300009210000753   
0601ZHC3+       20080101001225100000005000m0300009300000758   
0601ZHC3+       20080101001230100000005000m0300009390000762   
0601ZHC3+       20080101001235100000005000m0300009480000766   
0601ZHC3+       20080101001240100000005000m0300009570000770   
0601ZHC3+       20080101001245100000005000m0300009670000775   
0601ZHC3+       20080101001250100000005000m0300009790000782   
0601ZHC3+       20080101001255100000005000m0300009890000786   
0601ZHC3+       20080101001260100000005000m0300009990000791   
0601ZHC3+       20080101001265100000005000m0300010100000797   
0601ZHC3+       20080101001270100000005000m0300010200000802   
0601ZHC3+       20080101001275100000005000m0300010310000807   
0601ZHC3+       20080101001280100000005000m0300010430000813   
0601ZHC3+       20080101001285100000005000m0300010530000818   
0601ZHC3+       20080101001290100000005000m0300010630000822   
0601ZHC3+       20080101001295100000005000m0300010740000828   
0601ZHC3+       20080101001300100000005000m0300010850000833   
0601ZHC3+       20080101001305100000005000m0300010960000838   
0601ZHC3+       20080101001310100000005000m0300011080000844   
0601ZHC3+       20080101001315100000005000m0300011190000849   
0601ZHC3+       20080101001320100000005000m0300011310000855   
0601ZHC3+       20080101001325100000005000m0300011420000860   
0601ZHC3+       20080101001330100000005000m0300011530000865   
0601ZHC3+       20080101001335100000005000m0300011650000871   
0601ZHC3+       20080101001340100000005000m0300011760000876   
0601ZHC3+       20080101001345100000005000m0300011890000882   
0601ZHC3+       20080101001350100000005000m0300012010000888   
0601ZHC3+       20080101001355100000005000m0300012130000894   
0601ZHC3+       20080101001360100000005000m0300012250000899   
0601ZHC3+       20080101001365100000005000m0300012380000905   
0601ZHC3+       20080101001370100000005000m0300012500000911   
0601ZHC3+       20080101001375100000005000m0300012640000918   
0601ZHC3+       20080101001380100000005000m0300012760000923   
0601ZHC3+       20080101001385100000005000m0300012880000928   
0601ZHC3+       20080101001390100000005000m0300013010000934   
0601ZHC3+       20080101001395100000005000m0300013130000940   
0601ZHC3+       20080101001400100000005000m0300013260000945   
0601ZHC3+       20080101001405100000005000m0300013400000952   
0601ZHC3+       20080101001410100000005000m0300013520000957   
0601ZHC3+       20080101001415100000005000m0300013640000962   
0601ZHC3+       20080101001420100000005000m0300013770000968   
0601ZHC3+       20080101001425100000005000m0300013890000973   
0601ZHC3+       20080101001430100000005000m0300014020000979   
0601ZHC3+       20080101001435100000005000m0300014140000984   
0601ZHC3+       20080101001440100000005000m0300014280000990   
0601ZHC3+       20080101001445100000005000m0300014410000996   
0601ZHC3+       20080101001450100000005000m0300014530001000   
0601ZHC3+       20080101001455100000005000m0300014650001005   
0601ZHC3+       20080101001460100000005000m0300014780001011   
0601ZHC3+       20080101001465100000005000m0300014900001015   
0601ZHC3+       20080101001470100000005000m0300015040001021   
0601ZHC3+       20080101001475100000005000m0300015160001026   
0601ZHC3+       20080101001480100000005000m0300015280001031   
0601ZHC3+       20080101001485100000005000m0300015410001036   
0601ZHC3+       20080101001490100000005000m0300015530001041   
0601ZHC3+       20080101001495100000005000m0300015650001045   
0601ZHC3+       20080101001500100000005000m0300015780001050   
0601ZHC3+       20080101001505100000005000m0300015920001056   
0601ZHC3+       20080101001510100000005000m0300016040001060   
0601ZHC3+       20080101001515100000005000m0300016170001066   
0601ZHC3+       20080101001520100000005000m0300016290001070   
0601ZHC3+       20080101001525100000005000m0300016420001075   
0601ZHC3+       20080101001530100000005000m0300016540001079   
0601ZHC3+       20080101001535100000005000m0300016680001085   
0601ZHC3+       20080101001540100000005000m0300016810001090   
0601ZHC3+       20080101001545100000005000m0300016930001094   
0601ZHC3+       20080101001550100000005000m0300017050001098   
0601ZHC3+       20080101001555100000005000m0300017190001104   
0601ZHC3+       20080101001560100000005000m0300017310001108   
0601ZHC3+       20080101001565100000005000m0300017440001113   
0601ZHC3+       20080101001570100000005000m0300017570001117   
0601ZHC3+       20080101001575100000005000m0300017700001122   
0601ZHC3+       20080101001580100000005000m0300017830001127   
0601ZHC3+       20080101001585100000005000m0300017950001131   
0601ZHC3+       20080101001590100000005000m0300018070001135   
0601ZHC3+       20080101001595100000005000m0300018210001140   
0601ZHC3+       20080101001600100000200000m0300000000001228   
0601ZHC3+       20080101001800100000200000m0300000000001394   
0601ZHC3+       20080101002000100000500000m0300000000001626   
0601ZHC3+       20080101002500100000500000m0300000000001893   
0601ZHC3+       20080101003000100000500000m0300000000002108   
0601ZHC3+       20080101003500100000500000m0300000000002292   
0601ZHC3+       20080101004000100000500000m0300000000002568   
0601ZHC3+       20080101004500100000500000m0300000000002673   
0601ZHC3+       20080101005000100005000000m0300000000003002   
0601ZHC3+       20080101010000100005000000m0300000000003119   
0601ZHC4+       20080101000000100000080000m0400000020000050   
0601ZHC4+       20080101000080100000005000m0400000020000024   
0601ZHC4+       20080101000085100000005000m0400000020000023   
0601ZHC4+       20080101000090100000005000m0400000020000022   
0601ZHC4+       20080101000095100000005000m0400000020000021   
0601ZHC4+       20080101000100100000005000m0400000020000020   
0601ZHC4+       20080101000105100000005000m0400000020000019   
0601ZHC4+       20080101000110100000005000m0400000020000018   
0601ZHC4+       20080101000115100000005000m0400000020000017   
0601ZHC4+       20080101000120100000005000m0400000020000016   
0601ZHC4+       20080101000125100000005000m0400000020000016   
0601ZHC4+       20080101000130100000005000m0400000020000015   
0601ZHC4+       20080101000135100000005000m0400000020000015   
0601ZHC4+       20080101000140100000005000m0400000020000014   
0601ZHC4+       20080101000145100000005000m0400000020000014   
0601ZHC4+       20080101000150100000005000m0400000020000013   
0601ZHC4+       20080101000155100000005000m0400000020000013   
0601ZHC4+       20080101000160100000005000m0400000020000012   
0601ZHC4+       20080101000165100000005000m0400000020000012   
0601ZHC4+       20080101000170100000005000m0400000020000012   
0601ZHC4+       20080101000175100000005000m0400000020000011   
0601ZHC4+       20080101000180100000005000m0400000020000011   
0601ZHC4+       20080101000185100000005000m0400000020000011   
0601ZHC4+       20080101000190100000005000m0400000020000010   
0601ZHC4+       20080101000195100000005000m0400000020000010   
0601ZHC4+       20080101000200100000005000m0400000020000010   
0601ZHC4+       20080101000205100000005000m0400000020000010   
0601ZHC4+       20080101000210100000005000m0400000020000009   
0601ZHC4+       20080101000215100000005000m0400000020000009   
0601ZHC4+       20080101000220100000005000m0400000020000009   
0601ZHC4+       20080101000225100000005000m0400000020000009   
0601ZHC4+       20080101000230100000005000m0400000020000009   
0601ZHC4+       20080101000235100000005000m0400000020000008   
0601ZHC4+       20080101000240100000005000m0400000020000008   
0601ZHC4+       20080101000245100000005000m0400000020000008   
0601ZHC4+       20080101000250100000005000m0400000020000008   
0601ZHC4+       20080101000255100000005000m0400000020000008   
0601ZHC4+       20080101000260100000005000m0400000020000008   
0601ZHC4+       20080101000265100000005000m0400000020000007   
0601ZHC4+       20080101000270100000005000m0400000020000007   
0601ZHC4+       20080101000275100000005000m0400000020000007   
0601ZHC4+       20080101000280100000005000m0400000020000007   
0601ZHC4+       20080101000285100000005000m0400000020000007   
0601ZHC4+       20080101000290100000005000m0400000020000007   
0601ZHC4+       20080101000295100000005000m0400000020000007   
0601ZHC4+       20080101000300100000005000m0400000020000007   
0601ZHC4+       20080101000305100000005000m0400000020000007   
0601ZHC4+       20080101000310100000005000m0400000020000006   
0601ZHC4+       20080101000315100000005000m0400000020000006   
0601ZHC4+       20080101000320100000005000m0400000020000006   
0601ZHC4+       20080101000325100000005000m0400000020000006   
0601ZHC4+       20080101000330100000005000m0400000020000006   
0601ZHC4+       20080101000335100000005000m0400000020000006   
0601ZHC4+       20080101000340100000005000m0400000020000006   
0601ZHC4+       20080101000345100000005000m0400000020000006   
0601ZHC4+       20080101000350100000005000m0400000020000006   
0601ZHC4+       20080101000355100000005000m0400000020000006   
0601ZHC4+       20080101000360100000005000m0400000020000006   
0601ZHC4+       20080101000365100000005000m0400000020000005   
0601ZHC4+       20080101000370100000005000m0400000020000005   
0601ZHC4+       20080101000375100000005000m0400000020000005   
0601ZHC4+       20080101000380100000005000m0400000020000005   
0601ZHC4+       20080101000385100000005000m0400000020000005   
0601ZHC4+       20080101000390100000005000m0400000020000005   
0601ZHC4+       20080101000395100000005000m0400000020000005   
0601ZHC4+       20080101000400100000005000m0400000020000005   
0601ZHC4+       20080101000405100000005000m0400000020000005   
0601ZHC4+       20080101000410100000005000m0400000020000005   
0601ZHC4+       20080101000415100000005000m0400000020000005   
0601ZHC4+       20080101000420100000005000m0400000020000005   
0601ZHC4+       20080101000425100000005000m0400000020000005   
0601ZHC4+       20080101000430100000005000m0400000020000005   
0601ZHC4+       20080101000435100000005000m0400000020000005   
0601ZHC4+       20080101000440100000005000m0400000020000005   
0601ZHC4+       20080101000445100000005000m0400000020000004   
0601ZHC4+       20080101000450100000005000m0400000020000004   
0601ZHC4+       20080101000455100000005000m0400000020000004   
0601ZHC4+       20080101000460100000005000m0400000020000004   
0601ZHC4+       20080101000465100000005000m0400000020000004   
0601ZHC4+       20080101000470100000005000m0400000020000004   
0601ZHC4+       20080101000475100000005000m0400000020000004   
0601ZHC4+       20080101000480100000005000m0400000020000004   
0601ZHC4+       20080101000485100000005000m0400000020000004   
0601ZHC4+       20080101000490100000005000m0400000020000004   
0601ZHC4+       20080101000495100000005000m0400000020000004   
0601ZHC4+       20080101000500100000005000m0400000020000004   
0601ZHC4+       20080101000505100000005000m0400000020000004   
0601ZHC4+       20080101000510100000005000m0400000020000004   
0601ZHC4+       20080101000515100000005000m0400000020000004   
0601ZHC4+       20080101000520100000005000m0400000020000004   
0601ZHC4+       20080101000525100000005000m0400000020000004   
0601ZHC4+       20080101000530100000005000m0400000020000004   
0601ZHC4+       20080101000535100000005000m0400000020000004   
0601ZHC4+       20080101000540100000005000m0400000020000004   
0601ZHC4+       20080101000545100000005000m0400000020000004   
0601ZHC4+       20080101000550100000005000m0400000020000004   
0601ZHC4+       20080101000555100000005000m0400000020000004   
0601ZHC4+       20080101000560100000005000m0400000020000004   
0601ZHC4+       20080101000565100000005000m0400000020000004   
0601ZHC4+       20080101000570100000005000m0400000020000003   
0601ZHC4+       20080101000575100000005000m0400000020000003   
0601ZHC4+       20080101000580100000005000m0400000020000003   
0601ZHC4+       20080101000585100000005000m0400000020000003   
0601ZHC4+       20080101000590100000005000m0400000020000003   
0601ZHC4+       20080101000595100000005000m0400000020000003   
0601ZHC4+       20080101000600100000005000m0400000020000003   
0601ZHC4+       20080101000605100000005000m0400000020000003   
0601ZHC4+       20080101000610100000005000m0400000020000003   
0601ZHC4+       20080101000615100000005000m0400000020000003   
0601ZHC4+       20080101000620100000005000m0400000020000003   
0601ZHC4+       20080101000625100000005000m0400000020000003   
0601ZHC4+       20080101000630100000005000m0400000060000009   
0601ZHC4+       20080101000635100000005000m0400000100000016   
0601ZHC4+       20080101000640100000005000m0400000140000022   
0601ZHC4+       20080101000645100000005000m0400000180000028   
0601ZHC4+       20080101000650100000005000m0400000220000034   
0601ZHC4+       20080101000655100000005000m0400000260000040   
0601ZHC4+       20080101000660100000005000m0400000300000045   
0601ZHC4+       20080101000665100000005000m0400000340000051   
0601ZHC4+       20080101000670100000005000m0400000380000057   
0601ZHC4+       20080101000675100000005000m0400000420000062   
0601ZHC4+       20080101000680100000005000m0400000450000066   
0601ZHC4+       20080101000685100000005000m0400000500000073   
0601ZHC4+       20080101000690100000005000m0400000530000077   
0601ZHC4+       20080101000695100000005000m0400000570000082   
0601ZHC4+       20080101000700100000005000m0400000610000087   
0601ZHC4+       20080101000705100000005000m0400000640000090   
0601ZHC4+       20080101000710100000005000m0400000680000095   
0601ZHC4+       20080101000715100000005000m0400000720000100   
0601ZHC4+       20080101000720100000005000m0400000760000105   
0601ZHC4+       20080101000725100000005000m0400000800000110   
0601ZHC4+       20080101000730100000005000m0400000860000117   
0601ZHC4+       20080101000735100000005000m0400000910000123   
0601ZHC4+       20080101000740100000005000m0400000960000129   
0601ZHC4+       20080101000745100000005000m0400001020000136   
0601ZHC4+       20080101000750100000005000m0400001070000142   
0601ZHC4+       20080101000755100000005000m0400001130000149   
0601ZHC4+       20080101000760100000005000m0400001180000155   
0601ZHC4+       20080101000765100000005000m0400001230000160   
0601ZHC4+       20080101000770100000005000m0400001290000167   
0601ZHC4+       20080101000775100000005000m0400001340000172   
0601ZHC4+       20080101000780100000005000m0400001400000179   
0601ZHC4+       20080101000785100000005000m0400001450000184   
0601ZHC4+       20080101000790100000005000m0400001510000191   
0601ZHC4+       20080101000795100000005000m0400001560000196   
0601ZHC4+       20080101000800100000005000m0400001610000201   
0601ZHC4+       20080101000805100000005000m0400001680000208   
0601ZHC4+       20080101000810100000005000m0400001730000213   
0601ZHC4+       20080101000815100000005000m0400001790000219   
0601ZHC4+       20080101000820100000005000m0400001850000225   
0601ZHC4+       20080101000825100000005000m0400001900000230   
0601ZHC4+       20080101000830100000005000m0400001970000237   
0601ZHC4+       20080101000835100000005000m0400002020000241   
0601ZHC4+       20080101000840100000005000m0400002080000247   
0601ZHC4+       20080101000845100000005000m0400002140000253   
0601ZHC4+       20080101000850100000005000m0400002200000258   
0601ZHC4+       20080101000855100000005000m0400002260000264   
0601ZHC4+       20080101000860100000005000m0400002320000269   
0601ZHC4+       20080101000865100000005000m0400002380000274   
0601ZHC4+       20080101000870100000005000m0400002440000280   
0601ZHC4+       20080101000875100000005000m0400002500000285   
0601ZHC4+       20080101000880100000005000m0400002560000290   
0601ZHC4+       20080101000885100000005000m0400002610000294   
0601ZHC4+       20080101000890100000005000m0400002680000300   
0601ZHC4+       20080101000895100000005000m0400002730000304   
0601ZHC4+       20080101000900100000005000m0400002800000310   
0601ZHC4+       20080101000905100000005000m0400002850000314   
0601ZHC4+       20080101000910100000005000m0400002910000319   
0601ZHC4+       20080101000915100000005000m0400002970000324   
0601ZHC4+       20080101000920100000005000m0400003030000328   
0601ZHC4+       20080101000925100000005000m0400003090000333   
0601ZHC4+       20080101000930100000005000m0400003150000338   
0601ZHC4+       20080101000935100000005000m0400003210000342   
0601ZHC4+       20080101000940100000005000m0400003280000348   
0601ZHC4+       20080101000945100000005000m0400003340000353   
0601ZHC4+       20080101000950100000005000m0400003400000357   
0601ZHC4+       20080101000955100000005000m0400003460000361   
0601ZHC4+       20080101000960100000005000m0400003540000368   
0601ZHC4+       20080101000965100000005000m0400003600000372   
0601ZHC4+       20080101000970100000005000m0400003660000376   
0601ZHC4+       20080101000975100000005000m0400003730000382   
0601ZHC4+       20080101000980100000005000m0400003790000386   
0601ZHC4+       20080101000985100000005000m0400003860000391   
0601ZHC4+       20080101000990100000005000m0400003920000395   
0601ZHC4+       20080101000995100000005000m0400003980000399   
0601ZHC4+       20080101001000100000005000m0400004040000403   
0601ZHC4+       20080101001005100000005000m0400004120000409   
0601ZHC4+       20080101001010100000005000m0400004180000413   
0601ZHC4+       20080101001015100000005000m0400004250000418   
0601ZHC4+       20080101001020100000005000m0400004310000422   
0601ZHC4+       20080101001025100000005000m0400004380000426   
0601ZHC4+       20080101001030100000005000m0400004450000431   
0601ZHC4+       20080101001035100000005000m0400004520000436   
0601ZHC4+       20080101001040100000005000m0400004580000439   
0601ZHC4+       20080101001045100000005000m0400004660000445   
0601ZHC4+       20080101001050100000005000m0400004730000449   
0601ZHC4+       20080101001055100000005000m0400004820000456   
0601ZHC4+       20080101001060100000005000m0400004900000461   
0601ZHC4+       20080101001065100000005000m0400004980000467   
0601ZHC4+       20080101001070100000005000m0400005060000472   
0601ZHC4+       20080101001075100000005000m0400005150000478   
0601ZHC4+       20080101001080100000005000m0400005230000483   
0601ZHC4+       20080101001085100000005000m0400005310000488   
0601ZHC4+       20080101001090100000005000m0400005400000494   
0601ZHC4+       20080101001095100000005000m0400005480000499   
0601ZHC4+       20080101001100100000005000m0400005560000504   
0601ZHC4+       20080101001105100000005000m0400005650000510   
0601ZHC4+       20080101001110100000005000m0400005730000515   
0601ZHC4+       20080101001115100000005000m0400005810000520   
0601ZHC4+       20080101001120100000005000m0400005900000526   
0601ZHC4+       20080101001125100000005000m0400005980000530   
0601ZHC4+       20080101001130100000005000m0400006060000535   
0601ZHC4+       20080101001135100000005000m0400006140000540   
0601ZHC4+       20080101001140100000005000m0400006220000544   
0601ZHC4+       20080101001145100000005000m0400006310000550   
0601ZHC4+       20080101001150100000005000m0400006400000555   
0601ZHC4+       20080101001155100000005000m0400006480000560   
0601ZHC4+       20080101001160100000005000m0400006560000564   
0601ZHC4+       20080101001165100000005000m0400006640000569   
0601ZHC4+       20080101001170100000005000m0400006730000574   
0601ZHC4+       20080101001175100000005000m0400006810000578   
0601ZHC4+       20080101001180100000005000m0400006900000584   
0601ZHC4+       20080101001185100000005000m0400006990000589   
0601ZHC4+       20080101001190100000005000m0400007070000593   
0601ZHC4+       20080101001195100000005000m0400007160000598   
0601ZHC4+       20080101001200100000005000m0400007240000602   
0601ZHC4+       20080101001205100000005000m0400007330000607   
0601ZHC4+       20080101001210100000005000m0400007410000611   
0601ZHC4+       20080101001215100000005000m0400007510000617   
0601ZHC4+       20080101001220100000005000m0400007590000621   
0601ZHC4+       20080101001225100000005000m0400007680000626   
0601ZHC4+       20080101001230100000005000m0400007760000630   
0601ZHC4+       20080101001235100000005000m0400007850000634   
0601ZHC4+       20080101001240100000005000m0400007940000639   
0601ZHC4+       20080101001245100000005000m0400008020000643   
0601ZHC4+       20080101001250100000005000m0400008120000648   
0601ZHC4+       20080101001255100000005000m0400008220000654   
0601ZHC4+       20080101001260100000005000m0400008300000657   
0601ZHC4+       20080101001265100000005000m0400008400000663   
0601ZHC4+       20080101001270100000005000m0400008490000667   
0601ZHC4+       20080101001275100000005000m0400008580000672   
