00UR               20081210                                                                                   
0601URC0d       20090101003385100000005000w0000066970001977   
0601URC0d       20090101003390100000005000w0000067080001977   
0601URC0d       20090101003395100000005000w0000067200001978   
0601URC0d       20090101003400100000005000w0000067330001979   
0601URC0d       20090101003405100000005000w0000067440001979   
0601URC0d       20090101003410100000005000w0000067560001980   
0601URC0d       20090101003415100000005000w0000067690001981   
0601URC0d       20090101003420100000005000w0000067800001981   
0601URC0d       20090101003425100000005000w0000067930001982   
0601URC0d       20090101003430100000005000w0000068050001983   
0601URC0d       20090101003435100000005000w0000068160001983   
0601URC0d       20090101003440100000005000w0000068300001984   
0601URC0d       20090101003445100000005000w0000068410001984   
0601URC0d       20090101003450100000005000w0000068520001985   
0601URC0d       20090101003455100000005000w0000068660001986   
0601URC0d       20090101003460100000005000w0000068770001986   
0601URC0d       20090101003465100000005000w0000068890001987   
0601URC0d       20090101003470100000005000w0000069020001988   
0601URC0d       20090101003475100000005000w0000069130001988   
0601URC0d       20090101003480100000005000w0000069260001989   
0601URC0d       20090101003485100000005000w0000069380001989   
0601URC0d       20090101003490100000005000w0000069490001990   
0601URC0d       20090101003495100000005000w0000069630001991   
0601URC0d       20090101003500100000005000w0000069740001991   
0601URC0d       20090101003505100000005000w0000069850001991   
0601URC0d       20090101003510100000005000w0000069990001993   
0601URC0d       20090101003515100000005000w0000070100001993   
0601URC0d       20090101003520100000005000w0000070220001993   
0601URC0d       20090101003525100000005000w0000070350001994   
0601URC0d       20090101003530100000005000w0000070460001995   
0601URC0d       20090101003535100000005000w0000070590001995   
0601URC0d       20090101003540100000005000w0000070710001996   
0601URC0d       20090101003545100000005000w0000070820001996   
0601URC0d       20090101003550100000005000w0000070950001997   
0601URC0d       20090101003555100000005000w0000071070001998   
0601URC0d       20090101003560100000005000w0000071180001998   
0601URC0d       20090101003565100000005000w0000071310001999   
0601URC0d       20090101003570100000005000w0000071430001999   
0601URC0d       20090101003575100000005000w0000071550002000   
0601URC0d       20090101003580100000005000w0000071680002001   
0601URC0d       20090101003585100000005000w0000071790002001   
0601URC0d       20090101003590100000005000w0000071920002002   
0601URC0d       20090101003595100000005000w0000072040002003   
0601URC0d       20090101003600100000005000w0000072150002003   
0601URC0d       20090101003605100000005000w0000072280002004   
0601URC0d       20090101003610100000005000w0000072400002004   
0601URC0d       20090101003615100000005000w0000072520002005   
0601URC0d       20090101003620100000005000w0000072640002005   
0601URC0d       20090101003625100000005000w0000072760002006   
0601URC0d       20090101003630100000005000w0000072890002007   
0601URC0d       20090101003635100000005000w0000073000002007   
0601URC0d       20090101003640100000005000w0000073120002007   
0601URC0d       20090101003645100000005000w0000073250002008   
0601URC0d       20090101003650100000005000w0000073370002009   
0601URC0d       20090101003655100000005000w0000073480002009   
0601URC0d       20090101003660100000005000w0000073610002010   
0601URC0d       20090101003665100000005000w0000073730002010   
0601URC0d       20090101003670100000005000w0000073850002011   
0601URC0d       20090101003675100000005000w0000073980002012   
0601URC0d       20090101003680100000005000w0000074090002012   
0601URC0d       20090101003685100000005000w0000074220002013   
0601URC0d       20090101003690100000005000w0000074340002013   
0601URC0d       20090101003695100000005000w0000074450002014   
0601URC0d       20090101003700100000005000w0000074580002014   
0601URC0d       20090101003705100000005000w0000074700002015   
0601URC0d       20090101003710100000005000w0000074820002015   
0601URC0d       20090101003715100000005000w0000074940002016   
0601URC0d       20090101003720100000005000w0000075060002016   
0601URC0d       20090101003725100000005000w0000075180002017   
0601URC0d       20090101003730100000005000w0000075310002018   
0601URC0d       20090101003735100000005000w0000075420002018   
0601URC0d       20090101003740100000005000w0000075550002019   
0601URC0d       20090101003745100000005000w0000075670002019   
0601URC0d       20090101003750100000005000w0000075780002019   
0601URC0d       20090101003755100000005000w0000075920002020   
0601URC0d       20090101003760100000005000w0000076030002021   
0601URC0d       20090101003765100000005000w0000076150002021   
0601URC0d       20090101003770100000005000w0000076280002022   
0601URC0d       20090101003775100000005000w0000076390002022   
0601URC0d       20090101003780100000005000w0000076520002023   
0601URC0d       20090101003785100000005000w0000076640002023   
0601URC0d       20090101003790100000005000w0000076750002024   
0601URC0d       20090101003795100000005000w0000076890002025   
0601URC0d       20090101003800100000005000w0000077000002025   
0601URC0d       20090101003805100000005000w0000077110002025   
0601URC0d       20090101003810100000005000w0000077250002026   
0601URC0d       20090101003815100000005000w0000077360002026   
0601URC0d       20090101003820100000005000w0000077490002027   
0601URC0d       20090101003825100000005000w0000077610002028   
0601URC0d       20090101003830100000005000w0000077720002028   
0601URC0d       20090101003835100000005000w0000077860002029   
0601URC0d       20090101003840100000005000w0000077970002029   
0601URC0d       20090101003845100000005000w0000078090002030   
0601URC0d       20090101003850100000005000w0000078220002030   
0601URC0d       20090101003855100000005000w0000078330002031   
0601URC0d       20090101003860100000005000w0000078460002031   
0601URC0d       20090101003865100000005000w0000078580002032   
0601URC0d       20090101003870100000005000w0000078700002032   
0601URC0d       20090101003875100000005000w0000078830002033   
0601URC0d       20090101003880100000005000w0000078940002033   
0601URC0d       20090101003885100000005000w0000079060002034   
0601URC0d       20090101003890100000005000w0000079190002034   
0601URC0d       20090101003895100000005000w0000079310002035   
0601URC0d       20090101003900100000005000w0000079420002035   
0601URC0d       20090101003905100000005000w0000079550002036   
0601URC0d       20090101003910100000005000w0000079670002036   
0601URC0d       20090101003915100000005000w0000079790002037   
0601URC0d       20090101003920100000005000w0000079920002037   
0601URC0d       20090101003925100000005000w0000080030002038   
0601URC0d       20090101003930100000005000w0000080160002038   
0601URC0d       20090101003935100000005000w0000080280002039   
0601URC0d       20090101003940100000005000w0000080390002039   
0601URC0d       20090101003945100000005000w0000080530002040   
0601URC0d       20090101003950100000005000w0000080640002040   
0601URC0d       20090101003955100000005000w0000080750002040   
0601URC0d       20090101003960100000005000w0000080890002041   
0601URC0d       20090101003965100000005000w0000081000002042   
0601URC0d       20090101003970100000005000w0000081130002042   
0601URC0d       20090101003975100000005000w0000081250002043   
0601URC0d       20090101003980100000005000w0000081370002043   
0601URC0d       20090101003985100000005000w0000081500002044   
0601URC0d       20090101003990100000005000w0000081610002044   
0601URC0d       20090101003995100000005000w0000081730002045   
0601URC0d       20090101004000100000005000w0000081860002045   
0601URC0d       20090101004005100000005000w0000081980002046   
0601URC0d       20090101004010100000005000w0000082100002046   
0601URC0d       20090101004015100000005000w0000082220002047   
0601URC0d       20090101004020100000005000w0000082340002047   
0601URC0d       20090101004025100000005000w0000082470002048   
0601URC0d       20090101004030100000005000w0000082590002048   
0601URC0d       20090101004035100000005000w0000082700002048   
0601URC0d       20090101004040100000005000w0000082840002049   
0601URC0d       20090101004045100000005000w0000082950002049   
0601URC0d       20090101004050100000005000w0000083060002050   
0601URC0d       20090101004055100000005000w0000083200002051   
0601URC0d       20090101004060100000005000w0000083310002051   
0601URC0d       20090101004065100000005000w0000083440002051   
0601URC0d       20090101004070100000005000w0000083560002052   
0601URC0d       20090101004075100000005000w0000083680002052   
0601URC0d       20090101004080100000005000w0000083810002053   
0601URC0d       20090101004085100000005000w0000083920002053   
0601URC0d       20090101004090100000005000w0000084040002054   
0601URC0d       20090101004095100000005000w0000084170002054   
0601URC0d       20090101004100100000005000w0000084290002055   
0601URC0d       20090101004105100000005000w0000084410002055   
0601URC0d       20090101004110100000005000w0000084540002056   
0601URC0d       20090101004115100000005000w0000084650002056   
0601URC0d       20090101004120100000005000w0000084770002056   
0601URC0d       20090101004125100000005000w0000084900002057   
0601URC0d       20090101004130100000005000w0000085010002057   
0601URC0d       20090101004135100000005000w0000085150002058   
0601URC0d       20090101004140100000005000w0000085260002058   
0601URC0d       20090101004145100000005000w0000085380002059   
0601URC0d       20090101004150100000005000w0000085510002059   
0601URC0d       20090101004155100000005000w0000085620002059   
0601URC0d       20090101004160100000005000w0000085750002060   
0601URC0d       20090101004165100000005000w0000085870002060   
0601URC0d       20090101004170100000005000w0000085990002061   
0601URC0d       20090101004175100000005000w0000086120002062   
0601URC0d       20090101004180100000005000w0000086240002062   
0601URC0d       20090101004185100000005000w0000086350002062   
0601URC0d       20090101004190100000005000w0000086480002063   
0601URC0d       20090101004195100000005000w0000086600002063   
0601URC0d       20090101004200100000005000w0000086710002063   
0601URC0d       20090101004205100000005000w0000086850002064   
0601URC0d       20090101004210100000005000w0000086960002064   
0601URC0d       20090101004215100000005000w0000087090002065   
0601URC0d       20090101004220100000005000w0000087210002065   
0601URC0d       20090101004225100000005000w0000087320002066   
0601URC0d       20090101004230100000005000w0000087460002066   
0601URC0d       20090101004235100000005000w0000087570002067   
0601URC0d       20090101004240100000005000w0000087690002067   
0601URC0d       20090101004245100000005000w0000087820002068   
0601URC0d       20090101004250100000005000w0000087940002068   
0601URC0d       20090101004255100000005000w0000088060002068   
0601URC0d       20090101004260100000005000w0000088190002069   
0601URC0d       20090101004265100000005000w0000088300002069   
0601URC0d       20090101004270100000005000w0000088440002070   
0601URC0d       20090101004275100000005000w0000088550002070   
0601URC0d       20090101004280100000005000w0000088660002070   
0601URC0d       20090101004285100000005000w0000088800002071   
0601URC0d       20090101004290100000005000w0000088910002071   
0601URC0d       20090101004295100000005000w0000089030002072   
0601URC0d       20090101004300100000005000w0000089160002072   
0601URC0d       20090101004305100000005000w0000089280002073   
0601URC0d       20090101004310100000005000w0000089400002073   
0601URC0d       20090101004315100000005000w0000089520002073   
0601URC0d       20090101004320100000005000w0000089640002074   
0601URC0d       20090101004325100000005000w0000089770002074   
0601URC0d       20090101004330100000005000w0000089890002075   
0601URC0d       20090101004335100000005000w0000090000002075   
0601URC0d       20090101004340100000005000w0000090140002076   
0601URC0d       20090101004345100000005000w0000090250002076   
0601URC0d       20090101004350100000005000w0000090370002076   
0601URC0d       20090101004355100000005000w0000090500002077   
0601URC0d       20090101004360100000005000w0000090620002077   
0601URC0d       20090101004365100000005000w0000090740002078   
0601URC0d       20090101004370100000005000w0000090860002078   
0601URC0d       20090101004375100000005000w0000090980002078   
0601URC0d       20090101004380100000005000w0000091110002079   
0601URC0d       20090101004385100000005000w0000091230002079   
0601URC0d       20090101004390100000005000w0000091340002079   
0601URC0d       20090101004395100000005000w0000091480002080   
0601URC0d       20090101004400100000005000w0000091590002080   
0601URC0d       20090101004405100000005000w0000091720002081   
0601URC0d       20090101004410100000005000w0000091840002081   
0601URC0d       20090101004415100000005000w0000091960002082   
0601URC0d       20090101004420100000005000w0000092090002082   
0601URC0d       20090101004425100000005000w0000092200002082   
0601URC0d       20090101004430100000005000w0000092320002083   
0601URC0d       20090101004435100000005000w0000092450002083   
0601URC0d       20090101004440100000005000w0000092570002084   
0601URC0d       20090101004445100000005000w0000092680002084   
0601URC0d       20090101004450100000005000w0000092820002085   
0601URC0d       20090101004455100000005000w0000092930002085   
0601URC0d       20090101004460100000005000w0000093060002085   
0601URC0d       20090101004465100000005000w0000093180002086   
0601URC0d       20090101004470100000005000w0000093300002086   
0601URC0d       20090101004475100000005000w0000093430002087   
0601URC0d       20090101004480100000005000w0000093550002087   
0601URC0d       20090101004485100000005000w0000093660002087   
0601URC0d       20090101004490100000005000w0000093800002088   
0601URC0d       20090101004495100000005000w0000093910002088   
0601URC0d       20090101004500100000005000w0000094020002088   
0601URC0d       20090101004505100000005000w0000094160002089   
0601URC0d       20090101004510100000005000w0000094270002089   
0601URC0d       20090101004515100000005000w0000094400002090   
0601URC0d       20090101004520100000005000w0000094520002090   
0601URC0d       20090101004525100000005000w0000094640002090   
0601URC0d       20090101004530100000005000w0000094770002091   
0601URC0d       20090101004535100000005000w0000094890002091   
0601URC0d       20090101004540100000005000w0000095000002091   
0601URC0d       20090101004545100000005000w0000095140002092   
0601URC0d       20090101004550100000005000w0000095250002092   
0601URC0d       20090101004555100000005000w0000095380002093   
0601URC0d       20090101004560100000005000w0000095500002093   
0601URC0d       20090101004565100000005000w0000095620002093   
0601URC0d       20090101004570100000005000w0000095750002094   
0601URC0d       20090101004575100000005000w0000095860002094   
0601URC0d       20090101004580100000005000w0000095980002094   
0601URC0d       20090101004585100000005000w0000096110002095   
0601URC0d       20090101004590100000005000w0000096230002095   
0601URC0d       20090101004595100000005000w0000096340002095   
0601URC0d       20090101004600100000005000w0000096480002096   
0601URC0d       20090101004605100000005000w0000096590002096   
0601URC0d       20090101004610100000005000w0000096720002097   
0601URC0d       20090101004615100000005000w0000096840002097   
0601URC0d       20090101004620100000005000w0000096960002098   
0601URC0d       20090101004625100000005000w0000097090002098   
0601URC0d       20090101004630100000005000w0000097210002098   
0601URC0d       20090101004635100000005000w0000097320002099   
0601URC0d       20090101004640100000005000w0000097460002099   
0601URC0d       20090101004645100000005000w0000097570002099   
0601URC0d       20090101004650100000005000w0000097700002100   
0601URC0d       20090101004655100000005000w0000097820002100   
0601URC0d       20090101004660100000005000w0000097940002101   
0601URC0d       20090101004665100000005000w0000098060002101   
0601URC0d       20090101004670100000005000w0000098180002101   
0601URC0d       20090101004675100000005000w0000098300002102   
0601URC0d       20090101004680100000005000w0000098440002102   
0601URC0d       20090101004685100000005000w0000098550002102   
0601URC0d       20090101004690100000005000w0000098660002103   
0601URC0d       20090101004695100000005000w0000098800002103   
0601URC0d       20090101004700100000005000w0000098910002103   
0601URC0d       20090101004705100000005000w0000099040002104   
0601URC0d       20090101004710100000005000w0000099160002104   
0601URC0d       20090101004715100000005000w0000099280002105   
0601URC0d       20090101004720100000005000w0000099410002105   
0601URC0d       20090101004725100000005000w0000099530002105   
0601URC0d       20090101004730100000005000w0000099640002105   
0601URC0d       20090101004735100000005000w0000099780002106   
0601URC0d       20090101004740100000005000w0000099890002106   
0601URC0d       20090101004745100000005000w0000100010002107   
0601URC0d       20090101004750100000005000w0000100140002107   
0601URC0d       20090101004755100000005000w0000100260002107   
0601URC0d       20090101004760100000005000w0000100380002108   
0601URC0d       20090101004765100000005000w0000100510002108   
0601URC0d       20090101004770100000005000w0000100620002108   
0601URC0d       20090101004775100000005000w0000100760002109   
0601URC0d       20090101004780100000005000w0000100870002109   
0601URC0d       20090101004785100000005000w0000100990002109   
0601URC0d       20090101004790100000005000w0000101120002110   
0601URC0d       20090101004795100000005000w0000101240002110   
0601URC0d       20090101004800100000005000w0000101360002111   
0601URC0d       20090101004805100000005000w0000101490002111   
0601URC0d       20090101004810100000005000w0000101600002111   
0601URC0d       20090101004815100000005000w0000101740002112   
0601URC0d       20090101004820100000005000w0000101850002112   
0601URC0d       20090101004825100000005000w0000101970002112   
0601URC0d       20090101004830100000005000w0000102100002113   
0601URC0d       20090101004835100000005000w0000102220002113   
0601URC0d       20090101004840100000005000w0000102330002113   
0601URC0d       20090101004845100000005000w0000102470002114   
0601URC0d       20090101004850100000005000w0000102580002114   
0601URC0d       20090101004855100000005000w0000102700002114   
0601URC0d       20090101004860100000005000w0000102830002115   
0601URC0d       20090101004865100000005000w0000102940002115   
0601URC0d       20090101004870100000005000w0000103080002116   
0601URC0d       20090101004875100000005000w0000103200002116   
0601URC0d       20090101004880100000005000w0000103310002116   
0601URC0d       20090101004885100000005000w0000103450002117   
0601URC0d       20090101004890100000005000w0000103560002117   
0601URC0d       20090101004895100000005000w0000103670002117   
0601URC0d       20090101004900100000005000w0000103810002117   
0601URC0d       20090101004905100000005000w0000103920002118   
0601URC0d       20090101004910100000005000w0000104050002118   
0601URC0d       20090101004915100000005000w0000104180002119   
0601URC0d       20090101004920100000005000w0000104290002119   
0601URC0d       20090101004925100000005000w0000104420002119   
0601URC0d       20090101004930100000005000w0000104540002119   
0601URC0d       20090101004935100000005000w0000104650002119   
0601URC0d       20090101004940100000005000w0000104790002120   
0601URC0d       20090101004945100000005000w0000104900002120   
0601URC0d       20090101004950100000005000w0000105030002121   
0601URC0d       20090101004955100000005000w0000105150002121   
0601URC0d       20090101004960100000005000w0000105270002121   
0601URC0d       20090101004965100000005000w0000105400002122   
0601URC0d       20090101004970100000005000w0000105520002122   
0601URC0d       20090101004975100000005000w0000105630002122   
0601URC0d       20090101004980100000005000w0000105770002123   
0601URC0d       20090101004985100000005000w0000105880002123   
0601URC0d       20090101004990100000005000w0000106000002123   
0601URC0d       20090101004995100000005000w0000106130002124   
0601URC0d       20090101005000100000100000w0000106250002124   
0601URC0d       20090101005100100000100000w0000108700002130   
0601URC0d       20090101005200100000100000w0000111150002136   
0601URC0d       20090101005300100000100000w0000113600002142   
0601URC0d       20090101005400100000100000w0000116050002148   
0601URC0d       20090101005500100000100000w0000118510002154   
0601URC0d       20090101005600100000100000w0000120950002159   
0601URC0d       20090101005700100000100000w0000123410002164   
0601URC0d       20090101005800100000100000w0000125870002169   
0601URC0d       20090101005900100000100000w0000128320002174   
0601URC0d       20090101006000100000100000w0000130780002179   
0601URC0d       20090101006100100000100000w0000133240002183   
0601URC0d       20090101006200100000100000w0000135690002188   
0601URC0d       20090101006300100000100000w0000138170002192   
0601URC0d       20090101006400100000100000w0000140620002196   
0601URC0d       20090101006500100000100000w0000143070002200   
0601URC0d       20090101006600100000100000w0000145550002204   
0601URC0d       20090101006700100000100000w0000148000002208   
0601URC0d       20090101006800100000100000w0000150460002212   
0601URC0d       20090101006900100000100000w0000152930002216   
0601URC0d       20090101007000100000100000w0000155390002219   
0601URC0d       20090101007100100000100000w0000157850002222   
0601URC0d       20090101007200100000100000w0000160330002226   
0601URC0d       20090101007300100000100000w0000162780002229   
0601URC0d       20090101007400100000100000w0000165240002232   
0601URC0d       20090101007500100000100000w0000167720002236   
0601URC0d       20090101007600100000100000w0000170180002238   
0601URC0d       20090101007700100000100000w0000172540002240   
0601URC0d       20090101007800100000100000w0000174890002241   
0601URC0d       20090101007900100000100000w0000177220002243   
0601URC0d       20090101008000100000100000w0000179560002244   
0601URC0d       20090101008100100000100000w0000181920002245   
0601URC0d       20090101008200100000100000w0000184250002246   
0601URC0d       20090101008300100000100000w0000186590002247   
0601URC0d       20090101008400100000100000w0000188940002249   
0601URC0d       20090101008500100000100000w0000191280002250   
0601URC0d       20090101008600100000100000w0000193620002251   
0601URC0d       20090101008700100000100000w0000195970002252   
0601URC0d       20090101008800100000100000w0000198310002253   
0601URC0d       20090101008900100000100000w0000200640002254   
0601URC0d       20090101009000100000100000w0000203000002255   
0601URC0d       20090101009100100000100000w0000205340002256   
0601URC0d       20090101009200100000100000w0000207670002257   
0601URC0d       20090101009300100000100000w0000210030002258   
0601URC0d       20090101009400100000100000w0000212370002259   
0601URC0d       20090101009500100000100000w0000214710002260   
0601URC0d       20090101009600100000100000w0000217060002260   
0601URC0d       20090101009700100000100000w0000219400002261   
0601URC0d       20090101009800100000100000w0000221750002262   
0601URC0d       20090101009900100000100000w0000224100002263   
0601URC0+       20090101000000100000005000m0000000080003200   
0601URC0+       20090101000005100000005000m0000000080001067   
0601URC0+       20090101000010100000005000m0000000080000640   
0601URC0+       20090101000015100000005000m0000000080000457   
0601URC0+       20090101000020100000005000m0000000080000356   
0601URC0+       20090101000025100000005000m0000000080000291   
0601URC0+       20090101000030100000005000m0000000080000246   
0601URC0+       20090101000035100000005000m0000000080000213   
0601URC0+       20090101000040100000005000m0000000080000188   
0601URC0+       20090101000045100000005000m0000000080000168   
0601URC0+       20090101000050100000005000m0000000080000152   
0601URC0+       20090101000055100000005000m0000000080000139   
0601URC0+       20090101000060100000005000m0000000080000128   
0601URC0+       20090101000065100000005000m0000000080000119   
0601URC0+       20090101000070100000005000m0000000080000110   
0601URC0+       20090101000075100000005000m0000000080000103   
0601URC0+       20090101000080100000005000m0000000080000097   
0601URC0+       20090101000085100000005000m0000000080000091   
0601URC0+       20090101000090100000005000m0000000080000086   
0601URC0+       20090101000095100000005000m0000000080000082   
0601URC0+       20090101000100100000005000m0000000080000078   
0601URC0+       20090101000105100000005000m0000000080000074   
0601URC0+       20090101000110100000005000m0000000080000071   
0601URC0+       20090101000115100000005000m0000000080000068   
0601URC0+       20090101000120100000005000m0000000080000065   
0601URC0+       20090101000125100000005000m0000000080000063   
0601URC0+       20090101000130100000005000m0000000080000060   
0601URC0+       20090101000135100000005000m0000000080000058   
0601URC0+       20090101000140100000005000m0000000080000056   
0601URC0+       20090101000145100000005000m0000000080000054   
0601URC0+       20090101000150100000005000m0000000080000052   
0601URC0+       20090101000155100000005000m0000000080000051   
0601URC0+       20090101000160100000005000m0000000080000049   
0601URC0+       20090101000165100000005000m0000000080000048   
0601URC0+       20090101000170100000005000m0000000080000046   
0601URC0+       20090101000175100000005000m0000000080000045   
0601URC0+       20090101000180100000005000m0000000080000044   
0601URC0+       20090101000185100000005000m0000000080000043   
0601URC0+       20090101000190100000005000m0000000080000042   
0601URC0+       20090101000195100000005000m0000000080000041   
0601URC0+       20090101000200100000005000m0000000080000040   
0601URC0+       20090101000205100000005000m0000000080000039   
0601URC0+       20090101000210100000005000m0000000080000038   
0601URC0+       20090101000215100000005000m0000000080000037   
0601URC0+       20090101000220100000005000m0000000080000036   
0601URC0+       20090101000225100000005000m0000000080000035   
0601URC0+       20090101000230100000005000m0000000080000034   
0601URC0+       20090101000235100000005000m0000000110000046   
0601URC0+       20090101000240100000005000m0000000180000074   
0601URC0+       20090101000245100000005000m0000000250000101   
0601URC0+       20090101000250100000005000m0000000320000127   
0601URC0+       20090101000255100000005000m0000000390000151   
0601URC0+       20090101000260100000005000m0000000460000175   
0601URC0+       20090101000265100000005000m0000000520000194   
0601URC0+       20090101000270100000005000m0000000600000220   
0601URC0+       20090101000275100000005000m0000000670000241   
0601URC0+       20090101000280100000005000m0000000730000258   
0601URC0+       20090101000285100000005000m0000000800000278   
0601URC0+       20090101000290100000005000m0000000880000301   
0601URC0+       20090101000295100000005000m0000000940000316   
0601URC0+       20090101000300100000005000m0000001010000334   
0601URC0+       20090101000305100000005000m0000001080000351   
0601URC0+       20090101000310100000005000m0000001160000371   
0601URC0+       20090101000315100000005000m0000001220000384   
0601URC0+       20090101000320100000005000m0000001310000406   
0601URC0+       20090101000325100000005000m0000001380000421   
0601URC0+       20090101000330100000005000m0000001450000436   
0601URC0+       20090101000335100000005000m0000001530000453   
0601URC0+       20090101000340100000005000m0000001600000467   
0601URC0+       20090101000345100000005000m0000001670000481   
0601URC0+       20090101000350100000005000m0000001750000496   
0601URC0+       20090101000355100000005000m0000001820000509   
0601URC0+       20090101000360100000005000m0000001900000524   
0601URC0+       20090101000365100000005000m0000001970000536   
0601URC0+       20090101000370100000005000m0000002040000548   
0601URC0+       20090101000375100000005000m0000002120000562   
0601URC0+       20090101000380100000005000m0000002190000573   
0601URC0+       20090101000385100000005000m0000002260000583   
0601URC0+       20090101000390100000005000m0000002340000596   
0601URC0+       20090101000395100000005000m0000002420000609   
0601URC0+       20090101000400100000005000m0000002480000616   
0601URC0+       20090101000405100000005000m0000002560000628   
0601URC0+       20090101000410100000005000m0000002640000640   
0601URC0+       20090101000415100000005000m0000002700000647   
0601URC0+       20090101000420100000005000m0000002780000658   
0601URC0+       20090101000425100000005000m0000002860000669   
0601URC0+       20090101000430100000005000m0000002930000677   
0601URC0+       20090101000435100000005000m0000003010000688   
0601URC0+       20090101000440100000005000m0000003090000698   
0601URC0+       20090101000445100000005000m0000003170000708   
0601URC0+       20090101000450100000005000m0000003240000716   
0601URC0+       20090101000455100000005000m0000003320000726   
0601URC0+       20090101000460100000005000m0000003400000735   
0601URC0+       20090101000465100000005000m0000003480000744   
0601URC0+       20090101000470100000005000m0000003560000753   
0601URC0+       20090101000475100000005000m0000003640000762   
0601URC0+       20090101000480100000005000m0000003730000773   
0601URC0+       20090101000485100000005000m0000003810000782   
0601URC0+       20090101000490100000005000m0000003890000790   
0601URC0+       20090101000495100000005000m0000003980000800   
0601URC0+       20090101000500100000005000m0000004050000806   
0601URC0+       20090101000505100000005000m0000004140000816   
0601URC0+       20090101000510100000005000m0000004220000823   
0601URC0+       20090101000515100000005000m0000004300000831   
0601URC0+       20090101000520100000005000m0000004380000838   
0601URC0+       20090101000525100000005000m0000004470000847   
0601URC0+       20090101000530100000005000m0000004550000854   
0601URC0+       20090101000535100000005000m0000004630000861   
0601URC0+       20090101000540100000005000m0000004710000868   
0601URC0+       20090101000545100000005000m0000004800000877   
0601URC0+       20090101000550100000005000m0000004880000883   
0601URC0+       20090101000555100000005000m0000004960000890   
0601URC0+       20090101000560100000005000m0000005050000898   
0601URC0+       20090101000565100000005000m0000005140000906   
0601URC0+       20090101000570100000005000m0000005220000912   
0601URC0+       20090101000575100000005000m0000005300000918   
0601URC0+       20090101000580100000005000m0000005390000925   
0601URC0+       20090101000585100000005000m0000005470000931   
0601URC0+       20090101000590100000005000m0000005560000938   
0601URC0+       20090101000595100000005000m0000005650000946   
0601URC0+       20090101000600100000005000m0000005730000951   
0601URC0+       20090101000605100000005000m0000005820000958   
0601URC0+       20090101000610100000005000m0000005910000965   
0601URC0+       20090101000615100000005000m0000005980000968   
0601URC0+       20090101000620100000005000m0000006040000970   
0601URC0+       20090101000625100000005000m0000006120000975   
0601URC0+       20090101000630100000005000m0000006190000979   
0601URC0+       20090101000635100000005000m0000006260000982   
0601URC0+       20090101000640100000005000m0000006330000985   
0601URC0+       20090101000645100000005000m0000006400000988   
0601URC0+       20090101000650100000005000m0000006470000992   
0601URC0+       20090101000655100000005000m0000006540000995   
0601URC0+       20090101000660100000005000m0000006610000998   
0601URC0+       20090101000665100000005000m0000006690001002   
0601URC0+       20090101000670100000005000m0000006760001005   
0601URC0+       20090101000675100000005000m0000006840001010   
0601URC0+       20090101000680100000005000m0000006910001012   
0601URC0+       20090101000685100000005000m0000006980001015   
0601URC0+       20090101000690100000005000m0000007060001019   
0601URC0+       20090101000695100000005000m0000007130001022   
0601URC0+       20090101000700100000005000m0000007200001025   
0601URC0+       20090101000705100000005000m0000007280001029   
0601URC0+       20090101000710100000005000m0000007350001032   
0601URC0+       20090101000715100000005000m0000007430001036   
0601URC0+       20090101000720100000005000m0000007500001038   
0601URC0+       20090101000725100000005000m0000007580001042   
0601URC0+       20090101000730100000005000m0000007650001044   
0601URC0+       20090101000735100000005000m0000007730001048   
0601URC0+       20090101000740100000005000m0000007810001052   
0601URC0+       20090101000745100000005000m0000007880001054   
0601URC0+       20090101000750100000005000m0000007960001058   
0601URC0+       20090101000755100000005000m0000008030001060   
0601URC0+       20090101000760100000005000m0000008110001064   
0601URC0+       20090101000765100000005000m0000008180001066   
0601URC0+       20090101000770100000005000m0000008260001069   
0601URC0+       20090101000775100000005000m0000008340001073   
0601URC0+       20090101000780100000005000m0000008410001075   
0601URC0+       20090101000785100000005000m0000008490001078   
0601URC0+       20090101000790100000005000m0000008560001080   
0601URC0+       20090101000795100000005000m0000008650001085   
0601URC0+       20090101000800100000005000m0000008720001087   
0601URC0+       20090101000805100000005000m0000008800001090   
0601URC0+       20090101000810100000005000m0000008880001093   
0601URC0+       20090101000815100000005000m0000008970001097   
0601URC0+       20090101000820100000005000m0000009050001100   
0601URC0+       20090101000825100000005000m0000009130001103   
0601URC0+       20090101000830100000005000m0000009210001106   
0601URC0+       20090101000835100000005000m0000009290001109   
0601URC0+       20090101000840100000005000m0000009370001112   
0601URC0+       20090101000845100000005000m0000009450001115   
0601URC0+       20090101000850100000005000m0000009530001118   
0601URC0+       20090101000855100000005000m0000009610001121   
0601URC0+       20090101000860100000005000m0000009690001123   
0601URC0+       20090101000865100000005000m0000009770001126   
0601URC0+       20090101000870100000005000m0000009850001129   
0601URC0+       20090101000875100000005000m0000009930001132   
0601URC0+       20090101000880100000005000m0000010010001134   
0601URC0+       20090101000885100000005000m0000010090001137   
0601URC0+       20090101000890100000005000m0000010180001141   
0601URC0+       20090101000895100000005000m0000010260001143   
0601URC0+       20090101000900100000005000m0000010340001146   
0601URC0+       20090101000905100000005000m0000010430001149   
0601URC0+       20090101000910100000005000m0000010510001152   
0601URC0+       20090101000915100000005000m0000010600001155   
0601URC0+       20090101000920100000005000m0000010680001158   
0601URC0+       20090101000925100000005000m0000010760001160   
