00SZ               20081218                                                                                   
0601SZC2+       20090101003385100000005000m0200053880001591   
0601SZC2+       20090101003390100000005000m0200053990001591   
0601SZC2+       20090101003395100000005000m0200054100001592   
0601SZC2+       20090101003400100000005000m0200054200001593   
0601SZC2+       20090101003405100000005000m0200054320001594   
0601SZC2+       20090101003410100000005000m0200054420001595   
0601SZC2+       20090101003415100000005000m0200054520001595   
0601SZC2+       20090101003420100000005000m0200054640001596   
0601SZC2+       20090101003425100000005000m0200054740001597   
0601SZC2+       20090101003430100000005000m0200054850001598   
0601SZC2+       20090101003435100000005000m0200054960001599   
0601SZC2+       20090101003440100000005000m0200055060001599   
0601SZC2+       20090101003445100000005000m0200055170001600   
0601SZC2+       20090101003450100000005000m0200055280001601   
0601SZC2+       20090101003455100000005000m0200055380001602   
0601SZC2+       20090101003460100000005000m0200055500001603   
0601SZC2+       20090101003465100000005000m0200055600001603   
0601SZC2+       20090101003470100000005000m0200055710001604   
0601SZC2+       20090101003475100000005000m0200055820001605   
0601SZC2+       20090101003480100000005000m0200055930001606   
0601SZC2+       20090101003485100000005000m0200056030001607   
0601SZC2+       20090101003490100000005000m0200056150001608   
0601SZC2+       20090101003495100000005000m0200056250001608   
0601SZC2+       20090101003500100000005000m0200056370001609   
0601SZC2+       20090101003505100000005000m0200056470001610   
0601SZC2+       20090101003510100000005000m0200056570001611   
0601SZC2+       20090101003515100000005000m0200056690001612   
0601SZC2+       20090101003520100000005000m0200056790001612   
0601SZC2+       20090101003525100000005000m0200056900001613   
0601SZC2+       20090101003530100000005000m0200057010001614   
0601SZC2+       20090101003535100000005000m0200057110001614   
0601SZC2+       20090101003540100000005000m0200057220001615   
0601SZC2+       20090101003545100000005000m0200057330001616   
0601SZC2+       20090101003550100000005000m0200057430001617   
0601SZC2+       20090101003555100000005000m0200057550001618   
0601SZC2+       20090101003560100000005000m0200057650001618   
0601SZC2+       20090101003565100000005000m0200057750001619   
0601SZC2+       20090101003570100000005000m0200057870001620   
0601SZC2+       20090101003575100000005000m0200057970001620   
0601SZC2+       20090101003580100000005000m0200058080001621   
0601SZC2+       20090101003585100000005000m0200058190001622   
0601SZC2+       20090101003590100000005000m0200058300001623   
0601SZC2+       20090101003595100000005000m0200058410001624   
0601SZC2+       20090101003600100000005000m0200058520001624   
0601SZC2+       20090101003605100000005000m0200058620001625   
0601SZC2+       20090101003610100000005000m0200058740001626   
0601SZC2+       20090101003615100000005000m0200058840001627   
0601SZC2+       20090101003620100000005000m0200058950001627   
0601SZC2+       20090101003625100000005000m0200059060001628   
0601SZC2+       20090101003630100000005000m0200059160001629   
0601SZC2+       20090101003635100000005000m0200059270001629   
0601SZC2+       20090101003640100000005000m0200059380001630   
0601SZC2+       20090101003645100000005000m0200059480001631   
0601SZC2+       20090101003650100000005000m0200059600001632   
0601SZC2+       20090101003655100000005000m0200059700001632   
0601SZC2+       20090101003660100000005000m0200059810001633   
0601SZC2+       20090101003665100000005000m0200059920001634   
0601SZC2+       20090101003670100000005000m0200060030001635   
0601SZC2+       20090101003675100000005000m0200060130001635   
0601SZC2+       20090101003680100000005000m0200060250001636   
0601SZC2+       20090101003685100000005000m0200060350001637   
0601SZC2+       20090101003690100000005000m0200060460001637   
0601SZC2+       20090101003695100000005000m0200060570001638   
0601SZC2+       20090101003700100000005000m0200060670001639   
0601SZC2+       20090101003705100000005000m0200060790001640   
0601SZC2+       20090101003710100000005000m0200060890001640   
0601SZC2+       20090101003715100000005000m0200060990001641   
0601SZC2+       20090101003720100000005000m0200061110001642   
0601SZC2+       20090101003725100000005000m0200061210001642   
0601SZC2+       20090101003730100000005000m0200061320001643   
0601SZC2+       20090101003735100000005000m0200061440001644   
0601SZC2+       20090101003740100000005000m0200061540001644   
0601SZC2+       20090101003745100000005000m0200061660001645   
0601SZC2+       20090101003750100000005000m0200061760001646   
0601SZC2+       20090101003755100000005000m0200061860001646   
0601SZC2+       20090101003760100000005000m0200061980001647   
0601SZC2+       20090101003765100000005000m0200062080001648   
0601SZC2+       20090101003770100000005000m0200062190001649   
0601SZC2+       20090101003775100000005000m0200062300001649   
0601SZC2+       20090101003780100000005000m0200062410001650   
0601SZC2+       20090101003785100000005000m0200062520001651   
0601SZC2+       20090101003790100000005000m0200062630001651   
0601SZC2+       20090101003795100000005000m0200062730001652   
0601SZC2+       20090101003800100000005000m0200062850001653   
0601SZC2+       20090101003805100000005000m0200062950001653   
0601SZC2+       20090101003810100000005000m0200063050001654   
0601SZC2+       20090101003815100000005000m0200063170001655   
0601SZC2+       20090101003820100000005000m0200063270001655   
0601SZC2+       20090101003825100000005000m0200063380001656   
0601SZC2+       20090101003830100000005000m0200063500001657   
0601SZC2+       20090101003835100000005000m0200063600001657   
0601SZC2+       20090101003840100000005000m0200063710001658   
0601SZC2+       20090101003845100000005000m0200063820001659   
0601SZC2+       20090101003850100000005000m0200063920001659   
0601SZC2+       20090101003855100000005000m0200064040001660   
0601SZC2+       20090101003860100000005000m0200064140001661   
0601SZC2+       20090101003865100000005000m0200064250001661   
0601SZC2+       20090101003870100000005000m0200064360001662   
0601SZC2+       20090101003875100000005000m0200064460001662   
0601SZC2+       20090101003880100000005000m0200064570001663   
0601SZC2+       20090101003885100000005000m0200064680001664   
0601SZC2+       20090101003890100000005000m0200064770001664   
0601SZC2+       20090101003895100000005000m0200064890001665   
0601SZC2+       20090101003900100000005000m0200064990001665   
0601SZC2+       20090101003905100000005000m0200065090001666   
0601SZC2+       20090101003910100000005000m0200065200001666   
0601SZC2+       20090101003915100000005000m0200065300001667   
0601SZC2+       20090101003920100000005000m0200065410001668   
0601SZC2+       20090101003925100000005000m0200065520001668   
0601SZC2+       20090101003930100000005000m0200065620001669   
0601SZC2+       20090101003935100000005000m0200065720001669   
0601SZC2+       20090101003940100000005000m0200065830001670   
0601SZC2+       20090101003945100000005000m0200065930001670   
0601SZC2+       20090101003950100000005000m0200066050001671   
0601SZC2+       20090101003955100000005000m0200066150001672   
0601SZC2+       20090101003960100000005000m0200066240001672   
0601SZC2+       20090101003965100000005000m0200066360001673   
0601SZC2+       20090101003970100000005000m0200066460001673   
0601SZC2+       20090101003975100000005000m0200066570001674   
0601SZC2+       20090101003980100000005000m0200066670001674   
0601SZC2+       20090101003985100000005000m0200066770001674   
0601SZC2+       20090101003990100000005000m0200066880001675   
0601SZC2+       20090101003995100000005000m0200066990001676   
0601SZC2+       20090101004000100002000000m0200000000001763   
0601SZC2+       20090101006000100002000000m0200000000001866   
0601SZC2+       20090101008000100002000000m0200000000001910   
0601SZC3+       20090101000000100000050000m0300000000000000   
0601SZC3+       20090101000050100000005000m0300000000000000   
0601SZC3+       20090101000055100000005000m0300000000000000   
0601SZC3+       20090101000060100000005000m0300000000000000   
0601SZC3+       20090101000065100000005000m0300000000000000   
0601SZC3+       20090101000070100000005000m0300000000000000   
0601SZC3+       20090101000075100000005000m0300000000000000   
0601SZC3+       20090101000080100000005000m0300000000000000   
0601SZC3+       20090101000085100000005000m0300000000000000   
0601SZC3+       20090101000090100000005000m0300000000000000   
0601SZC3+       20090101000095100000005000m0300000000000000   
0601SZC3+       20090101000100100000005000m0300000000000000   
0601SZC3+       20090101000105100000005000m0300000000000000   
0601SZC3+       20090101000110100000005000m0300000000000000   
0601SZC3+       20090101000115100000005000m0300000000000000   
0601SZC3+       20090101000120100000005000m0300000000000000   
0601SZC3+       20090101000125100000005000m0300000000000000   
0601SZC3+       20090101000130100000005000m0300000000000000   
0601SZC3+       20090101000135100000005000m0300000000000000   
0601SZC3+       20090101000140100000005000m0300000000000000   
0601SZC3+       20090101000145100000005000m0300000000000000   
0601SZC3+       20090101000150100000005000m0300000000000000   
0601SZC3+       20090101000155100000005000m0300000000000000   
0601SZC3+       20090101000160100000005000m0300000000000000   
0601SZC3+       20090101000165100000005000m0300000000000000   
0601SZC3+       20090101000170100000005000m0300000000000000   
0601SZC3+       20090101000175100000005000m0300000000000000   
0601SZC3+       20090101000180100000005000m0300000000000000   
0601SZC3+       20090101000185100000005000m0300000000000000   
0601SZC3+       20090101000190100000005000m0300000000000000   
0601SZC3+       20090101000195100000005000m0300000000000000   
0601SZC3+       20090101000200100000005000m0300000000000000   
0601SZC3+       20090101000205100000005000m0300000000000000   
0601SZC3+       20090101000210100000005000m0300000000000000   
0601SZC3+       20090101000215100000005000m0300000000000000   
0601SZC3+       20090101000220100000005000m0300000000000000   
0601SZC3+       20090101000225100000005000m0300000000000000   
0601SZC3+       20090101000230100000005000m0300000000000000   
0601SZC3+       20090101000235100000005000m0300000000000000   
0601SZC3+       20090101000240100000005000m0300000000000000   
0601SZC3+       20090101000245100000005000m0300000000000000   
0601SZC3+       20090101000250100000005000m0300000000000000   
0601SZC3+       20090101000255100000005000m0300000000000000   
0601SZC3+       20090101000260100000005000m0300000000000000   
0601SZC3+       20090101000265100000005000m0300000000000000   
0601SZC3+       20090101000270100000005000m0300000000000000   
0601SZC3+       20090101000275100000005000m0300000000000000   
0601SZC3+       20090101000280100000005000m0300000000000000   
0601SZC3+       20090101000285100000005000m0300000000000000   
0601SZC3+       20090101000290100000005000m0300000000000000   
0601SZC3+       20090101000295100000005000m0300000000000000   
0601SZC3+       20090101000300100000005000m0300000000000000   
0601SZC3+       20090101000305100000005000m0300000000000000   
0601SZC3+       20090101000310100000005000m0300000000000000   
0601SZC3+       20090101000315100000005000m0300000000000000   
0601SZC3+       20090101000320100000005000m0300000000000000   
0601SZC3+       20090101000325100000005000m0300000000000000   
0601SZC3+       20090101000330100000005000m0300000000000000   
0601SZC3+       20090101000335100000005000m0300000000000000   
0601SZC3+       20090101000340100000005000m0300000000000000   
0601SZC3+       20090101000345100000005000m0300000000000000   
0601SZC3+       20090101000350100000005000m0300000000000000   
0601SZC3+       20090101000355100000005000m0300000000000000   
0601SZC3+       20090101000360100000005000m0300000000000000   
0601SZC3+       20090101000365100000005000m0300000000000000   
0601SZC3+       20090101000370100000005000m0300000000000000   
0601SZC3+       20090101000375100000005000m0300000000000000   
0601SZC3+       20090101000380100000005000m0300000000000000   
0601SZC3+       20090101000385100000005000m0300000000000000   
0601SZC3+       20090101000390100000005000m0300000000000000   
0601SZC3+       20090101000395100000005000m0300000000000000   
0601SZC3+       20090101000400100000005000m0300000000000000   
0601SZC3+       20090101000405100000005000m0300000000000000   
0601SZC3+       20090101000410100000005000m0300000000000000   
0601SZC3+       20090101000415100000005000m0300000000000000   
0601SZC3+       20090101000420100000005000m0300000000000000   
0601SZC3+       20090101000425100000005000m0300000000000000   
0601SZC3+       20090101000430100000005000m0300000000000000   
0601SZC3+       20090101000435100000005000m0300000000000000   
0601SZC3+       20090101000440100000005000m0300000000000000   
0601SZC3+       20090101000445100000005000m0300000000000000   
0601SZC3+       20090101000450100000005000m0300000000000000   
0601SZC3+       20090101000455100000005000m0300000000000000   
0601SZC3+       20090101000460100000005000m0300000000000000   
0601SZC3+       20090101000465100000005000m0300000000000000   
0601SZC3+       20090101000470100000005000m0300000040000008   
0601SZC3+       20090101000475100000005000m0300000080000017   
0601SZC3+       20090101000480100000005000m0300000100000021   
0601SZC3+       20090101000485100000005000m0300000130000027   
0601SZC3+       20090101000490100000005000m0300000160000032   
0601SZC3+       20090101000495100000005000m0300000190000038   
0601SZC3+       20090101000500100000005000m0300000220000044   
0601SZC3+       20090101000505100000005000m0300000250000049   
0601SZC3+       20090101000510100000005000m0300000280000055   
0601SZC3+       20090101000515100000005000m0300000310000060   
0601SZC3+       20090101000520100000005000m0300000350000067   
0601SZC3+       20090101000525100000005000m0300000380000072   
0601SZC3+       20090101000530100000005000m0300000410000077   
0601SZC3+       20090101000535100000005000m0300000450000084   
0601SZC3+       20090101000540100000005000m0300000490000090   
0601SZC3+       20090101000545100000005000m0300000520000095   
0601SZC3+       20090101000550100000005000m0300000560000101   
0601SZC3+       20090101000555100000005000m0300000600000108   
0601SZC3+       20090101000560100000005000m0300000630000112   
0601SZC3+       20090101000565100000005000m0300000660000116   
0601SZC3+       20090101000570100000005000m0300000700000122   
0601SZC3+       20090101000575100000005000m0300000730000126   
0601SZC3+       20090101000580100000005000m0300000770000132   
0601SZC3+       20090101000585100000005000m0300000800000136   
0601SZC3+       20090101000590100000005000m0300000840000142   
0601SZC3+       20090101000595100000005000m0300000880000147   
0601SZC3+       20090101000600100000005000m0300000930000154   
0601SZC3+       20090101000605100000005000m0300000960000158   
0601SZC3+       20090101000610100000005000m0300001010000165   
0601SZC3+       20090101000615100000005000m0300001050000170   
0601SZC3+       20090101000620100000005000m0300001090000175   
0601SZC3+       20090101000625100000005000m0300001130000180   
0601SZC3+       20090101000630100000005000m0300001180000187   
0601SZC3+       20090101000635100000005000m0300001210000190   
0601SZC3+       20090101000640100000005000m0300001260000196   
0601SZC3+       20090101000645100000005000m0300001300000201   
0601SZC3+       20090101000650100000005000m0300001350000207   
0601SZC3+       20090101000655100000005000m0300001380000210   
0601SZC3+       20090101000660100000005000m0300001430000216   
0601SZC3+       20090101000665100000005000m0300001470000220   
0601SZC3+       20090101000670100000005000m0300001520000226   
0601SZC3+       20090101000675100000005000m0300001560000230   
0601SZC3+       20090101000680100000005000m0300001600000234   
0601SZC3+       20090101000685100000005000m0300001640000239   
0601SZC3+       20090101000690100000005000m0300001680000243   
0601SZC3+       20090101000695100000005000m0300001720000247   
0601SZC3+       20090101000700100000005000m0300001760000251   
0601SZC3+       20090101000705100000005000m0300001810000256   
0601SZC3+       20090101000710100000005000m0300001850000260   
0601SZC3+       20090101000715100000005000m0300001890000263   
0601SZC3+       20090101000720100000005000m0300001930000267   
0601SZC3+       20090101000725100000005000m0300001970000271   
0601SZC3+       20090101000730100000005000m0300002020000276   
0601SZC3+       20090101000735100000005000m0300002070000281   
0601SZC3+       20090101000740100000005000m0300002110000284   
0601SZC3+       20090101000745100000005000m0300002160000289   
0601SZC3+       20090101000750100000005000m0300002210000294   
0601SZC3+       20090101000755100000005000m0300002270000300   
0601SZC3+       20090101000760100000005000m0300002320000304   
0601SZC3+       20090101000765100000005000m0300002370000309   
0601SZC3+       20090101000770100000005000m0300002420000313   
0601SZC3+       20090101000775100000005000m0300002470000318   
0601SZC3+       20090101000780100000005000m0300002520000322   
0601SZC3+       20090101000785100000005000m0300002570000326   
0601SZC3+       20090101000790100000005000m0300002620000331   
0601SZC3+       20090101000795100000005000m0300002670000335   
0601SZC3+       20090101000800100000005000m0300002720000339   
0601SZC3+       20090101000805100000005000m0300002770000343   
0601SZC3+       20090101000810100000005000m0300002820000347   
0601SZC3+       20090101000815100000005000m0300002870000351   
0601SZC3+       20090101000820100000005000m0300002920000355   
0601SZC3+       20090101000825100000005000m0300002970000359   
0601SZC3+       20090101000830100000005000m0300003020000363   
0601SZC3+       20090101000835100000005000m0300003070000367   
0601SZC3+       20090101000840100000005000m0300003120000370   
0601SZC3+       20090101000845100000005000m0300003170000374   
0601SZC3+       20090101000850100000005000m0300003220000378   
0601SZC3+       20090101000855100000005000m0300003270000381   
0601SZC3+       20090101000860100000005000m0300003320000385   
0601SZC3+       20090101000865100000005000m0300003370000388   
0601SZC3+       20090101000870100000005000m0300003420000392   
0601SZC3+       20090101000875100000005000m0300003470000395   
0601SZC3+       20090101000880100000005000m0300003530000400   
0601SZC3+       20090101000885100000005000m0300003580000403   
0601SZC3+       20090101000890100000005000m0300003640000408   
0601SZC3+       20090101000895100000005000m0300003690000411   
0601SZC3+       20090101000900100000005000m0300003750000416   
0601SZC3+       20090101000905100000005000m0300003800000419   
0601SZC3+       20090101000910100000005000m0300003860000423   
0601SZC3+       20090101000915100000005000m0300003910000426   
0601SZC3+       20090101000920100000005000m0300003960000429   
0601SZC3+       20090101000925100000005000m0300004020000433   
0601SZC3+       20090101000930100000005000m0300004070000436   
0601SZC3+       20090101000935100000005000m0300004140000442   
0601SZC3+       20090101000940100000005000m0300004190000445   
0601SZC3+       20090101000945100000005000m0300004240000447   
0601SZC3+       20090101000950100000005000m0300004300000451   
0601SZC3+       20090101000955100000005000m0300004360000455   
0601SZC3+       20090101000960100000005000m0300004410000458   
0601SZC3+       20090101000965100000005000m0300004470000462   
0601SZC3+       20090101000970100000005000m0300004530000466   
0601SZC3+       20090101000975100000005000m0300004580000469   
0601SZC3+       20090101000980100000005000m0300004640000472   
0601SZC3+       20090101000985100000005000m0300004700000476   
0601SZC3+       20090101000990100000005000m0300004750000479   
0601SZC3+       20090101000995100000005000m0300004810000482   
0601SZC3+       20090101001000100000005000m0300004870000486   
0601SZC3+       20090101001005100000005000m0300004930000489   
0601SZC3+       20090101001010100000005000m0300005000000494   
0601SZC3+       20090101001015100000005000m0300005050000496   
0601SZC3+       20090101001020100000005000m0300005110000500   
0601SZC3+       20090101001025100000005000m0300005180000504   
0601SZC3+       20090101001030100000005000m0300005240000508   
0601SZC3+       20090101001035100000005000m0300005300000511   
0601SZC3+       20090101001040100000005000m0300005360000514   
0601SZC3+       20090101001045100000005000m0300005420000517   
0601SZC3+       20090101001050100000005000m0300005490000522   
0601SZC3+       20090101001055100000005000m0300005540000524   
0601SZC3+       20090101001060100000005000m0300005610000528   
0601SZC3+       20090101001065100000005000m0300005670000531   
0601SZC3+       20090101001070100000005000m0300005730000534   
0601SZC3+       20090101001075100000005000m0300005800000538   
0601SZC3+       20090101001080100000005000m0300005870000542   
0601SZC3+       20090101001085100000005000m0300005930000545   
0601SZC3+       20090101001090100000005000m0300006000000549   
0601SZC3+       20090101001095100000005000m0300006070000553   
0601SZC3+       20090101001100100000005000m0300006140000557   
0601SZC3+       20090101001105100000005000m0300006210000561   
0601SZC3+       20090101001110100000005000m0300006270000564   
0601SZC3+       20090101001115100000005000m0300006350000568   
0601SZC3+       20090101001120100000005000m0300006420000572   
0601SZC3+       20090101001125100000005000m0300006480000575   
0601SZC3+       20090101001130100000005000m0300006560000579   
0601SZC3+       20090101001135100000005000m0300006630000583   
0601SZC3+       20090101001140100000005000m0300006690000586   
0601SZC3+       20090101001145100000005000m0300006760000589   
0601SZC3+       20090101001150100000005000m0300006830000593   
0601SZC3+       20090101001155100000005000m0300006900000596   
0601SZC3+       20090101001160100000005000m0300006970000600   
0601SZC3+       20090101001165100000005000m0300007030000602   
0601SZC3+       20090101001170100000005000m0300007110000606   
0601SZC3+       20090101001175100000005000m0300007170000609   
0601SZC3+       20090101001180100000005000m0300007240000612   
0601SZC3+       20090101001185100000005000m0300007320000616   
0601SZC3+       20090101001190100000005000m0300007390000620   
0601SZC3+       20090101001195100000005000m0300007460000623   
0601SZC3+       20090101001200100000005000m0300007530000626   
0601SZC3+       20090101001205100000005000m0300007600000629   
0601SZC3+       20090101001210100000005000m0300007680000633   
0601SZC3+       20090101001215100000005000m0300007750000637   
0601SZC3+       20090101001220100000005000m0300007820000640   
0601SZC3+       20090101001225100000005000m0300007900000644   
0601SZC3+       20090101001230100000005000m0300007970000647   
0601SZC3+       20090101001235100000005000m0300008040000650   
0601SZC3+       20090101001240100000005000m0300008110000653   
0601SZC3+       20090101001245100000005000m0300008190000657   
0601SZC3+       20090101001250100000005000m0300008270000660   
0601SZC3+       20090101001255100000005000m0300008350000664   
0601SZC3+       20090101001260100000005000m0300008420000667   
0601SZC3+       20090101001265100000005000m0300008500000671   
0601SZC3+       20090101001270100000005000m0300008580000674   
0601SZC3+       20090101001275100000005000m0300008650000677   
0601SZC3+       20090101001280100000005000m0300008740000681   
0601SZC3+       20090101001285100000005000m0300008810000684   
0601SZC3+       20090101001290100000005000m0300008900000689   
0601SZC3+       20090101001295100000005000m0300008980000692   
0601SZC3+       20090101001300100000005000m0300009060000696   
0601SZC3+       20090101001305100000005000m0300009140000699   
0601SZC3+       20090101001310100000005000m0300009230000703   
0601SZC3+       20090101001315100000005000m0300009300000706   
0601SZC3+       20090101001320100000005000m0300009390000710   
0601SZC3+       20090101001325100000005000m0300009470000713   
0601SZC3+       20090101001330100000005000m0300009560000717   
0601SZC3+       20090101001335100000005000m0300009650000721   
0601SZC3+       20090101001340100000005000m0300009740000726   
0601SZC3+       20090101001345100000005000m0300009830000729   
0601SZC3+       20090101001350100000005000m0300009920000733   
0601SZC3+       20090101001355100000005000m0300010010000737   
0601SZC3+       20090101001360100000005000m0300010110000742   
0601SZC3+       20090101001365100000005000m0300010210000747   
0601SZC3+       20090101001370100000005000m0300010300000750   
0601SZC3+       20090101001375100000005000m0300010410000756   
0601SZC3+       20090101001380100000005000m0300010500000759   
0601SZC3+       20090101001385100000005000m0300010590000763   
0601SZC3+       20090101001390100000005000m0300010700000768   
0601SZC3+       20090101001395100000005000m0300010790000772   
0601SZC3+       20090101001400100000005000m0300010890000776   
0601SZC3+       20090101001405100000005000m0300010990000781   
0601SZC3+       20090101001410100000005000m0300011080000784   
0601SZC3+       20090101001415100000005000m0300011180000789   
0601SZC3+       20090101001420100000005000m0300011290000794   
0601SZC3+       20090101001425100000005000m0300011380000797   
0601SZC3+       20090101001430100000005000m0300011480000801   
0601SZC3+       20090101001435100000005000m0300011580000806   
0601SZC3+       20090101001440100000005000m0300011680000810   
0601SZC3+       20090101001445100000005000m0300011780000814   
0601SZC3+       20090101001450100000005000m0300011870000817   
0601SZC3+       20090101001455100000005000m0300011970000821   
0601SZC3+       20090101001460100000005000m0300012070000825   
0601SZC3+       20090101001465100000005000m0300012170000829   
0601SZC3+       20090101001470100000005000m0300012280000834   
0601SZC3+       20090101001475100000005000m0300012370000837   
0601SZC3+       20090101001480100000005000m0300012460000840   
0601SZC3+       20090101001485100000005000m0300012570000845   
0601SZC3+       20090101001490100000005000m0300012660000848   
0601SZC3+       20090101001495100000005000m0300012760000852   
0601SZC3+       20090101001500100000005000m0300012870000857   
0601SZC3+       20090101001505100000005000m0300012960000860   
0601SZC3+       20090101001510100000005000m0300013060000863   
0601SZC3+       20090101001515100000005000m0300013160000867   
0601SZC3+       20090101001520100000005000m0300013260000871   
0601SZC3+       20090101001525100000005000m0300013370000875   
0601SZC3+       20090101001530100000005000m0300013460000878   
0601SZC3+       20090101001535100000005000m0300013550000881   
0601SZC3+       20090101001540100000005000m0300013670000886   
0601SZC3+       20090101001545100000005000m0300013760000889   
0601SZC3+       20090101001550100000005000m0300013860000893   
0601SZC3+       20090101001555100000005000m0300013960000896   
0601SZC3+       20090101001560100000005000m0300014060000900   
0601SZC3+       20090101001565100000005000m0300014160000903   
0601SZC3+       20090101001570100000005000m0300014260000907   
0601SZC3+       20090101001575100000005000m0300014350000910   
0601SZC3+       20090101001580100000005000m0300014460000914   
0601SZC3+       20090101001585100000005000m0300014560000917   
0601SZC3+       20090101001590100000005000m0300014660000921   
0601SZC3+       20090101001595100000005000m0300014760000924   
0601SZC3+       20090101001600100000005000m0300014860000927   
0601SZC3+       20090101001605100000005000m0300014960000931   
0601SZC3+       20090101001610100000005000m0300015060000934   
0601SZC3+       20090101001615100000005000m0300015160000937   
0601SZC3+       20090101001620100000005000m0300015270000941   
0601SZC3+       20090101001625100000005000m0300015360000944   
0601SZC3+       20090101001630100000005000m0300015460000947   
0601SZC3+       20090101001635100000005000m0300015570000951   
0601SZC3+       20090101001640100000005000m0300015660000953   
0601SZC3+       20090101001645100000005000m0300015760000957   
0601SZC3+       20090101001650100000005000m0300015870000960   
0601SZC3+       20090101001655100000005000m0300015960000963   
0601SZC3+       20090101001660100000005000m0300016060000966   
0601SZC3+       20090101001665100000005000m0300016170000970   
0601SZC3+       20090101001670100000005000m0300016270000973   
0601SZC3+       20090101001675100000005000m0300016380000976   
0601SZC3+       20090101001680100000005000m0300016470000979   
0601SZC3+       20090101001685100000005000m0300016570000982   
0601SZC3+       20090101001690100000005000m0300016680000986   
0601SZC3+       20090101001695100000005000m0300016770000988   
0601SZC3+       20090101001700100000005000m0300016870000991   
0601SZC3+       20090101001705100000005000m0300016980000994   
0601SZC3+       20090101001710100000005000m0300017070000997   
0601SZC3+       20090101001715100000005000m0300017180001000   
0601SZC3+       20090101001720100000005000m0300017280001003   
0601SZC3+       20090101001725100000005000m0300017380001006   
0601SZC3+       20090101001730100000005000m0300017490001010   
0601SZC3+       20090101001735100000005000m0300017590001012   
0601SZC3+       20090101001740100000005000m0300017690001015   
0601SZC3+       20090101001745100000005000m0300017790001018   
0601SZC3+       20090101001750100000005000m0300017890001021   
0601SZC3+       20090101001755100000005000m0300017990001024   
0601SZC3+       20090101001760100000005000m0300018100001027   
0601SZC3+       20090101001765100000005000m0300018190001029   
0601SZC3+       20090101001770100000005000m0300018300001032   
0601SZC3+       20090101001775100000005000m0300018400001035   
0601SZC3+       20090101001780100000005000m0300018500001038   
0601SZC3+       20090101001785100000005000m0300018610001041   
0601SZC3+       20090101001790100000005000m0300018700001043   
0601SZC3+       20090101001795100000005000m0300018810001046   
0601SZC3+       20090101001800100000005000m0300018910001049   
0601SZC3+       20090101001805100000005000m0300019010001052   
0601SZC3+       20090101001810100000005000m0300019110001054   
0601SZC3+       20090101001815100000005000m0300019220001057   
0601SZC3+       20090101001820100000005000m0300019310001060   
0601SZC3+       20090101001825100000005000m0300019430001063   
0601SZC3+       20090101001830100000005000m0300019520001065   
0601SZC3+       20090101001835100000005000m0300019620001068   
0601SZC3+       20090101001840100000005000m0300019730001071   
0601SZC3+       20090101001845100000005000m0300019830001073   
0601SZC3+       20090101001850100000005000m0300019930001076   
0601SZC3+       20090101001855100000005000m0300020040001079   
0601SZC3+       20090101001860100000005000m0300020130001081   
0601SZC3+       20090101001865100000005000m0300020250001084   
0601SZC3+       20090101001870100000005000m0300020340001086   
0601SZC3+       20090101001875100000005000m0300020440001089   
0601SZC3+       20090101001880100000005000m0300020550001092   
0601SZC3+       20090101001885100000005000m0300020650001094   
0601SZC3+       20090101001890100000005000m0300020750001096   
0601SZC3+       20090101001895100000005000m0300020860001099   
0601SZC3+       20090101001900100000005000m0300020960001102   
0601SZC3+       20090101001905100000005000m0300021060001104   
0601SZC3+       20090101001910100000005000m0300021170001107   
0601SZC3+       20090101001915100000005000m0300021260001109   
0601SZC3+       20090101001920100000005000m0300021370001112   
0601SZC3+       20090101001925100000005000m0300021470001114   
0601SZC3+       20090101001930100000005000m0300021570001116   
0601SZC3+       20090101001935100000005000m0300021680001119   
0601SZC3+       20090101001940100000005000m0300021780001121   
0601SZC3+       20090101001945100000005000m0300021890001124   
0601SZC3+       20090101001950100000005000m0300021990001126   
0601SZC3+       20090101001955100000005000m0300022090001128   
0601SZC3+       20090101001960100000005000m0300022190001131   
0601SZC3+       20090101001965100000005000m0300022300001133   
0601SZC3+       20090101001970100000005000m0300022390001135   
0601SZC3+       20090101001975100000005000m0300022510001138   
0601SZC3+       20090101001980100000005000m0300022610001140   
0601SZC3+       20090101001985100000005000m0300022710001143   
0601SZC3+       20090101001990100000005000m0300022820001145   
0601SZC3+       20090101001995100000005000m0300022910001147   
0601SZC3+       20090101002000100000005000m0300023020001150   
0601SZC3+       20090101002005100000005000m0300023120001152   
0601SZC3+       20090101002010100000005000m0300023220001154   
0601SZC3+       20090101002015100000005000m0300023340001157   
0601SZC3+       20090101002020100000005000m0300023440001159   
0601SZC3+       20090101002025100000005000m0300023530001161   
0601SZC3+       20090101002030100000005000m0300023640001163   
0601SZC3+       20090101002035100000005000m0300023740001165   
0601SZC3+       20090101002040100000005000m0300023850001168   
0601SZC3+       20090101002045100000005000m0300023960001170   
0601SZC3+       20090101002050100000005000m0300024050001172   
0601SZC3+       20090101002055100000005000m0300024160001174   
0601SZC3+       20090101002060100000005000m0300024260001176   
0601SZC3+       20090101002065100000005000m0300024360001178   
0601SZC3+       20090101002070100000005000m0300024480001181   
0601SZC3+       20090101002075100000005000m0300024570001183   
0601SZC3+       20090101002080100000005000m0300024670001185   
0601SZC3+       20090101002085100000005000m0300024790001188   
0601SZC3+       20090101002090100000005000m0300024880001189   
0601SZC3+       20090101002095100000005000m0300024990001191   
