00LU               20081107                                                                                   
0601LUB4+       20090101003700100000005000 0400088140002381   
0601LUB4+       20090101003705100000005000 0400088300002382   
0601LUB4+       20090101003710100000005000 0400088450002382   
0601LUB4+       20090101003715100000005000 0400088640002384   
0601LUB4+       20090101003720100000005000 0400088790002385   
0601LUB4+       20090101003725100000005000 0400088940002386   
0601LUB4+       20090101003730100000005000 0400089130002388   
0601LUB4+       20090101003735100000005000 0400089280002389   
0601LUB4+       20090101003740100000005000 0400089430002390   
0601LUB4+       20090101003745100000005000 0400089620002391   
0601LUB4+       20090101003750100000005000 0400089770002392   
0601LUB4+       20090101003755100000005000 0400089950002394   
0601LUB4+       20090101003760100000005000 0400090110002395   
0601LUB4+       20090101003765100000005000 0400090260002396   
0601LUB4+       20090101003770100000005000 0400090440002397   
0601LUB4+       20090101003775100000005000 0400090600002398   
0601LUB4+       20090101003780100000005000 0400090750002399   
0601LUB4+       20090101003785100000005000 0400090930002401   
0601LUB4+       20090101003790100000005000 0400091090002402   
0601LUB4+       20090101003795100000005000 0400091240002403   
0601LUB4+       20090101003800100000005000 0400091430002404   
0601LUB4+       20090101003805100000005000 0400091580002405   
0601LUB4+       20090101003810100000005000 0400091760002407   
0601LUB4+       20090101003815100000005000 0400091920002408   
0601LUB4+       20090101003820100000005000 0400092070002409   
0601LUB4+       20090101003825100000005000 0400092250002410   
0601LUB4+       20090101003830100000005000 0400092410002411   
0601LUB4+       20090101003835100000005000 0400092560002412   
0601LUB4+       20090101003840100000005000 0400092740002414   
0601LUB4+       20090101003845100000005000 0400092900002415   
0601LUB4+       20090101003850100000005000 0400093080002416   
0601LUB4+       20090101003855100000005000 0400093230002417   
0601LUB4+       20090101003860100000005000 0400093390002418   
0601LUB4+       20090101003865100000005000 0400093570002419   
0601LUB4+       20090101003870100000005000 0400093720002420   
0601LUB4+       20090101003875100000005000 0400093880002421   
0601LUB4+       20090101003880100000005000 0400094060002423   
0601LUB4+       20090101003885100000005000 0400094210002423   
0601LUB4+       20090101003890100000005000 0400094370002424   
0601LUB4+       20090101003895100000005000 0400094550002426   
0601LUB4+       20090101003900100000005000 0400094710002427   
0601LUB4+       20090101003905100000005000 0400094890002428   
0601LUB4+       20090101003910100000005000 0400095040002429   
0601LUB4+       20090101003915100000005000 0400095200002430   
0601LUB4+       20090101003920100000005000 0400095380002432   
0601LUB4+       20090101003925100000005000 0400095530002432   
0601LUB4+       20090101003930100000005000 0400095690002433   
0601LUB4+       20090101003935100000005000 0400095870002435   
0601LUB4+       20090101003940100000005000 0400096020002436   
0601LUB4+       20090101003945100000005000 0400096210002437   
0601LUB4+       20090101003950100000005000 0400096360002438   
0601LUB4+       20090101003955100000005000 0400096510002439   
0601LUB4+       20090101003960100000005000 0400096700002440   
0601LUB4+       20090101003965100000005000 0400096850002441   
0601LUB4+       20090101003970100000005000 0400097000002442   
0601LUB4+       20090101003975100000005000 0400097190002443   
0601LUB4+       20090101003980100000005000 0400097340002444   
0601LUB4+       20090101003985100000005000 0400097490002445   
0601LUB4+       20090101003990100000005000 0400097680002447   
0601LUB4+       20090101003995100000005000 0400097830002447   
0601LUB4+       20090101004000100002000000 0400000000002617   
0601LUB4+       20090101006000100002000000 0400000000002771   
0601LUB4+       20090101008000100002000000 0400000000002832   
0601LUB5+       20090101000000100000120000 0500000040000034   
0601LUB5+       20090101000120100000005000 0500000040000033   
0601LUB5+       20090101000125100000005000 0500000040000031   
0601LUB5+       20090101000130100000005000 0500000040000030   
0601LUB5+       20090101000135100000005000 0500000040000029   
0601LUB5+       20090101000140100000005000 0500000040000028   
0601LUB5+       20090101000145100000005000 0500000040000027   
0601LUB5+       20090101000150100000005000 0500000040000026   
0601LUB5+       20090101000155100000005000 0500000040000025   
0601LUB5+       20090101000160100000005000 0500000040000025   
0601LUB5+       20090101000165100000005000 0500000040000024   
0601LUB5+       20090101000170100000005000 0500000040000023   
0601LUB5+       20090101000175100000005000 0500000040000023   
0601LUB5+       20090101000180100000005000 0500000040000022   
0601LUB5+       20090101000185100000005000 0500000040000021   
0601LUB5+       20090101000190100000005000 0500000040000021   
0601LUB5+       20090101000195100000005000 0500000040000020   
0601LUB5+       20090101000200100000005000 0500000040000020   
0601LUB5+       20090101000205100000005000 0500000040000019   
0601LUB5+       20090101000210100000005000 0500000040000019   
0601LUB5+       20090101000215100000005000 0500000040000018   
0601LUB5+       20090101000220100000005000 0500000040000018   
0601LUB5+       20090101000225100000005000 0500000040000018   
0601LUB5+       20090101000230100000005000 0500000040000017   
0601LUB5+       20090101000235100000005000 0500000040000017   
0601LUB5+       20090101000240100000005000 0500000040000016   
0601LUB5+       20090101000245100000005000 0500000040000016   
0601LUB5+       20090101000250100000005000 0500000040000016   
0601LUB5+       20090101000255100000005000 0500000040000016   
0601LUB5+       20090101000260100000005000 0500000040000015   
0601LUB5+       20090101000265100000005000 0500000040000015   
0601LUB5+       20090101000270100000005000 0500000040000015   
0601LUB5+       20090101000275100000005000 0500000040000014   
0601LUB5+       20090101000280100000005000 0500000040000014   
0601LUB5+       20090101000285100000005000 0500000040000014   
0601LUB5+       20090101000290100000005000 0500000040000014   
0601LUB5+       20090101000295100000005000 0500000040000013   
0601LUB5+       20090101000300100000005000 0500000040000013   
0601LUB5+       20090101000305100000005000 0500000040000013   
0601LUB5+       20090101000310100000005000 0500000040000013   
0601LUB5+       20090101000315100000005000 0500000040000013   
0601LUB5+       20090101000320100000005000 0500000040000012   
0601LUB5+       20090101000325100000005000 0500000040000012   
0601LUB5+       20090101000330100000005000 0500000040000012   
0601LUB5+       20090101000335100000005000 0500000040000012   
0601LUB5+       20090101000340100000005000 0500000040000012   
0601LUB5+       20090101000345100000005000 0500000040000012   
0601LUB5+       20090101000350100000005000 0500000040000011   
0601LUB5+       20090101000355100000005000 0500000040000011   
0601LUB5+       20090101000360100000005000 0500000040000011   
0601LUB5+       20090101000365100000005000 0500000040000011   
0601LUB5+       20090101000370100000005000 0500000040000011   
0601LUB5+       20090101000375100000005000 0500000040000011   
0601LUB5+       20090101000380100000005000 0500000040000010   
0601LUB5+       20090101000385100000005000 0500000040000010   
0601LUB5+       20090101000390100000005000 0500000040000010   
0601LUB5+       20090101000395100000005000 0500000040000010   
0601LUB5+       20090101000400100000005000 0500000040000010   
0601LUB5+       20090101000405100000005000 0500000040000010   
0601LUB5+       20090101000410100000005000 0500000040000010   
0601LUB5+       20090101000415100000005000 0500000040000010   
0601LUB5+       20090101000420100000005000 0500000040000009   
0601LUB5+       20090101000425100000005000 0500000040000009   
0601LUB5+       20090101000430100000005000 0500000040000009   
0601LUB5+       20090101000435100000005000 0500000040000009   
0601LUB5+       20090101000440100000005000 0500000040000009   
0601LUB5+       20090101000445100000005000 0500000040000009   
0601LUB5+       20090101000450100000005000 0500000040000009   
0601LUB5+       20090101000455100000005000 0500000040000009   
0601LUB5+       20090101000460100000005000 0500000040000009   
0601LUB5+       20090101000465100000005000 0500000040000009   
0601LUB5+       20090101000470100000005000 0500000040000008   
0601LUB5+       20090101000475100000005000 0500000040000008   
0601LUB5+       20090101000480100000005000 0500000040000008   
0601LUB5+       20090101000485100000005000 0500000040000008   
0601LUB5+       20090101000490100000005000 0500000040000008   
0601LUB5+       20090101000495100000005000 0500000040000008   
0601LUB5+       20090101000500100000005000 0500000040000008   
0601LUB5+       20090101000505100000005000 0500000040000008   
0601LUB5+       20090101000510100000005000 0500000040000008   
0601LUB5+       20090101000515100000005000 0500000040000008   
0601LUB5+       20090101000520100000005000 0500000040000008   
0601LUB5+       20090101000525100000005000 0500000040000008   
0601LUB5+       20090101000530100000005000 0500000040000008   
0601LUB5+       20090101000535100000005000 0500000040000007   
0601LUB5+       20090101000540100000005000 0500000040000007   
0601LUB5+       20090101000545100000005000 0500000040000007   
0601LUB5+       20090101000550100000005000 0500000040000007   
0601LUB5+       20090101000555100000005000 0500000040000007   
0601LUB5+       20090101000560100000005000 0500000040000007   
0601LUB5+       20090101000565100000005000 0500000040000007   
0601LUB5+       20090101000570100000005000 0500000040000007   
0601LUB5+       20090101000575100000005000 0500000040000007   
0601LUB5+       20090101000580100000005000 0500000040000007   
0601LUB5+       20090101000585100000005000 0500000040000007   
0601LUB5+       20090101000590100000005000 0500000050000008   
0601LUB5+       20090101000595100000005000 0500000060000010   
0601LUB5+       20090101000600100000005000 0500000070000012   
0601LUB5+       20090101000605100000005000 0500000070000012   
0601LUB5+       20090101000610100000005000 0500000080000013   
0601LUB5+       20090101000615100000005000 0500000090000015   
0601LUB5+       20090101000620100000005000 0500000100000016   
0601LUB5+       20090101000625100000005000 0500000120000019   
0601LUB5+       20090101000630100000005000 0500000140000022   
0601LUB5+       20090101000635100000005000 0500000170000027   
0601LUB5+       20090101000640100000005000 0500000210000033   
0601LUB5+       20090101000645100000005000 0500000250000039   
0601LUB5+       20090101000650100000005000 0500000290000044   
0601LUB5+       20090101000655100000005000 0500000340000052   
0601LUB5+       20090101000660100000005000 0500000380000057   
0601LUB5+       20090101000665100000005000 0500000430000064   
0601LUB5+       20090101000670100000005000 0500000470000070   
0601LUB5+       20090101000675100000005000 0500000530000078   
0601LUB5+       20090101000680100000005000 0500000580000085   
0601LUB5+       20090101000685100000005000 0500000630000092   
