00GL               20090106                                                                                   
0601GLC0+       20090101000725100000005000m0000008836001215   
0601GLC0+       20090101000730100000005000m0000008932001219   
0601GLC0+       20090101000735100000005000m0000009044501226   
0601GLC0+       20090101000740100000005000m0000009142001231   
0601GLC0+       20090101000745100000005000m0000009238501236   
0601GLC0+       20090101000750100000005000m0000009335001241   
0601GLC0+       20090101000755100000005000m0000009433001245   
0601GLC0+       20090101000760100000005000m0000009529501250   
0601GLC0+       20090101000765100000005000m0000009628001255   
0601GLC0+       20090101000770100000005000m0000009726001260   
0601GLC0+       20090101000775100000005000m0000009823001263   
0601GLC0+       20090101000780100000005000m0000009921501268   
0601GLC0+       20090101000785100000005000m0000010019501272   
0601GLC0+       20090101000790100000005000m0000010118001277   
0601GLC0+       20090101000795100000005000m0000010222001282   
0601GLC0+       20090101000800100000005000m0000010323001286   
0601GLC0+       20090101000805100000005000m0000010425001292   
0601GLC0+       20090101000810100000005000m0000010542501297   
0601GLC0+       20090101000815100000005000m0000010644501302   
0601GLC0+       20090101000820100000005000m0000010746501307   
0601GLC0+       20090101000825100000005000m0000010847501311   
0601GLC0+       20090101000830100000005000m0000010951001315   
0601GLC0+       20090101000835100000005000m0000011053001319   
0601GLC0+       20090101000840100000005000m0000011156001325   
0601GLC0+       20090101000845100000005000m0000011258501329   
0601GLC0+       20090101000850100000005000m0000011361001333   
0601GLC0+       20090101000855100000005000m0000011464501336   
0601GLC0+       20090101000860100000005000m0000011567001341   
0601GLC0+       20090101000865100000005000m0000011670001345   
0601GLC0+       20090101000870100000005000m0000011772501349   
0601GLC0+       20090101000875100000005000m0000011877501354   
0601GLC0+       20090101000880100000005000m0000011980001358   
0601GLC0+       20090101000885100000005000m0000012099501363   
0601GLC0+       20090101000890100000005000m0000012203001367   
0601GLC0+       20090101000895100000005000m0000012307001372   
0601GLC0+       20090101000900100000005000m0000012413501375   
0601GLC0+       20090101000905100000005000m0000012521501380   
0601GLC0+       20090101000910100000005000m0000012633001384   
0601GLC0+       20090101000915100000005000m0000012741001389   
0601GLC0+       20090101000920100000005000m0000012848001393   
0601GLC0+       20090101000925100000005000m0000012956001397   
0601GLC0+       20090101000930100000005000m0000013062501401   
0601GLC0+       20090101000935100000005000m0000013170001405   
0601GLC0+       20090101000940100000005000m0000013278001409   
0601GLC0+       20090101000945100000005000m0000013387001413   
0601GLC0+       20090101000950100000005000m0000013495001417   
0601GLC0+       20090101000955100000005000m0000013603501420   
0601GLC0+       20090101000960100000005000m0000013727501426   
0601GLC0+       20090101000965100000005000m0000013834501429   
0601GLC0+       20090101000970100000005000m0000013944001433   
0601GLC0+       20090101000975100000005000m0000014053501437   
0601GLC0+       20090101000980100000005000m0000014161001441   
0601GLC0+       20090101000985100000005000m0000014271501445   
0601GLC0+       20090101000990100000005000m0000014383001449   
0601GLC0+       20090101000995100000005000m0000014496501454   
0601GLC0+       20090101001000100000005000m0000014608001457   
0601GLC0+       20090101001005100000005000m0000014720001461   
0601GLC0+       20090101001010100000005000m0000014831501465   
0601GLC0+       20090101001015100000005000m0000014944501468   
0601GLC0+       20090101001020100000005000m0000015057001473   
0601GLC0+       20090101001025100000005000m0000015175001477   
0601GLC0+       20090101001030100000005000m0000015288001481   
0601GLC0+       20090101001035100000005000m0000015417501486   
0601GLC0+       20090101001040100000005000m0000015530501490   
0601GLC0+       20090101001045100000005000m0000015642501493   
0601GLC0+       20090101001050100000005000m0000015756501497   
0601GLC0+       20090101001055100000005000m0000015870501501   
0601GLC0+       20090101001060100000005000m0000015987501505   
0601GLC0+       20090101001065100000005000m0000016103001508   
0601GLC0+       20090101001070100000005000m0000016242501514   
0601GLC0+       20090101001075100000005000m0000016357501518   
0601GLC0+       20090101001080100000005000m0000016474001521   
0601GLC0+       20090101001085100000005000m0000016590501526   
0601GLC0+       20090101001090100000005000m0000016707001530   
0601GLC0+       20090101001095100000005000m0000016840501534   
0601GLC0+       20090101001100100000005000m0000016962501538   
0601GLC0+       20090101001105100000005000m0000017081501542   
0601GLC0+       20090101001110100000005000m0000017202001546   
0601GLC0+       20090101001115100000005000m0000017322501550   
0601GLC0+       20090101001120100000005000m0000017465501556   
0601GLC0+       20090101001125100000005000m0000017584501559   
0601GLC0+       20090101001130100000005000m0000017712501564   
0601GLC0+       20090101001135100000005000m0000017831501567   
0601GLC0+       20090101001140100000005000m0000017972001573   
0601GLC0+       20090101001145100000005000m0000018102001577   
0601GLC0+       20090101001150100000005000m0000018227501582   
0601GLC0+       20090101001155100000005000m0000018351501585   
0601GLC0+       20090101001160100000005000m0000018485501591   
0601GLC0+       20090101001165100000005000m0000018631501596   
0601GLC0+       20090101001170100000005000m0000018758001600   
0601GLC0+       20090101001175100000005000m0000018896501605   
0601GLC0+       20090101001180100000005000m0000019027501609   
0601GLC0+       20090101001185100000005000m0000019166501614   
0601GLC0+       20090101001190100000005000m0000019314001619   
0601GLC0+       20090101001195100000005000m0000019445001624   
0601GLC0+       20090101001200100000005000m0000019585001629   
0601GLC0+       20090101001205100000005000m0000019717501633   
0601GLC0+       20090101001210100000005000m0000019849501637   
0601GLC0+       20090101001215100000005000m0000020004001643   
0601GLC0+       20090101001220100000005000m0000020136001647   
0601GLC0+       20090101001225100000005000m0000020277001652   
0601GLC0+       20090101001230100000005000m0000020408501656   
0601GLC0+       20090101001235100000005000m0000020541001660   
0601GLC0+       20090101001240100000005000m0000020697501666   
0601GLC0+       20090101001245100000005000m0000020831001670   
0601GLC0+       20090101001250100000005000m0000020962001673   
0601GLC0+       20090101001255100000005000m0000021104001678   
0601GLC0+       20090101001260100000005000m0000021235501682   
0601GLC0+       20090101001265100000005000m0000021385001688   
0601GLC0+       20090101001270100000005000m0000021526001692   
0601GLC0+       20090101001275100000005000m0000021660001695   
0601GLC0+       20090101001280100000005000m0000021817001701   
0601GLC0+       20090101001285100000005000m0000021950001705   
0601GLC0+       20090101001290100000005000m0000022082001708   
0601GLC0+       20090101001295100000005000m0000022239501714   
0601GLC0+       20090101001300100000005000m0000022373001717   
0601GLC0+       20090101001305100000005000m0000022523001722   
0601GLC0+       20090101001310100000005000m0000022665001727   
0601GLC0+       20090101001315100000005000m0000022798501731   
0601GLC0+       20090101001320100000005000m0000022958501736   
0601GLC0+       20090101001325100000005000m0000023089001739   
0601GLC0+       20090101001330100000005000m0000023224001743   
0601GLC0+       20090101001335100000005000m0000023383001748   
0601GLC0+       20090101001340100000005000m0000023515001752   
0601GLC0+       20090101001345100000005000m0000023650001755   
0601GLC0+       20090101001350100000005000m0000023810001760   
0601GLC0+       20090101001355100000005000m0000023943001764   
0601GLC0+       20090101001360100000005000m0000024094501768   
0601GLC0+       20090101001365100000005000m0000024236001773   
0601GLC0+       20090101001370100000005000m0000024372001776   
0601GLC0+       20090101001375100000005000m0000024531001781   
0601GLC0+       20090101001380100000005000m0000024664501784   
0601GLC0+       20090101001385100000005000m0000024801001787   
0601GLC0+       20090101001390100000005000m0000024959501792   
0601GLC0+       20090101001395100000005000m0000025094001795   
0601GLC0+       20090101001400100000005000m0000025230001799   
0601GLC0+       20090101001405100000005000m0000025389501804   
0601GLC0+       20090101001410100000005000m0000025524001807   
0601GLC0+       20090101001415100000005000m0000025677001812   
0601GLC0+       20090101001420100000005000m0000025820001815   
0601GLC0+       20090101001425100000005000m0000025954501818   
0601GLC0+       20090101001430100000005000m0000026115001823   
0601GLC0+       20090101001435100000005000m0000026251001826   
0601GLC0+       20090101001440100000005000m0000026385501829   
0601GLC0+       20090101001445100000005000m0000026547001834   
0601GLC0+       20090101001450100000005000m0000026682501837   
0601GLC0+       20090101001455100000005000m0000026836501842   
0601GLC0+       20090101001460100000005000m0000026980501845   
0601GLC0+       20090101001465100000005000m0000027116501848   
0601GLC0+       20090101001470100000005000m0000027276001853   
0601GLC0+       20090101001475100000005000m0000027413001855   
0601GLC0+       20090101001480100000005000m0000027549001858   
0601GLC0+       20090101001485100000005000m0000027711501863   
0601GLC0+       20090101001490100000005000m0000027846001866   
0601GLC0+       20090101001495100000005000m0000027983501868   
0601GLC0+       20090101001500100000500000m0000035478502030   
0601GLC0+       20090101002000100000500000m0000051508002292   
0601GLC0+       20090101002500100000500000m0000067857002470   
0601GLC1+       20090101000000100000040000m0100000104000571   
0601GLC1+       20090101000040100000005000m0100000104000235   
0601GLC1+       20090101000045100000005000m0100000104000211   
0601GLC1+       20090101000050100000005000m0100000104000190   
0601GLC1+       20090101000055100000005000m0100000104000174   
0601GLC1+       20090101000060100000005000m0100000104000160   
0601GLC1+       20090101000065100000005000m0100000104000148   
0601GLC1+       20090101000070100000005000m0100000104000138   
0601GLC1+       20090101000075100000005000m0100000104000129   
0601GLC1+       20090101000080100000005000m0100000104000121   
0601GLC1+       20090101000085100000005000m0100000104000114   
0601GLC1+       20090101000090100000005000m0100000104000108   
0601GLC1+       20090101000095100000005000m0100000104000103   
0601GLC1+       20090101000100100000005000m0100000104000098   
0601GLC1+       20090101000105100000005000m0100000104000093   
0601GLC1+       20090101000110100000005000m0100000104000089   
0601GLC1+       20090101000115100000005000m0100000104000085   
0601GLC1+       20090101000120100000005000m0100000104000082   
0601GLC1+       20090101000125100000005000m0100000104000078   
0601GLC1+       20090101000130100000005000m0100000104000075   
0601GLC1+       20090101000135100000005000m0100000104000073   
0601GLC1+       20090101000140100000005000m0100000104000070   
0601GLC1+       20090101000145100000005000m0100000104000068   
0601GLC1+       20090101000150100000005000m0100000104000066   
0601GLC1+       20090101000155100000005000m0100000104000063   
0601GLC1+       20090101000160100000005000m0100000104000062   
0601GLC1+       20090101000165100000005000m0100000104000060   
0601GLC1+       20090101000170100000005000m0100000104000058   
0601GLC1+       20090101000175100000005000m0100000104000056   
0601GLC1+       20090101000180100000005000m0100000104000055   
0601GLC1+       20090101000185100000005000m0100000104000053   
0601GLC1+       20090101000190100000005000m0100000104000052   
0601GLC1+       20090101000195100000005000m0100000104000051   
0601GLC1+       20090101000200100000005000m0100000104000049   
0601GLC1+       20090101000205100000005000m0100000104000048   
0601GLC1+       20090101000210100000005000m0100000104000047   
0601GLC1+       20090101000215100000005000m0100000104000046   
0601GLC1+       20090101000220100000005000m0100000104000045   
0601GLC1+       20090101000225100000005000m0100000104000044   
0601GLC1+       20090101000230100000005000m0100000160000069   
0601GLC1+       20090101000235100000005000m0100000214500088   
0601GLC1+       20090101000240100000005000m0100000261500107   
0601GLC1+       20090101000245100000005000m0100000316000129   
0601GLC1+       20090101000250100000005000m0100000363500143   
0601GLC1+       20090101000255100000005000m0100000418000163   
0601GLC1+       20090101000260100000005000m0100000473500179   
0601GLC1+       20090101000265100000005000m0100000520500194   
0601GLC1+       20090101000270100000005000m0100000567000209   
0601GLC1+       20090101000275100000005000m0100000620500223   
0601GLC1+       20090101000280100000005000m0100000677000241   
0601GLC1+       20090101000285100000005000m0100000723000250   
0601GLC1+       20090101000290100000005000m0100000778500267   
0601GLC1+       20090101000295100000005000m0100000825000279   
0601GLC1+       20090101000300100000005000m0100000879500291   
0601GLC1+       20090101000305100000005000m0100000935000306   
0601GLC1+       20090101000310100000005000m0100000981000314   
0601GLC1+       20090101000315100000005000m0100001027500324   
0601GLC1+       20090101000320100000005000m0100001083000335   
0601GLC1+       20090101000325100000005000m0100001138500348   
0601GLC1+       20090101000330100000005000m0100001186000358   
0601GLC1+       20090101000335100000005000m0100001240500367   
0601GLC1+       20090101000340100000005000m0100001285500377   
0601GLC1+       20090101000345100000005000m0100001336000386   
0601GLC1+       20090101000350100000005000m0100001396500397   
0601GLC1+       20090101000355100000005000m0100001425000400   
0601GLC1+       20090101000360100000005000m0100001453500400   
0601GLC1+       20090101000365100000005000m0100001512000411   
0601GLC1+       20090101000370100000005000m0100001537000413   
0601GLC1+       20090101000375100000005000m0100001556500413   
0601GLC1+       20090101000380100000005000m0100001615000424   
0601GLC1+       20090101000385100000005000m0100001636000423   
0601GLC1+       20090101000390100000005000m0100001665000425   
0601GLC1+       20090101000395100000005000m0100001723500433   
0601GLC1+       20090101000400100000005000m0100001744500432   
0601GLC1+       20090101000405100000005000m0100001766000434   
0601GLC1+       20090101000410100000005000m0100001850000448   
0601GLC1+       20090101000415100000005000m0100001941000465   
0601GLC1+       20090101000420100000005000m0100002018500478   
0601GLC1+       20090101000425100000005000m0100002109500494   
0601GLC1+       20090101000430100000005000m0100002186500506   
0601GLC1+       20090101000435100000005000m0100002272500519   
0601GLC1+       20090101000440100000005000m0100002363500533   
0601GLC1+       20090101000445100000005000m0100002436000545   
0601GLC1+       20090101000450100000005000m0100002509500555   
0601GLC1+       20090101000455100000005000m0100002601000568   
0601GLC1+       20090101000460100000005000m0100002688000582   
0601GLC1+       20090101000465100000005000m0100002759500590   
0601GLC1+       20090101000470100000005000m0100002854000603   
0601GLC1+       20090101000475100000005000m0100002932000614   
0601GLC1+       20090101000480100000005000m0100003022500626   
0601GLC1+       20090101000485100000005000m0100003119500640   
0601GLC1+       20090101000490100000005000m0100003195500650   
0601GLC1+       20090101000495100000005000m0100003273000657   
0601GLC1+       20090101000500100000005000m0100003368500671   
0601GLC1+       20090101000505100000005000m0100003459500682   
0601GLC1+       20090101000510100000005000m0100003543500691   
0601GLC1+       20090101000515100000005000m0100003642000703   
0601GLC1+       20090101000520100000005000m0100003729000714   
0601GLC1+       20090101000525100000005000m0100003828000726   
0601GLC1+       20090101000530100000005000m0100003928000738   
0601GLC1+       20090101000535100000005000m0100004012500746   
0601GLC1+       20090101000540100000005000m0100004100000756   
0601GLC1+       20090101000545100000005000m0100004199500767   
0601GLC1+       20090101000550100000005000m0100004299500778   
0601GLC1+       20090101000555100000005000m0100004386500787   
0601GLC1+       20090101000560100000005000m0100004485000798   
0601GLC1+       20090101000565100000005000m0100004567500805   
0601GLC1+       20090101000570100000005000m0100004662000814   
0601GLC1+       20090101000575100000005000m0100004763000824   
0601GLC1+       20090101000580100000005000m0100004845500833   
0601GLC1+       20090101000585100000005000m0100004926000839   
0601GLC1+       20090101000590100000005000m0100005024500847   
0601GLC1+       20090101000595100000005000m0100005120000857   
0601GLC1+       20090101000600100000005000m0100005201500863   
0601GLC1+       20090101000605100000005000m0100005307000874   
0601GLC1+       20090101000610100000005000m0100005376500878   
0601GLC1+       20090101000615100000005000m0100005483500887   
0601GLC1+       20090101000620100000005000m0100005568500895   
0601GLC1+       20090101000625100000005000m0100005653000900   
0601GLC1+       20090101000630100000005000m0100005738500908   
0601GLC1+       20090101000635100000005000m0100005823000913   
0601GLC1+       20090101000640100000005000m0100005910000920   
0601GLC1+       20090101000645100000005000m0100005994500925   
0601GLC1+       20090101000650100000005000m0100006082000932   
0601GLC1+       20090101000655100000005000m0100006168000938   
0601GLC1+       20090101000660100000005000m0100006269500946   
0601GLC1+       20090101000665100000005000m0100006355500953   
0601GLC1+       20090101000670100000005000m0100006441000958   
0601GLC1+       20090101000675100000005000m0100006526500964   
0601GLC1+       20090101000680100000005000m0100006610500968   
0601GLC1+       20090101000685100000005000m0100006697000975   
0601GLC1+       20090101000690100000005000m0100006779500979   
0601GLC1+       20090101000695100000005000m0100006865000985   
0601GLC1+       20090101000700100000005000m0100006949500989   
0601GLC1+       20090101000705100000005000m0100007034500994   
0601GLC1+       20090101000710100000005000m0100007120000999   
0601GLC1+       20090101000715100000005000m0100007206001005   
0601GLC1+       20090101000720100000005000m0100007290501009   
0601GLC1+       20090101000725100000005000m0100007375501014   
0601GLC1+       20090101000730100000005000m0100007459501018   
0601GLC1+       20090101000735100000005000m0100007559001025   
0601GLC1+       20090101000740100000005000m0100007649001030   
0601GLC1+       20090101000745100000005000m0100007737001035   
0601GLC1+       20090101000750100000005000m0100007826501041   
0601GLC1+       20090101000755100000005000m0100007915501046   
0601GLC1+       20090101000760100000005000m0100008005001050   
0601GLC1+       20090101000765100000005000m0100008095501055   
0601GLC1+       20090101000770100000005000m0100008186001060   
0601GLC1+       20090101000775100000005000m0100008274001064   
0601GLC1+       20090101000780100000005000m0100008365501070   
0601GLC1+       20090101000785100000005000m0100008455001074   
0601GLC1+       20090101000790100000005000m0100008550001079   
0601GLC1+       20090101000795100000005000m0100008649001085   
0601GLC1+       20090101000800100000005000m0100008745501090   
0601GLC1+       20090101000805100000005000m0100008843501095   
0601GLC1+       20090101000810100000005000m0100008956501103   
0601GLC1+       20090101000815100000005000m0100009054501107   
0601GLC1+       20090101000820100000005000m0100009152501112   
0601GLC1+       20090101000825100000005000m0100009249501118   
0601GLC1+       20090101000830100000005000m0100009348501123   
0601GLC1+       20090101000835100000005000m0100009446501128   
0601GLC1+       20090101000840100000005000m0100009545501134   
0601GLC1+       20090101000845100000005000m0100009643501137   
0601GLC1+       20090101000850100000005000m0100009742001143   
0601GLC1+       20090101000855100000005000m0100009841001148   
0601GLC1+       20090101000860100000005000m0100009942501152   
0601GLC1+       20090101000865100000005000m0100010046001159   
0601GLC1+       20090101000870100000005000m0100010148501163   
0601GLC1+       20090101000875100000005000m0100010253001168   
0601GLC1+       20090101000880100000005000m0100010356001174   
0601GLC1+       20090101000885100000005000m0100010475501181   
0601GLC1+       20090101000890100000005000m0100010579001185   
0601GLC1+       20090101000895100000005000m0100010683001190   
0601GLC1+       20090101000900100000005000m0100010785001196   
0601GLC1+       20090101000905100000005000m0100010889001200   
0601GLC1+       20090101000910100000005000m0100010995501205   
0601GLC1+       20090101000915100000005000m0100011099501210   
0601GLC1+       20090101000920100000005000m0100011202001214   
0601GLC1+       20090101000925100000005000m0100011306001219   
0601GLC1+       20090101000930100000005000m0100011408501224   
0601GLC1+       20090101000935100000005000m0100011511501228   
0601GLC1+       20090101000940100000005000m0100011615501233   
0601GLC1+       20090101000945100000005000m0100011720501237   
0601GLC1+       20090101000950100000005000m0100011824501241   
0601GLC1+       20090101000955100000005000m0100011928501246   
0601GLC1+       20090101000960100000005000m0100012048501252   
0601GLC1+       20090101000965100000005000m0100012154001256   
0601GLC1+       20090101000970100000005000m0100012263501261   
0601GLC1+       20090101000975100000005000m0100012372501265   
0601GLC1+       20090101000980100000005000m0100012480001270   
0601GLC1+       20090101000985100000005000m0100012589001275   
0601GLC1+       20090101000990100000005000m0100012696501280   
0601GLC1+       20090101000995100000005000m0100012806001284   
0601GLC1+       20090101001000100000005000m0100012913501288   
0601GLC1+       20090101001005100000005000m0100013021001292   
0601GLC1+       20090101001010100000005000m0100013128501297   
0601GLC1+       20090101001015100000005000m0100013237001301   
0601GLC1+       20090101001020100000005000m0100013345501306   
0601GLC1+       20090101001025100000005000m0100013458001310   
0601GLC1+       20090101001030100000005000m0100013567001314   
0601GLC1+       20090101001035100000005000m0100013692501320   
0601GLC1+       20090101001040100000005000m0100013801501324   
0601GLC1+       20090101001045100000005000m0100013909001328   
0601GLC1+       20090101001050100000005000m0100014019001332   
0601GLC1+       20090101001055100000005000m0100014130501336   
0601GLC1+       20090101001060100000005000m0100014243501340   
0601GLC1+       20090101001065100000005000m0100014354501344   
0601GLC1+       20090101001070100000005000m0100014489001351   
0601GLC1+       20090101001075100000005000m0100014600001355   
0601GLC1+       20090101001080100000005000m0100014712501359   
0601GLC1+       20090101001085100000005000m0100014825001364   
0601GLC1+       20090101001090100000005000m0100014937001368   
0601GLC1+       20090101001095100000005000m0100015066001373   
0601GLC1+       20090101001100100000005000m0100015183501377   
0601GLC1+       20090101001105100000005000m0100015296501381   
0601GLC1+       20090101001110100000005000m0100015409001385   
0601GLC1+       20090101001115100000005000m0100015521001389   
0601GLC1+       20090101001120100000005000m0100015656501395   
0601GLC1+       20090101001125100000005000m0100015771001399   
0601GLC1+       20090101001130100000005000m0100015894001403   
0601GLC1+       20090101001135100000005000m0100016009001407   
0601GLC1+       20090101001140100000005000m0100016143001413   
0601GLC1+       20090101001145100000005000m0100016263001417   
0601GLC1+       20090101001150100000005000m0100016380001421   
0601GLC1+       20090101001155100000005000m0100016495001425   
0601GLC1+       20090101001160100000005000m0100016613501429   
0601GLC1+       20090101001165100000005000m0100016747501435   
0601GLC1+       20090101001170100000005000m0100016864001438   
0601GLC1+       20090101001175100000005000m0100016988501443   
0601GLC1+       20090101001180100000005000m0100017106501447   
0601GLC1+       20090101001185100000005000m0100017230501451   
0601GLC1+       20090101001190100000005000m0100017366001457   
0601GLC1+       20090101001195100000005000m0100017484501460   
0601GLC1+       20090101001200100000005000m0100017609501464   
0601GLC1+       20090101001205100000005000m0100017733001468   
0601GLC1+       20090101001210100000005000m0100017857501473   
0601GLC1+       20090101001215100000005000m0100018001501478   
0601GLC1+       20090101001220100000005000m0100018128001483   
0601GLC1+       20090101001225100000005000m0100018263501488   
0601GLC1+       20090101001230100000005000m0100018391001492   
0601GLC1+       20090101001235100000005000m0100018520001497   
0601GLC1+       20090101001240100000005000m0100018677001503   
0601GLC1+       20090101001245100000005000m0100018810501508   
0601GLC1+       20090101001250100000005000m0100018941501512   
0601GLC1+       20090101001255100000005000m0100019083501517   
0601GLC1+       20090101001260100000005000m0100019215001522   
0601GLC1+       20090101001265100000005000m0100019364001527   
0601GLC1+       20090101001270100000005000m0100019505001533   
0601GLC1+       20090101001275100000005000m0100019639001537   
0601GLC1+       20090101001280100000005000m0100019796001544   
0601GLC1+       20090101001285100000005000m0100019929501548   
0601GLC1+       20090101001290100000005000m0100020061501552   
0601GLC1+       20090101001295100000005000m0100020218501558   
0601GLC1+       20090101001300100000005000m0100020352001562   
0601GLC1+       20090101001305100000005000m0100020502501568   
0601GLC1+       20090101001310100000005000m0100020644001573   
0601GLC1+       20090101001315100000005000m0100020777501577   
0601GLC1+       20090101001320100000005000m0100020937501583   
0601GLC1+       20090101001325100000005000m0100021068001587   
0601GLC1+       20090101001330100000005000m0100021203001591   
0601GLC1+       20090101001335100000005000m0100021362501597   
0601GLC1+       20090101001340100000005000m0100021494501601   
0601GLC1+       20090101001345100000005000m0100021629501605   
0601GLC1+       20090101001350100000005000m0100021789001611   
0601GLC1+       20090101001355100000005000m0100021922501615   
0601GLC1+       20090101001360100000005000m0100022074001620   
0601GLC1+       20090101001365100000005000m0100022215501625   
0601GLC1+       20090101001370100000005000m0100022351501628   
0601GLC1+       20090101001375100000005000m0100022510001634   
0601GLC1+       20090101001380100000005000m0100022644001638   
0601GLC1+       20090101001385100000005000m0100022780001642   
0601GLC1+       20090101001390100000005000m0100022939001647   
0601GLC1+       20090101001395100000005000m0100023073001651   
0601GLC1+       20090101001400100000005000m0100023209501655   
0601GLC1+       20090101001405100000005000m0100023369001660   
0601GLC1+       20090101001410100000005000m0100023503001664   
0601GLC1+       20090101001415100000005000m0100023656001669   
0601GLC1+       20090101001420100000005000m0100023799001673   
0601GLC1+       20090101001425100000005000m0100023933501676   
0601GLC1+       20090101001430100000005000m0100024094501682   
0601GLC1+       20090101001435100000005000m0100024230001686   
0601GLC1+       20090101001440100000005000m0100024365001689   
0601GLC1+       20090101001445100000005000m0100024526001695   
0601GLC1+       20090101001450100000005000m0100024662001698   
0601GLC1+       20090101001455100000005000m0100024816001703   
0601GLC1+       20090101001460100000005000m0100024959501707   
0601GLC1+       20090101001465100000005000m0100025096001710   
0601GLC1+       20090101001470100000005000m0100025255001715   
0601GLC1+       20090101001475100000005000m0100025392501718   
0601GLC1+       20090101001480100000005000m0100025528001722   
0601GLC1+       20090101001485100000005000m0100025690501727   
0601GLC1+       20090101001490100000005000m0100025825001731   
0601GLC1+       20090101001495100000005000m0100025963001734   
0601GLC1+       20090101001500100000500000m0100033315001907   
0601GLC1+       20090101002000100000500000m0100049344502195   
0601GLC1+       20090101002500100000500000m0100065693502391   
0601GLC2+       20090101000000100000040000m0200000104000571   
0601GLC2+       20090101000040100000005000m0200000104000235   
0601GLC2+       20090101000045100000005000m0200000104000211   
0601GLC2+       20090101000050100000005000m0200000104000190   
0601GLC2+       20090101000055100000005000m0200000104000174   
0601GLC2+       20090101000060100000005000m0200000104000160   
0601GLC2+       20090101000065100000005000m0200000104000148   
0601GLC2+       20090101000070100000005000m0200000104000138   
0601GLC2+       20090101000075100000005000m0200000104000129   
0601GLC2+       20090101000080100000005000m0200000104000121   
0601GLC2+       20090101000085100000005000m0200000104000114   
0601GLC2+       20090101000090100000005000m0200000104000108   
0601GLC2+       20090101000095100000005000m0200000104000103   
0601GLC2+       20090101000100100000005000m0200000104000098   
0601GLC2+       20090101000105100000005000m0200000104000093   
0601GLC2+       20090101000110100000005000m0200000104000089   
0601GLC2+       20090101000115100000005000m0200000104000085   
0601GLC2+       20090101000120100000005000m0200000104000082   
0601GLC2+       20090101000125100000005000m0200000104000078   
0601GLC2+       20090101000130100000005000m0200000104000075   
0601GLC2+       20090101000135100000005000m0200000104000073   
0601GLC2+       20090101000140100000005000m0200000104000070   
0601GLC2+       20090101000145100000005000m0200000104000068   
0601GLC2+       20090101000150100000005000m0200000104000066   
0601GLC2+       20090101000155100000005000m0200000104000063   
0601GLC2+       20090101000160100000005000m0200000104000062   
0601GLC2+       20090101000165100000005000m0200000104000060   
0601GLC2+       20090101000170100000005000m0200000104000058   
0601GLC2+       20090101000175100000005000m0200000104000056   
0601GLC2+       20090101000180100000005000m0200000104000055   
0601GLC2+       20090101000185100000005000m0200000104000053   
0601GLC2+       20090101000190100000005000m0200000104000052   
0601GLC2+       20090101000195100000005000m0200000104000051   
0601GLC2+       20090101000200100000005000m0200000104000049   
0601GLC2+       20090101000205100000005000m0200000104000048   
0601GLC2+       20090101000210100000005000m0200000104000047   
0601GLC2+       20090101000215100000005000m0200000104000046   
0601GLC2+       20090101000220100000005000m0200000104000045   
0601GLC2+       20090101000225100000005000m0200000104000044   
0601GLC2+       20090101000230100000005000m0200000104000043   
0601GLC2+       20090101000235100000005000m0200000104000042   
0601GLC2+       20090101000240100000005000m0200000104000041   
0601GLC2+       20090101000245100000005000m0200000104000040   
0601GLC2+       20090101000250100000005000m0200000104000040   
0601GLC2+       20090101000255100000005000m0200000104000039   
0601GLC2+       20090101000260100000005000m0200000104000038   
0601GLC2+       20090101000265100000005000m0200000104000037   
0601GLC2+       20090101000270100000005000m0200000104000037   
0601GLC2+       20090101000275100000005000m0200000104000036   
0601GLC2+       20090101000280100000005000m0200000104000035   
0601GLC2+       20090101000285100000005000m0200000104000035   
0601GLC2+       20090101000290100000005000m0200000104000034   
0601GLC2+       20090101000295100000005000m0200000104000034   
0601GLC2+       20090101000300100000005000m0200000130500043   
0601GLC2+       20090101000305100000005000m0200000185000062   
0601GLC2+       20090101000310100000005000m0200000232000074   
0601GLC2+       20090101000315100000005000m0200000278500088   
0601GLC2+       20090101000320100000005000m0200000334000102   
0601GLC2+       20090101000325100000005000m0200000389500119   
0601GLC2+       20090101000330100000005000m0200000437000132   
0601GLC2+       20090101000335100000005000m0200000491500145   
0601GLC2+       20090101000340100000005000m0200000537500158   
0601GLC2+       20090101000345100000005000m0200000587000170   
0601GLC2+       20090101000350100000005000m0200000647500184   
0601GLC2+       20090101000355100000005000m0200000675000190   
0601GLC2+       20090101000360100000005000m0200000704500193   
0601GLC2+       20090101000365100000005000m0200000764000207   
0601GLC2+       20090101000370100000005000m0200000788000212   
0601GLC2+       20090101000375100000005000m0200000804000212   
0601GLC2+       20090101000380100000005000m0200000859500225   
0601GLC2+       20090101000385100000005000m0200000875500227   
0601GLC2+       20090101000390100000005000m0200000899500229   
0601GLC2+       20090101000395100000005000m0200000955000242   
0601GLC2+       20090101000400100000005000m0200000970500241   
0601GLC2+       20090101000405100000005000m0200000987500243   
0601GLC2+       20090101000410100000005000m0200001042000252   
0601GLC2+       20090101000415100000005000m0200001066000256   
0601GLC2+       20090101000420100000005000m0200001082000256   
0601GLC2+       20090101000425100000005000m0200001137500267   
0601GLC2+       20090101000430100000005000m0200001154500266   
0601GLC2+       20090101000435100000005000m0200001177500270   
0601GLC2+       20090101000440100000005000m0200001233000278   
0601GLC2+       20090101000445100000005000m0200001248500279   
