00SG               20081219                                                                                   
0601SGB6+       20090101001300100000005000 0600012350000948   
0601SGB6+       20090101001305100000005000 0600012460000953   
0601SGB6+       20090101001310100000005000 0600012530000955   
0601SGB6+       20090101001315100000005000 0600012660000961   
0601SGB6+       20090101001320100000005000 0600012800000968   
0601SGB6+       20090101001325100000005000 0600012890000971   
0601SGB6+       20090101001330100000005000 0600013030000978   
0601SGB6+       20090101001335100000005000 0600013160000984   
0601SGB6+       20090101001340100000005000 0600013250000987   
0601SGB6+       20090101001345100000005000 0600013390000994   
0601SGB6+       20090101001350100000005000 0600013520001000   
0601SGB6+       20090101001355100000005000 0600013620001003   
0601SGB6+       20090101001360100000005000 0600013750001009   
0601SGB6+       20090101001365100000005000 0600013890001016   
0601SGB6+       20090101001370100000005000 0600014030001022   
0601SGB6+       20090101001375100000005000 0600014140001026   
0601SGB6+       20090101001380100000005000 0600014280001033   
0601SGB6+       20090101001385100000005000 0600014420001039   
0601SGB6+       20090101001390100000005000 0600014530001043   
0601SGB6+       20090101001395100000005000 0600014670001050   
0601SGB6+       20090101001400100000005000 0600014810001056   
0601SGB6+       20090101001405100000005000 0600014910001059   
0601SGB6+       20090101001410100000005000 0600015050001065   
0601SGB6+       20090101001415100000005000 0600015190001072   
0601SGB6+       20090101001420100000005000 0600015290001075   
0601SGB6+       20090101001425100000005000 0600015430001081   
0601SGB6+       20090101001430100000005000 0600015560001086   
0601SGB6+       20090101001435100000005000 0600015660001089   
0601SGB6+       20090101001440100000005000 0600015800001095   
0601SGB6+       20090101001445100000005000 0600015940001101   
0601SGB6+       20090101001450100000005000 0600016040001104   
0601SGB6+       20090101001455100000005000 0600016180001110   
0601SGB6+       20090101001460100000005000 0600016320001116   
0601SGB6+       20090101001465100000005000 0600016420001119   
0601SGB6+       20090101001470100000005000 0600016570001125   
0601SGB6+       20090101001475100000005000 0600016710001131   
0601SGB6+       20090101001480100000005000 0600016870001138   
0601SGB6+       20090101001485100000005000 0600016970001141   
0601SGB6+       20090101001490100000010000 0600000000001144   
0601SGB6+       20090101001500100000500000 0600000000001378   
0601SGB6+       20090101002000100000500000 0600000000001843   
0601SGB6+       20090101002500100007499900 0600000000002005   
0601SGB7+       20090101000000100000115000 0700000030000027   
0601SGB7+       20090101000115100000005000 0700000030000026   
0601SGB7+       20090101000120100000005000 0700000030000024   
0601SGB7+       20090101000125100000005000 0700000030000024   
0601SGB7+       20090101000130100000005000 0700000030000023   
0601SGB7+       20090101000135100000005000 0700000030000022   
0601SGB7+       20090101000140100000005000 0700000030000021   
0601SGB7+       20090101000145100000005000 0700000030000020   
0601SGB7+       20090101000150100000005000 0700000030000020   
0601SGB7+       20090101000155100000005000 0700000030000019   
0601SGB7+       20090101000160100000005000 0700000030000018   
0601SGB7+       20090101000165100000005000 0700000030000018   
0601SGB7+       20090101000170100000005000 0700000030000017   
0601SGB7+       20090101000175100000005000 0700000030000017   
0601SGB7+       20090101000180100000005000 0700000030000016   
0601SGB7+       20090101000185100000005000 0700000030000016   
0601SGB7+       20090101000190100000005000 0700000030000016   
0601SGB7+       20090101000195100000005000 0700000030000015   
0601SGB7+       20090101000200100000005000 0700000030000015   
0601SGB7+       20090101000205100000005000 0700000030000014   
0601SGB7+       20090101000210100000005000 0700000030000014   
0601SGB7+       20090101000215100000005000 0700000030000014   
0601SGB7+       20090101000220100000005000 0700000030000013   
0601SGB7+       20090101000225100000005000 0700000030000013   
0601SGB7+       20090101000230100000005000 0700000030000013   
0601SGB7+       20090101000235100000005000 0700000030000013   
0601SGB7+       20090101000240100000005000 0700000030000012   
0601SGB7+       20090101000245100000005000 0700000030000012   
0601SGB7+       20090101000250100000005000 0700000030000012   
0601SGB7+       20090101000255100000005000 0700000030000012   
0601SGB7+       20090101000260100000005000 0700000030000011   
0601SGB7+       20090101000265100000005000 0700000030000011   
0601SGB7+       20090101000270100000005000 0700000030000011   
0601SGB7+       20090101000275100000005000 0700000030000011   
0601SGB7+       20090101000280100000005000 0700000030000011   
0601SGB7+       20090101000285100000005000 0700000030000010   
0601SGB7+       20090101000290100000005000 0700000030000010   
0601SGB7+       20090101000295100000005000 0700000030000010   
0601SGB7+       20090101000300100000005000 0700000030000010   
0601SGB7+       20090101000305100000005000 0700000030000010   
0601SGB7+       20090101000310100000005000 0700000030000010   
0601SGB7+       20090101000315100000005000 0700000030000009   
0601SGB7+       20090101000320100000005000 0700000030000009   
0601SGB7+       20090101000325100000005000 0700000030000009   
0601SGB7+       20090101000330100000005000 0700000030000009   
0601SGB7+       20090101000335100000005000 0700000030000009   
0601SGB7+       20090101000340100000005000 0700000030000009   
0601SGB7+       20090101000345100000005000 0700000030000009   
0601SGB7+       20090101000350100000005000 0700000030000009   
0601SGB7+       20090101000355100000005000 0700000030000008   
0601SGB7+       20090101000360100000005000 0700000030000008   
0601SGB7+       20090101000365100000005000 0700000030000008   
0601SGB7+       20090101000370100000005000 0700000030000008   
0601SGB7+       20090101000375100000005000 0700000030000008   
0601SGB7+       20090101000380100000005000 0700000030000008   
0601SGB7+       20090101000385100000005000 0700000030000008   
0601SGB7+       20090101000390100000005000 0700000030000008   
0601SGB7+       20090101000395100000005000 0700000030000008   
0601SGB7+       20090101000400100000005000 0700000030000007   
0601SGB7+       20090101000405100000005000 0700000030000007   
0601SGB7+       20090101000410100000005000 0700000030000007   
0601SGB7+       20090101000415100000005000 0700000030000007   
0601SGB7+       20090101000420100000005000 0700000030000007   
0601SGB7+       20090101000425100000005000 0700000030000007   
0601SGB7+       20090101000430100000005000 0700000030000007   
0601SGB7+       20090101000435100000005000 0700000030000007   
0601SGB7+       20090101000440100000005000 0700000030000007   
0601SGB7+       20090101000445100000005000 0700000030000007   
0601SGB7+       20090101000450100000005000 0700000030000007   
0601SGB7+       20090101000455100000005000 0700000030000007   
0601SGB7+       20090101000460100000005000 0700000030000006   
0601SGB7+       20090101000465100000005000 0700000030000006   
0601SGB7+       20090101000470100000005000 0700000030000006   
0601SGB7+       20090101000475100000005000 0700000030000006   
0601SGB7+       20090101000480100000005000 0700000030000006   
0601SGB7+       20090101000485100000005000 0700000030000006   
0601SGB7+       20090101000490100000005000 0700000030000006   
0601SGB7+       20090101000495100000005000 0700000030000006   
0601SGB7+       20090101000500100000005000 0700000030000006   
0601SGB7+       20090101000505100000005000 0700000030000006   
0601SGB7+       20090101000510100000005000 0700000030000006   
0601SGB7+       20090101000515100000005000 0700000030000006   
0601SGB7+       20090101000520100000005000 0700000030000006   
0601SGB7+       20090101000525100000005000 0700000030000006   
0601SGB7+       20090101000530100000005000 0700000030000006   
0601SGB7+       20090101000535100000005000 0700000030000006   
0601SGB7+       20090101000540100000005000 0700000030000006   
0601SGB7+       20090101000545100000005000 0700000030000005   
0601SGB7+       20090101000550100000005000 0700000030000005   
0601SGB7+       20090101000555100000005000 0700000030000005   
0601SGB7+       20090101000560100000005000 0700000030000005   
0601SGB7+       20090101000565100000005000 0700000030000005   
0601SGB7+       20090101000570100000005000 0700000030000005   
0601SGB7+       20090101000575100000005000 0700000030000005   
0601SGB7+       20090101000580100000005000 0700000030000005   
0601SGB7+       20090101000585100000005000 0700000030000005   
0601SGB7+       20090101000590100000005000 0700000030000005   
0601SGB7+       20090101000595100000005000 0700000030000005   
0601SGB7+       20090101000600100000005000 0700000030000005   
0601SGB7+       20090101000605100000005000 0700000030000005   
0601SGB7+       20090101000610100000005000 0700000030000005   
0601SGB7+       20090101000615100000005000 0700000030000005   
0601SGB7+       20090101000620100000005000 0700000030000005   
0601SGB7+       20090101000625100000005000 0700000030000005   
0601SGB7+       20090101000630100000005000 0700000030000005   
0601SGB7+       20090101000635100000005000 0700000030000005   
0601SGB7+       20090101000640100000005000 0700000030000005   
0601SGB7+       20090101000645100000005000 0700000030000005   
0601SGB7+       20090101000650100000005000 0700000030000005   
0601SGB7+       20090101000655100000005000 0700000090000014   
0601SGB7+       20090101000660100000005000 0700000120000018   
0601SGB7+       20090101000665100000005000 0700000170000025   
0601SGB7+       20090101000670100000005000 0700000210000031   
0601SGB7+       20090101000675100000005000 0700000260000038   
0601SGB7+       20090101000680100000005000 0700000290000042   
0601SGB7+       20090101000685100000005000 0700000320000047   
0601SGB7+       20090101000690100000005000 0700000370000053   
0601SGB7+       20090101000695100000005000 0700000420000060   
0601SGB7+       20090101000700100000005000 0700000490000070   
0601SGB7+       20090101000705100000005000 0700000600000085   
0601SGB7+       20090101000710100000005000 0700000690000097   
0601SGB7+       20090101000715100000005000 0700000750000105   
0601SGB7+       20090101000720100000005000 0700000830000115   
0601SGB7+       20090101000725100000005000 0700000890000122   
0601SGB7+       20090101000730100000005000 0700000980000134   
0601SGB7+       20090101000735100000005000 0700001040000141   
0601SGB7+       20090101000740100000005000 0700001120000151   
0601SGB7+       20090101000745100000005000 0700001180000158   
0601SGB7+       20090101000750100000005000 0700001240000165   
0601SGB7+       20090101000755100000005000 0700001330000176   
0601SGB7+       20090101000760100000005000 0700001390000182   
0601SGB7+       20090101000765100000005000 0700001470000192   
0601SGB7+       20090101000770100000005000 0700001530000198   
0601SGB7+       20090101000775100000005000 0700001620000208   
0601SGB7+       20090101000780100000005000 0700001660000212   
0601SGB7+       20090101000785100000005000 0700001720000218   
