00BE               20081114                                                                                   
0601BEC6d       20090101004305100000005000m0600116500002705   
0601BEC6d       20090101004310100000005000m0600116680002706   
0601BEC6d       20090101004315100000005000m0600116850002706   
0601BEC6d       20090101004320100000005000m0600117050002708   
0601BEC6d       20090101004325100000005000m0600117230002709   
0601BEC6d       20090101004330100000005000m0600117410002710   
0601BEC6d       20090101004335100000005000m0600117620002712   
0601BEC6d       20090101004340100000005000m0600117800002713   
0601BEC6d       20090101004345100000005000m0600118010002714   
0601BEC6d       20090101004350100000005000m0600118190002715   
0601BEC6d       20090101004355100000005000m0600118370002716   
0601BEC6d       20090101004360100000005000m0600118580002718   
0601BEC6d       20090101004365100000005000m0600118760002719   
0601BEC6d       20090101004370100000005000m0600118930002720   
0601BEC6d       20090101004375100000005000m0600119140002722   
0601BEC6d       20090101004380100000005000m0600119320002723   
0601BEC6d       20090101004385100000005000m0600119500002724   
0601BEC6d       20090101004390100000005000m0600119710002725   
0601BEC6d       20090101004395100000005000m0600119890002726   
0601BEC6d       20090101004400100000005000m0600120100002728   
0601BEC6d       20090101004405100000005000m0600120280002729   
0601BEC6d       20090101004410100000005000m0600120460002730   
0601BEC6d       20090101004415100000005000m0600120660002731   
0601BEC6d       20090101004420100000005000m0600120840002732   
0601BEC6d       20090101004425100000005000m0600121020002733   
0601BEC6d       20090101004430100000005000m0600121230002735   
0601BEC6d       20090101004435100000005000m0600121410002736   
0601BEC6d       20090101004440100000005000m0600121590002737   
0601BEC6d       20090101004445100000005000m0600121800002739   
0601BEC6d       20090101004450100000005000m0600121980002740   
0601BEC6d       20090101004455100000005000m0600122180002741   
0601BEC6d       20090101004460100000005000m0600122360002742   
0601BEC6d       20090101004465100000005000m0600122540002743   
0601BEC6d       20090101004470100000005000m0600122750002745   
0601BEC6d       20090101004475100000005000m0600122930002746   
0601BEC6d       20090101004480100000005000m0600123120002747   
0601BEC6d       20090101004485100000005000m0600123330002748   
0601BEC6d       20090101004490100000005000m0600123500002749   
0601BEC6d       20090101004495100000005000m0600123710002751   
0601BEC6d       20090101004500100000005000m0600123900002752   
0601BEC6d       20090101004505100000005000m0600124080002753   
0601BEC6d       20090101004510100000005000m0600124290002754   
0601BEC6d       20090101004515100000005000m0600124480002756   
0601BEC6d       20090101004520100000005000m0600124640002756   
0601BEC6d       20090101004525100000005000m0600124860002758   
0601BEC6d       20090101004530100000005000m0600125040002759   
0601BEC6d       20090101004535100000005000m0600125220002760   
0601BEC6d       20090101004540100000005000m0600125440002761   
0601BEC6d       20090101004545100000005000m0600125620002762   
0601BEC6d       20090101004550100000005000m0600125820002764   
0601BEC6d       20090101004555100000005000m0600126000002765   
0601BEC6d       20090101004560100000005000m0600126190002766   
0601BEC6d       20090101004565100000005000m0600126400002767   
0601BEC6d       20090101004570100000005000m0600126580002768   
0601BEC6d       20090101004575100000005000m0600126770002769   
0601BEC6d       20090101004580100000005000m0600126970002771   
0601BEC6d       20090101004585100000005000m0600127150002772   
0601BEC6d       20090101004590100000005000m0600127370002773   
0601BEC6d       20090101004595100000005000m0600127550002774   
0601BEC6d       20090101004600100000005000m0600127730002775   
0601BEC6d       20090101004605100000005000m0600127930002777   
0601BEC6d       20090101004610100000005000m0600128120002778   
0601BEC6d       20090101004615100000005000m0600128300002779   
0601BEC6d       20090101004620100000005000m0600128510002780   
0601BEC6d       20090101004625100000005000m0600128700002781   
0601BEC6d       20090101004630100000005000m0600128860002782   
0601BEC6d       20090101004635100000005000m0600129080002783   
0601BEC6d       20090101004640100000005000m0600129260002784   
0601BEC6d       20090101004645100000005000m0600129480002786   
0601BEC6d       20090101004650100000005000m0600129660002787   
0601BEC6d       20090101004655100000005000m0600129830002788   
0601BEC6d       20090101004660100000005000m0600130050002789   
0601BEC6d       20090101004665100000005000m0600130230002790   
0601BEC6d       20090101004670100000005000m0600130410002791   
0601BEC6d       20090101004675100000005000m0600130630002793   
0601BEC6d       20090101004680100000005000m0600130800002793   
0601BEC6d       20090101004685100000005000m0600130980002794   
0601BEC6d       20090101004690100000005000m0600131200002796   
0601BEC6d       20090101004695100000005000m0600131380002797   
0601BEC6d       20090101004700100000005000m0600131600002799   
0601BEC6d       20090101004705100000005000m0600131770002799   
0601BEC6d       20090101004710100000005000m0600131950002800   
0601BEC6d       20090101004715100000005000m0600132170002802   
0601BEC6d       20090101004720100000005000m0600132350002803   
0601BEC6d       20090101004725100000005000m0600132520002803   
0601BEC6d       20090101004730100000005000m0600132730002805   
0601BEC6d       20090101004735100000005000m0600132920002806   
0601BEC6d       20090101004740100000005000m0600133140002807   
0601BEC6d       20090101004745100000005000m0600133320002808   
0601BEC6d       20090101004750100000005000m0600133490002809   
0601BEC6d       20090101004755100000005000m0600133700002810   
0601BEC6d       20090101004760100000005000m0600133890002811   
0601BEC6d       20090101004765100000005000m0600134070002812   
0601BEC6d       20090101004770100000005000m0600134270002813   
0601BEC6d       20090101004775100000005000m0600134460002814   
0601BEC6d       20090101004780100000005000m0600134640002815   
0601BEC6d       20090101004785100000005000m0600134860002817   
0601BEC6d       20090101004790100000005000m0600135030002818   
0601BEC6d       20090101004795100000005000m0600135240002819   
0601BEC6d       20090101004800100000005000m0600135430002820   
0601BEC6d       20090101004805100000005000m0600135610002821   
0601BEC6d       20090101004810100000005000m0600135810002822   
0601BEC6d       20090101004815100000005000m0600136000002823   
0601BEC6d       20090101004820100000005000m0600136180002824   
0601BEC6d       20090101004825100000005000m0600136400002825   
0601BEC6d       20090101004830100000005000m0600136570002826   
0601BEC6d       20090101004835100000005000m0600136750002827   
0601BEC6d       20090101004840100000005000m0600136970002828   
0601BEC6d       20090101004845100000005000m0600137150002829   
0601BEC6d       20090101004850100000005000m0600137360002831   
0601BEC6d       20090101004855100000005000m0600137540002831   
0601BEC6d       20090101004860100000005000m0600137720002832   
0601BEC6d       20090101004865100000005000m0600137930002834   
0601BEC6d       20090101004870100000005000m0600138110002834   
0601BEC6d       20090101004875100000005000m0600138300002835   
0601BEC6d       20090101004880100000005000m0600138510002837   
0601BEC6d       20090101004885100000005000m0600138680002837   
0601BEC6d       20090101004890100000005000m0600138900002839   
0601BEC6d       20090101004895100000005000m0600139080002840   
0601BEC6d       20090101004900100000005000m0600139270002841   
0601BEC6d       20090101004905100000005000m0600139470002842   
0601BEC6d       20090101004910100000005000m0600139660002843   
0601BEC6d       20090101004915100000005000m0600139840002844   
0601BEC6d       20090101004920100000005000m0600140040002845   
0601BEC6d       20090101004925100000005000m0600140230002846   
0601BEC6d       20090101004930100000005000m0600140410002847   
0601BEC6d       20090101004935100000005000m0600140630002848   
0601BEC6d       20090101004940100000005000m0600140800002849   
0601BEC6d       20090101004945100000005000m0600141020002850   
0601BEC6d       20090101004950100000005000m0600141200002851   
0601BEC6d       20090101004955100000005000m0600141370002852   
0601BEC6d       20090101004960100000005000m0600141590002853   
0601BEC6d       20090101004965100000005000m0600141770002854   
0601BEC6d       20090101004970100000005000m0600141960002855   
0601BEC6d       20090101004975100000005000m0600142160002856   
0601BEC6d       20090101004980100000005000m0600142350002857   
0601BEC6d       20090101004985100000005000m0600142530002858   
0601BEC6d       20090101004990100000005000m0600142730002859   
0601BEC6d       20090101004995100000005000m0600142920002860   
0601BEC6d       20090101005000100000100000m0600143140002861   
0601BEC6d       20090101005100100000100000m0600146970002880   
0601BEC6d       20090101005200100000100000m0600150820002899   
0601BEC6d       20090101005300100000100000m0600154690002917   
0601BEC6d       20090101005400100000100000m0600158550002935   
0601BEC6d       20090101005500100000100000m0600162380002951   
0601BEC6d       20090101005600100000100000m0600166270002968   
0601BEC6d       20090101005700100000100000m0600170120002983   
0601BEC6d       20090101005800100000100000m0600173980002998   
0601BEC6d       20090101005900100000100000m0600177860003013   
0601BEC6d       20090101006000100000100000m0600181710003027   
0601BEC6d       20090101006100100000100000m0600185580003041   
0601BEC6d       20090101006200100000100000m0600189480003055   
0601BEC6d       20090101006300100000100000m0600193330003068   
0601BEC6d       20090101006400100000100000m0600197200003080   
0601BEC6d       20090101006500100000100000m0600201080003092   
0601BEC6d       20090101006600100000100000m0600204950003104   
0601BEC6d       20090101006700100000100000m0600208810003115   
0601BEC6d       20090101006800100000100000m0600212710003127   
0601BEC6d       20090101006900100000100000m0600216580003138   
0601BEC6d       20090101007000100000100000m0600220430003148   
0601BEC6d       20090101007100100000100000m0600224320003158   
0601BEC6d       20090101007200100000100000m0600228210003168   
0601BEC6d       20090101007300100000100000m0600232060003178   
0601BEC6d       20090101007400100000100000m0600235960003188   
0601BEC6d       20090101007500100000100000m0600239840003197   
0601BEC6d       20090101007600100000100000m0600243700003206   
0601BEC6d       20090101007700100000100000m0600247630003215   
0601BEC6d       20090101007800100000100000m0600251500003223   
0601BEC6d       20090101007900100000100000m0600255380003232   
0601BEC6d       20090101008000100000100000m0600259270003240   
0601BEC6d       20090101008100100000100000m0600263150003248   
0601BEC6d       20090101008200100000100000m0600266960003255   
0601BEC6d       20090101008300100000100000m0600270730003261   
0601BEC6d       20090101008400100000100000m0600274460003266   
0601BEC6d       20090101008500100000100000m0600278230003272   
0601BEC6d       20090101008600100000100000m0600282010003278   
0601BEC6d       20090101008700100000100000m0600285760003284   
0601BEC6d       20090101008800100000100000m0600289540003289   
