00TG               20081204                                                                                   
0601TGA8+       20090101000905100000005000 0800001500000165   
0601TGA8+       20090101000910100000005000 0800001590000174   
0601TGA8+       20090101000915100000005000 0800001670000182   
0601TGA8+       20090101000920100000005000 0800001760000191   
0601TGA8+       20090101000925100000005000 0800001840000198   
0601TGA8+       20090101000930100000005000 0800001930000207   
0601TGA8+       20090101000935100000005000 0800002010000214   
0601TGA8+       20090101000940100000005000 0800002100000223   
0601TGA8+       20090101000945100000005000 0800002180000230   
0601TGA8+       20090101000950100000005000 0800002270000238   
0601TGA8+       20090101000955100000005000 0800002370000248   
0601TGA8+       20090101000960100000005000 0800002470000257   
0601TGA8+       20090101000965100000005000 0800002570000266   
0601TGA8+       20090101000970100000005000 0800002680000276   
0601TGA8+       20090101000975100000005000 0800002780000284   
0601TGA8+       20090101000980100000005000 0800002890000294   
0601TGA8+       20090101000985100000005000 0800002990000303   
0601TGA8+       20090101000990100000005000 0800003120000314   
0601TGA8+       20090101000995100000005000 0800003230000324   
0601TGA8+       20090101001000100000005000 0800003330000332   
0601TGA8+       20090101001005100000005000 0800003440000341   
0601TGA8+       20090101001010100000005000 0800003540000350   
0601TGA8+       20090101001015100000005000 0800003650000359   
0601TGA8+       20090101001020100000005000 0800003760000368   
0601TGA8+       20090101001025100000005000 0800003860000376   
0601TGA8+       20090101001030100000005000 0800003970000385   
0601TGA8+       20090101001035100000005000 0800004070000392   
0601TGA8+       20090101001040100000005000 0800004180000401   
0601TGA8+       20090101001045100000005000 0800004280000409   
0601TGA8+       20090101001050100000005000 0800004390000417   
0601TGA8+       20090101001055100000005000 0800004500000426   
0601TGA8+       20090101001060100000005000 0800004620000435   
0601TGA8+       20090101001065100000005000 0800004730000443   
0601TGA8+       20090101001070100000005000 0800004830000450   
0601TGA8+       20090101001075100000005000 0800004960000460   
0601TGA8+       20090101001080100000005000 0800005070000468   
0601TGA8+       20090101001085100000005000 0800005190000477   
0601TGA8+       20090101001090100000005000 0800005300000485   
0601TGA8+       20090101001095100000005000 0800005410000493   
0601TGA8+       20090101001100100000005000 0800005540000502   
0601TGA8+       20090101001105100000005000 0800005640000509   
0601TGA8+       20090101001110100000005000 0800005750000517   
0601TGA8+       20090101001115100000005000 0800005880000526   
0601TGA8+       20090101001120100000005000 0800005990000534   
0601TGA8+       20090101001125100000005000 0800006110000542   
0601TGA8+       20090101001130100000005000 0800006220000549   
0601TGA8+       20090101001135100000005000 0800006330000556   
0601TGA8+       20090101001140100000005000 0800006460000565   
0601TGA8+       20090101001145100000005000 0800006560000572   
0601TGA8+       20090101001150100000005000 0800006670000579   
0601TGA8+       20090101001155100000005000 0800006800000587   
0601TGA8+       20090101001160100000005000 0800006910000594   
0601TGA8+       20090101001165100000005000 0800007010000600   
0601TGA8+       20090101001170100000005000 0800007140000609   
0601TGA8+       20090101001175100000005000 0800007250000616   
0601TGA8+       20090101001180100000005000 0800007380000624   
0601TGA8+       20090101001185100000005000 0800007490000631   
0601TGA8+       20090101001190100000005000 0800007590000636   
0601TGA8+       20090101001195100000005000 0800007720000645   
0601TGA8+       20090101001200100000005000 0800007830000651   
0601TGA8+       20090101001205100000005000 0800007940000658   
0601TGA8+       20090101001210100000005000 0800008060000665   
0601TGA8+       20090101001215100000005000 0800008160000670   
0601TGA8+       20090101001220100000005000 0800008270000676   
0601TGA8+       20090101001225100000005000 0800008390000684   
0601TGA8+       20090101001230100000005000 0800008490000689   
0601TGA8+       20090101001235100000005000 0800008620000697   
0601TGA8+       20090101001240100000005000 0800008720000702   
0601TGA8+       20090101001245100000005000 0800008830000708   
0601TGA8+       20090101001250100000005000 0800008970000716   
0601TGA8+       20090101001255100000005000 0800009090000723   
0601TGA8+       20090101001260100000005000 0800009210000730   
0601TGA8+       20090101001265100000005000 0800009350000738   
0601TGA8+       20090101001270100000005000 0800009480000745   
0601TGA8+       20090101001275100000005000 0800009620000753   
0601TGA8+       20090101001280100000005000 0800009740000759   
0601TGA8+       20090101001285100000005000 0800009870000767   
0601TGA8+       20090101001290100000005000 0800010010000774   
0601TGA8+       20090101001295100000005000 0800010140000782   
0601TGA8+       20090101001300100000005000 0800010260000788   
0601TGA8+       20090101001305100000005000 0800010410000796   
0601TGA8+       20090101001310100000005000 0800010530000802   
0601TGA8+       20090101001315100000005000 0800010660000809   
0601TGA8+       20090101001320100000005000 0800010810000817   
0601TGA8+       20090101001325100000005000 0800010930000823   
0601TGA8+       20090101001330100000005000 0800011080000832   
0601TGA8+       20090101001335100000005000 0800011200000837   
0601TGA8+       20090101001340100000005000 0800011330000844   
0601TGA8+       20090101001345100000005000 0800011480000852   
0601TGA8+       20090101001350100000005000 0800011600000858   
0601TGA8+       20090101001355100000005000 0800011730000864   
0601TGA8+       20090101001360100000005000 0800011880000872   
0601TGA8+       20090101001365100000005000 0800012000000878   
0601TGA8+       20090101001370100000005000 0800012150000885   
0601TGA8+       20090101001375100000005000 0800012270000891   
0601TGA8+       20090101001380100000005000 0800012400000897   
0601TGA8+       20090101001385100000005000 0800012550000905   
0601TGA8+       20090101001390100000005000 0800012670000910   
0601TGA8+       20090101001395100000005000 0800012800000916   
0601TGA8+       20090101001400100000005000 0800012950000923   
0601TGA8+       20090101001405100000005000 0800013070000929   
0601TGA8+       20090101001410100000005000 0800013190000934   
0601TGA8+       20090101001415100000005000 0800013340000941   
0601TGA8+       20090101001420100000005000 0800013470000947   
0601TGA8+       20090101001425100000005000 0800013620000954   
0601TGA8+       20090101001430100000005000 0800013740000959   
0601TGA8+       20090101001435100000005000 0800013870000965   
0601TGA8+       20090101001440100000005000 0800014020000972   
0601TGA8+       20090101001445100000005000 0800014140000977   
0601TGA8+       20090101001450100000005000 0800014260000982   
0601TGA8+       20090101001455100000005000 0800014410000989   
0601TGA8+       20090101001460100000005000 0800014540000994   
0601TGA8+       20090101001465100000005000 0800014660000999   
0601TGA8+       20090101001470100000005000 0800014810001006   
0601TGA8+       20090101001475100000005000 0800014940001011   
0601TGA8+       20090101001480100000005000 0800015090001018   
0601TGA8+       20090101001485100000005000 0800015210001023   
0601TGA8+       20090101001490100000005000 0800015330001027   
0601TGA8+       20090101001495100000005000 0800015480001034   
0601TGA8+       20090101001500100000005000 0800015610001039   
0601TGA8+       20090101001505100000005000 0800015730001043   
0601TGA8+       20090101001510100000005000 0800015880001050   
0601TGA8+       20090101001515100000005000 0800016010001055   
0601TGA8+       20090101001520100000005000 0800016160001061   
0601TGA8+       20090101001525100000005000 0800016300001067   
0601TGA8+       20090101001530100000005000 0800016430001072   
0601TGA8+       20090101001535100000005000 0800016590001079   
0601TGA8+       20090101001540100000005000 0800016720001084   
0601TGA8+       20090101001545100000005000 0800016860001089   
0601TGA8+       20090101001550100000005000 0800017020001096   
0601TGA8+       20090101001555100000005000 0800017150001101   
0601TGA8+       20090101001560100000005000 0800017290001107   
0601TGA8+       20090101001565100000005000 0800017450001113   
0601TGA8+       20090101001570100000005000 0800017580001118   
0601TGA8+       20090101001575100000005000 0800017740001125   
0601TGA8+       20090101001580100000005000 0800017880001130   
0601TGA8+       20090101001585100000005000 0800018020001135   
0601TGA8+       20090101001590100000005000 0800018180001142   
0601TGA8+       20090101001595100000005000 0800018320001147   
0601TGA8+       20090101001600100000005000 0800018460001152   
0601TGA8+       20090101001605100000005000 0800018630001159   
0601TGA8+       20090101001610100000005000 0800018770001164   
0601TGA8+       20090101001615100000005000 0800018910001169   
0601TGA8+       20090101001620100000005000 0800019080001176   
0601TGA8+       20090101001625100000005000 0800019220001181   
0601TGA8+       20090101001630100000005000 0800019390001188   
0601TGA8+       20090101001635100000005000 0800019530001193   
0601TGA8+       20090101001640100000005000 0800019670001198   
0601TGA8+       20090101001645100000005000 0800019840001204   
0601TGA8+       20090101001650100000005000 0800019980001209   
0601TGA8+       20090101001655100000005000 0800020120001214   
0601TGA8+       20090101001660100000005000 0800020280001220   
0601TGA8+       20090101001665100000005000 0800020420001225   
0601TGA8+       20090101001670100000005000 0800020590001231   
0601TGA8+       20090101001675100000005000 0800020730001236   
0601TGA8+       20090101001680100000005000 0800020870001240   
0601TGA8+       20090101001685100000005000 0800021040001247   
0601TGA8+       20090101001690100000005000 0800021180001251   
0601TGA8+       20090101001695100000005000 0800021320001256   
0601TGA8+       20090101001700100000005000 0800021490001262   
0601TGA8+       20090101001705100000005000 0800021630001267   
0601TGA8+       20090101001710100000005000 0800021770001271   
0601TGA8+       20090101001715100000005000 0800021940001277   
0601TGA8+       20090101001720100000005000 0800022080001282   
0601TGA8+       20090101001725100000005000 0800022240001287   
0601TGA8+       20090101001730100000005000 0800022380001292   
0601TGA8+       20090101001735100000005000 0800022520001296   
0601TGA8+       20090101001740100000005000 0800022690001302   
0601TGA8+       20090101001745100000005000 0800022830001306   
0601TGA8+       20090101001750100000005000 0800022970001311   
0601TGA8+       20090101001755100000005000 0800023140001317   
0601TGA8+       20090101001760100000005000 0800023280001321   
0601TGA8+       20090101001765100000005000 0800023420001325   
0601TGA8+       20090101001770100000005000 0800023590001331   
0601TGA8+       20090101001775100000005000 0800023730001335   
0601TGA8+       20090101001780100000005000 0800023900001341   
0601TGA8+       20090101001785100000005000 0800024040001345   
0601TGA8+       20090101001790100000005000 0800024180001349   
