00SO               20071026                                                                                   
0601SOA0+       20080101001100100000005000 0000021830001980   
0601SOA0+       20080101001105100000005000 0000021990001986   
0601SOA0+       20080101001110100000005000 0000022150001991   
0601SOA0+       20080101001115100000005000 0000022310001996   
0601SOA0+       20080101001120100000005000 0000022470002002   
0601SOA0+       20080101001125100000005000 0000022640002008   
0601SOA0+       20080101001130100000005000 0000022800002013   
0601SOA0+       20080101001135100000005000 0000022960002018   
0601SOA0+       20080101001140100000005000 0000023130002025   
0601SOA0+       20080101001145100000005000 0000023290002030   
0601SOA0+       20080101001150100000005000 0000023450002035   
0601SOA0+       20080101001155100000005000 0000023610002040   
0601SOA0+       20080101001160100000005000 0000023770002045   
0601SOA0+       20080101001165100000005000 0000023930002050   
0601SOA0+       20080101001170100000005000 0000024100002055   
0601SOA0+       20080101001175100000005000 0000024260002060   
0601SOA0+       20080101001180100000005000 0000024430002066   
0601SOA0+       20080101001185100000005000 0000024590002071   
0601SOA0+       20080101001190100000005000 0000024750002075   
0601SOA0+       20080101001195100000005000 0000024910002080   
0601SOA0+       20080101001200100000005000 0000025070002085   
0601SOA0+       20080101001205100000005000 0000025240002090   
0601SOA0+       20080101001210100000005000 0000025400002095   
0601SOA0+       20080101001215100000005000 0000025560002099   
0601SOA0+       20080101001220100000005000 0000025720002104   
0601SOA0+       20080101001225100000005000 0000025890002109   
0601SOA0+       20080101001230100000005000 0000026050002114   
0601SOA0+       20080101001235100000005000 0000026210002118   
0601SOA0+       20080101001240100000005000 0000026370002122   
0601SOA0+       20080101001245100000005000 0000026540002127   
0601SOA0+       20080101001250100000005000 0000026700002132   
0601SOA0+       20080101001255100000005000 0000026860002136   
0601SOA0+       20080101001260100000005000 0000027020002140   
0601SOA0+       20080101001265100000005000 0000027190002145   
0601SOA0+       20080101001270100000005000 0000027350002149   
0601SOA0+       20080101001275100000005000 0000027510002153   
0601SOA0+       20080101001280100000005000 0000027670002158   
0601SOA0+       20080101001285100000005000 0000027840002162   
0601SOA0+       20080101001290100000005000 0000028020002168   
0601SOA0+       20080101001295100000005000 0000028190002173   
0601SOA0+       20080101001300100000005000 0000028360002177   
0601SOA0+       20080101001305100000005000 0000028530002182   
0601SOA0+       20080101001310100000005000 0000028700002187   
0601SOA0+       20080101001315100000005000 0000028870002191   
0601SOA0+       20080101001320100000005000 0000029050002197   
0601SOA0+       20080101001325100000005000 0000029220002201   
0601SOA0+       20080101001330100000005000 0000029390002206   
0601SOA0+       20080101001335100000005000 0000029560002210   
0601SOA0+       20080101001340100000005000 0000029730002215   
0601SOA0+       20080101001345100000005000 0000029910002220   
0601SOA0+       20080101001350100000005000 0000030080002224   
0601SOA0+       20080101001355100000005000 0000030250002228   
0601SOA0+       20080101001360100000005000 0000030430002233   
0601SOA0+       20080101001365100000005000 0000030600002238   
0601SOA0+       20080101001370100000005000 0000030770002242   
0601SOA0+       20080101001375100000005000 0000030940002246   
0601SOA0+       20080101001380100000005000 0000031110002250   
0601SOA0+       20080101001385100000005000 0000031290002255   
0601SOA0+       20080101001390100000005000 0000031460002259   
0601SOA0+       20080101001395100000005000 0000031630002263   
0601SOA0+       20080101001400100000005000 0000031810002268   
0601SOA0+       20080101001405100000005000 0000031980002272   
0601SOA0+       20080101001410100000005000 0000032150002276   
0601SOA0+       20080101001415100000005000 0000032320002280   
0601SOA0+       20080101001420100000005000 0000032490002284   
0601SOA0+       20080101001425100000005000 0000032670002289   
0601SOA0+       20080101001430100000005000 0000032840002292   
0601SOA0+       20080101001435100000005000 0000033010002296   
0601SOA0+       20080101001440100000005000 0000033190002301   
0601SOA0+       20080101001445100000005000 0000033360002305   
0601SOA0+       20080101001450100000005000 0000033530002308   
0601SOA0+       20080101001455100000005000 0000033700002312   
0601SOA0+       20080101001460100000005000 0000033870002316   
0601SOA0+       20080101001465100000005000 0000034040002320   
0601SOA0+       20080101001470100000005000 0000034220002324   
0601SOA0+       20080101001475100000005000 0000034390002328   
0601SOA0+       20080101001480100000005000 0000034560002331   
0601SOA0+       20080101001485100000005000 0000034730002335   
0601SOA0+       20080101001490100000005000 0000034910002339   
0601SOA0+       20080101001495100000005000 0000035080002343   
0601SOA0+       20080101001500100000005000 0000035250002346   
0601SOA0+       20080101001505100000005000 0000035420002350   
0601SOA0+       20080101001510100000005000 0000035600002354   
0601SOA0+       20080101001515100000005000 0000035770002357   
0601SOA0+       20080101001520100000005000 0000035940002361   
0601SOA0+       20080101001525100000005000 0000036110002364   
0601SOA0+       20080101001530100000005000 0000036280002367   
0601SOA0+       20080101001535100000005000 0000036460002371   
0601SOA0+       20080101001540100000005000 0000036630002375   
0601SOA0+       20080101001545100000005000 0000036800002378   
0601SOA0+       20080101001550100000005000 0000036980002382   
0601SOA0+       20080101001555100000005000 0000037150002385   
0601SOA0+       20080101001560100000005000 0000037320002388   
0601SOA0+       20080101001565100000005000 0000037490002392   
0601SOA0+       20080101001570100000005000 0000037660002395   
0601SOA0+       20080101001575100000005000 0000037840002399   
0601SOA0+       20080101001580100000005000 0000038010002402   
0601SOA0+       20080101001585100000005000 0000038180002405   
0601SOA0+       20080101001590100000005000 0000038350002408   
0601SOA0+       20080101001595100000005000 0000038530002412   
0601SOA0+       20080101001600100000005000 0000038700002415   
0601SOA0+       20080101001605100000005000 0000038870002418   
0601SOA0+       20080101001610100000005000 0000039040002421   
0601SOA0+       20080101001615100000005000 0000039210002424   
0601SOA0+       20080101001620100000005000 0000039390002428   
0601SOA0+       20080101001625100000005000 0000039560002431   
0601SOA0+       20080101001630100000005000 0000039730002434   
0601SOA0+       20080101001635100000005000 0000039900002437   
0601SOA0+       20080101001640100000005000 0000040080002440   
0601SOA0+       20080101001645100000005000 0000040250002443   
0601SOA0+       20080101001650100000005000 0000040430002447   
0601SOA0+       20080101001655100000005000 0000040610002450   
0601SOA0+       20080101001660100000005000 0000040790002454   
0601SOA0+       20080101001665100000005000 0000040970002457   
0601SOA0+       20080101001670100000005000 0000041160002461   
0601SOA0+       20080101001675100000005000 0000041340002464   
0601SOA0+       20080101001680100000005000 0000041520002468   
0601SOA0+       20080101001685100000005000 0000041700002471   
0601SOA0+       20080101001690100000005000 0000041880002474   
0601SOA0+       20080101001695100000005000 0000042060002478   
0601SOA0+       20080101001700100000100000 0000000000002543   
0601SOA0+       20080101001800100000200000 0000000000002653   
0601SOA0+       20080101002000100000500000 0000000000002851   
0601SOA0+       20080101002500100000500000 0000000000002983   
0601SOA0+       20080101003000100006999900 0000000000003162   
0601SOA0 GD     20080101000000100009999900 0000000000000450   
0601SOB0d       20080101000000100000080000 0000000040000052   
0601SOB0d       20080101000080100000005000 0000000040000048   
0601SOB0d       20080101000085100000005000 0000000040000046   
0601SOB0d       20080101000090100000005000 0000000040000043   
0601SOB0d       20080101000095100000005000 0000000040000041   
0601SOB0d       20080101000100100000005000 0000000040000039   
0601SOB0d       20080101000105100000005000 0000000040000037   
0601SOB0d       20080101000110100000005000 0000000040000036   
0601SOB0d       20080101000115100000005000 0000000040000034   
0601SOB0d       20080101000120100000005000 0000000040000033   
0601SOB0d       20080101000125100000005000 0000000040000031   
0601SOB0d       20080101000130100000005000 0000000040000030   
0601SOB0d       20080101000135100000005000 0000000040000029   
0601SOB0d       20080101000140100000005000 0000000040000028   
0601SOB0d       20080101000145100000005000 0000000040000027   
0601SOB0d       20080101000150100000005000 0000000040000026   
0601SOB0d       20080101000155100000005000 0000000040000025   
0601SOB0d       20080101000160100000005000 0000000040000025   
0601SOB0d       20080101000165100000005000 0000000040000024   
0601SOB0d       20080101000170100000005000 0000000040000023   
0601SOB0d       20080101000175100000005000 0000000040000023   
0601SOB0d       20080101000180100000005000 0000000040000022   
0601SOB0d       20080101000185100000005000 0000000040000021   
0601SOB0d       20080101000190100000005000 0000000040000021   
0601SOB0d       20080101000195100000005000 0000000040000020   
0601SOB0d       20080101000200100000005000 0000000040000020   
0601SOB0d       20080101000205100000005000 0000000040000019   
0601SOB0d       20080101000210100000005000 0000000040000019   
0601SOB0d       20080101000215100000005000 0000000040000018   
0601SOB0d       20080101000220100000005000 0000000040000018   
0601SOB0d       20080101000225100000005000 0000000040000018   
0601SOB0d       20080101000230100000005000 0000000040000017   
0601SOB0d       20080101000235100000005000 0000000060000025   
0601SOB0d       20080101000240100000005000 0000000100000041   
0601SOB0d       20080101000245100000005000 0000000150000061   
0601SOB0d       20080101000250100000005000 0000000190000075   
0601SOB0d       20080101000255100000005000 0000000240000093   
0601SOB0d       20080101000260100000005000 0000000290000110   
0601SOB0d       20080101000265100000005000 0000000330000123   
0601SOB0d       20080101000270100000005000 0000000380000139   
0601SOB0d       20080101000275100000005000 0000000430000155   
0601SOB0d       20080101000280100000005000 0000000470000166   
0601SOB0d       20080101000285100000005000 0000000520000181   
0601SOB0d       20080101000290100000005000 0000000570000195   
0601SOB0d       20080101000295100000005000 0000000620000208   
0601SOB0d       20080101000300100000005000 0000000680000225   
0601SOB0d       20080101000305100000005000 0000000740000241   
0601SOB0d       20080101000310100000005000 0000000800000256   
0601SOB0d       20080101000315100000005000 0000000850000268   
0601SOB0d       20080101000320100000005000 0000000910000282   
0601SOB0d       20080101000325100000005000 0000000970000296   
0601SOB0d       20080101000330100000005000 0000001030000310   
