00ZG               20081202                                                                                   
0601ZGB3+       20090101004505100000005000 0300083140001844   
0601ZGB3+       20090101004510100000005000 0300083260001845   
0601ZGB3+       20090101004515100000005000 0300083370001845   
0601ZGB3+       20090101004520100000005000 0300083490001846   
0601ZGB3+       20090101004525100000005000 0300083610001847   
0601ZGB3+       20090101004530100000005000 0300083720001847   
0601ZGB3+       20090101004535100000005000 0300083840001848   
0601ZGB3+       20090101004540100000005000 0300083960001848   
0601ZGB3+       20090101004545100000005000 0300084070001849   
0601ZGB3+       20090101004550100000005000 0300084190001849   
0601ZGB3+       20090101004555100000005000 0300084310001850   
0601ZGB3+       20090101004560100000005000 0300084420001850   
0601ZGB3+       20090101004565100000005000 0300084540001851   
0601ZGB3+       20090101004570100000005000 0300084660001852   
0601ZGB3+       20090101004575100000005000 0300084770001852   
0601ZGB3+       20090101004580100000005000 0300084890001852   
0601ZGB3+       20090101004585100000005000 0300085000001853   
0601ZGB3+       20090101004590100000005000 0300085120001853   
0601ZGB3+       20090101004595100000005000 0300085240001854   
0601ZGB3+       20090101004600100000005000 0300085350001854   
0601ZGB3+       20090101004605100000005000 0300085470001855   
0601ZGB3+       20090101004610100000005000 0300085590001856   
0601ZGB3+       20090101004615100000005000 0300085700001856   
0601ZGB3+       20090101004620100000005000 0300085820001857   
0601ZGB3+       20090101004625100000005000 0300085940001857   
0601ZGB3+       20090101004630100000005000 0300086050001858   
0601ZGB3+       20090101004635100000005000 0300086170001858   
0601ZGB3+       20090101004640100000005000 0300086290001859   
0601ZGB3+       20090101004645100000005000 0300086400001859   
0601ZGB3+       20090101004650100000005000 0300086520001860   
0601ZGB3+       20090101004655100000005000 0300086640001860   
0601ZGB3+       20090101004660100000005000 0300086750001861   
0601ZGB3+       20090101004665100000005000 0300086870001861   
0601ZGB3+       20090101004670100000005000 0300086980001862   
0601ZGB3+       20090101004675100000005000 0300087100001862   
0601ZGB3+       20090101004680100000005000 0300087220001863   
0601ZGB3+       20090101004685100000005000 0300087330001863   
0601ZGB3+       20090101004690100000005000 0300087450001864   
0601ZGB3+       20090101004695100000005000 0300087570001864   
0601ZGB3+       20090101004700100000005000 0300087680001865   
0601ZGB3+       20090101004705100000005000 0300087800001865   
0601ZGB3+       20090101004710100000005000 0300087920001866   
0601ZGB3+       20090101004715100000005000 0300088030001866   
0601ZGB3+       20090101004720100000005000 0300088150001867   
0601ZGB3+       20090101004725100000005000 0300088270001867   
0601ZGB3+       20090101004730100000005000 0300088380001868   
0601ZGB3+       20090101004735100000005000 0300088500001868   
0601ZGB3+       20090101004740100000005000 0300088620001869   
0601ZGB3+       20090101004745100000005000 0300088730001869   
0601ZGB3+       20090101004750100000005000 0300088850001870   
0601ZGB3+       20090101004755100000005000 0300088960001870   
0601ZGB3+       20090101004760100000005000 0300089080001870   
0601ZGB3+       20090101004765100000005000 0300089200001871   
0601ZGB3+       20090101004770100000005000 0300089310001871   
0601ZGB3+       20090101004775100000005000 0300089430001872   
0601ZGB3+       20090101004780100000005000 0300089550001872   
0601ZGB3+       20090101004785100000005000 0300089660001873   
0601ZGB3+       20090101004790100000005000 0300089780001873   
0601ZGB3+       20090101004795100000005000 0300089900001874   
0601ZGB3+       20090101004800100000005000 0300090010001874   
0601ZGB3+       20090101004805100000005000 0300090130001875   
0601ZGB3+       20090101004810100000005000 0300090250001875   
0601ZGB3+       20090101004815100000005000 0300090360001876   
0601ZGB3+       20090101004820100000005000 0300090480001876   
0601ZGB3+       20090101004825100000005000 0300090600001877   
0601ZGB3+       20090101004830100000005000 0300090710001877   
0601ZGB3+       20090101004835100000005000 0300090830001878   
0601ZGB3+       20090101004840100000005000 0300090940001878   
0601ZGB3+       20090101004845100000005000 0300091060001878   
0601ZGB3+       20090101004850100000005000 0300091180001879   
0601ZGB3+       20090101004855100000005000 0300091290001879   
0601ZGB3+       20090101004860100000005000 0300091410001880   
0601ZGB3+       20090101004865100000005000 0300091530001880   
0601ZGB3+       20090101004870100000005000 0300091640001881   
0601ZGB3+       20090101004875100000005000 0300091760001881   
0601ZGB3+       20090101004880100000005000 0300091880001882   
0601ZGB3+       20090101004885100000005000 0300091990001882   
0601ZGB3+       20090101004890100000005000 0300092110001883   
0601ZGB3+       20090101004895100000005000 0300092230001883   
0601ZGB3+       20090101004900100000005000 0300092340001884   
0601ZGB3+       20090101004905100000005000 0300092460001884   
0601ZGB3+       20090101004910100000005000 0300092580001885   
0601ZGB3+       20090101004915100000005000 0300092690001885   
0601ZGB3+       20090101004920100000005000 0300092810001885   
0601ZGB3+       20090101004925100000005000 0300092920001886   
0601ZGB3+       20090101004930100000005000 0300093040001886   
0601ZGB3+       20090101004935100000005000 0300093160001887   
0601ZGB3+       20090101004940100000005000 0300093270001887   
0601ZGB3+       20090101004945100000005000 0300093390001888   
0601ZGB3+       20090101004950100000005000 0300093510001888   
0601ZGB3+       20090101004955100000005000 0300093620001888   
0601ZGB3+       20090101004960100000005000 0300093740001889   
0601ZGB3+       20090101004965100000005000 0300093860001889   
0601ZGB3+       20090101004970100000005000 0300093970001890   
0601ZGB3+       20090101004975100000005000 0300094090001890   
0601ZGB3+       20090101004980100000005000 0300094210001891   
0601ZGB3+       20090101004985100000005000 0300094320001891   
0601ZGB3+       20090101004990100000005000 0300094440001892   
0601ZGB3+       20090101004995100000005000 0300094550001892   
0601ZGB3+       20090101005000100000005000 0300094670001892   
0601ZGB3+       20090101005005100000005000 0300094790001893   
0601ZGB3+       20090101005010100000005000 0300094900001893   
0601ZGB3+       20090101005015100000005000 0300095020001894   
0601ZGB3+       20090101005020100000005000 0300095140001894   
0601ZGB3+       20090101005025100000005000 0300095250001895   
0601ZGB3+       20090101005030100000005000 0300095370001895   
0601ZGB3+       20090101005035100000005000 0300095490001896   
0601ZGB3+       20090101005040100000005000 0300095600001896   
0601ZGB3+       20090101005045100000005000 0300095720001896   
0601ZGB3+       20090101005050100000005000 0300095840001897   
0601ZGB3+       20090101005055100000005000 0300095950001897   
0601ZGB3+       20090101005060100000005000 0300096070001898   
0601ZGB3+       20090101005065100000005000 0300096190001898   
0601ZGB3+       20090101005070100000005000 0300096300001898   
0601ZGB3+       20090101005075100000005000 0300096420001899   
0601ZGB3+       20090101005080100000005000 0300096530001899   
0601ZGB3+       20090101005085100000005000 0300096650001900   
0601ZGB3+       20090101005090100000005000 0300096770001900   
0601ZGB3+       20090101005095100000005000 0300096880001901   
0601ZGB3+       20090101005100100000005000 0300097000001901   
0601ZGB3+       20090101005105100000005000 0300097120001902   
0601ZGB3+       20090101005110100000005000 0300097230001902   
0601ZGB3+       20090101005115100000005000 0300097350001902   
0601ZGB3+       20090101005120100000005000 0300097470001903   
0601ZGB3+       20090101005125100000005000 0300097580001903   
0601ZGB3+       20090101005130100000005000 0300097700001904   
0601ZGB3+       20090101005135100000005000 0300097820001904   
0601ZGB3+       20090101005140100000005000 0300097930001904   
0601ZGB3+       20090101005145100000005000 0300098050001905   
0601ZGB3+       20090101005150100000005000 0300098170001905   
0601ZGB3+       20090101005155100000005000 0300098280001906   
0601ZGB3+       20090101005160100000005000 0300098400001906   
0601ZGB3+       20090101005165100000005000 0300098510001906   
0601ZGB3+       20090101005170100000005000 0300098630001907   
0601ZGB3+       20090101005175100000005000 0300098750001907   
0601ZGB3+       20090101005180100000005000 0300098860001908   
0601ZGB3+       20090101005185100000005000 0300098980001908   
0601ZGB3+       20090101005190100000005000 0300099100001909   
0601ZGB3+       20090101005195100000005000 0300099210001909   
0601ZGB3+       20090101005200100000005000 0300099330001909   
0601ZGB3+       20090101005205100000005000 0300099450001910   
0601ZGB3+       20090101005210100000005000 0300099560001910   
0601ZGB3+       20090101005215100000005000 0300099680001910   
0601ZGB3+       20090101005220100000005000 0300099800001911   
0601ZGB3+       20090101005225100000005000 0300099910001911   
0601ZGB3+       20090101005230100000005000 0300100030001912   
0601ZGB3+       20090101005235100000005000 0300100150001912   
0601ZGB3+       20090101005240100000005000 0300100260001912   
0601ZGB3+       20090101005245100000005000 0300100380001913   
0601ZGB3+       20090101005250100000005000 0300100490001913   
0601ZGB3+       20090101005255100000005000 0300100610001914   
0601ZGB3+       20090101005260100000005000 0300100730001914   
0601ZGB3+       20090101005265100000005000 0300100840001914   
0601ZGB3+       20090101005270100000005000 0300100960001915   
0601ZGB3+       20090101005275100000005000 0300101080001915   
0601ZGB3+       20090101005280100000005000 0300101190001916   
0601ZGB3+       20090101005285100000005000 0300101310001916   
0601ZGB3+       20090101005290100000005000 0300101430001916   
0601ZGB3+       20090101005295100000005000 0300101540001917   
0601ZGB3+       20090101005300100000005000 0300101660001917   
0601ZGB3+       20090101005305100000005000 0300101780001918   
0601ZGB3+       20090101005310100000005000 0300101890001918   
0601ZGB3+       20090101005315100000005000 0300102010001918   
0601ZGB3+       20090101005320100000005000 0300102130001919   
0601ZGB3+       20090101005325100000005000 0300102240001919   
0601ZGB3+       20090101005330100000005000 0300102360001920   
0601ZGB3+       20090101005335100000005000 0300102470001920   
0601ZGB3+       20090101005340100000005000 0300102590001920   
0601ZGB3+       20090101005345100000005000 0300102710001921   
0601ZGB3+       20090101005350100000005000 0300102820001921   
0601ZGB3+       20090101005355100000005000 0300102940001921   
0601ZGB3+       20090101005360100000005000 0300103060001922   
0601ZGB3+       20090101005365100000005000 0300103170001922   
0601ZGB3+       20090101005370100000005000 0300103290001923   
0601ZGB3+       20090101005375100000005000 0300103410001923   
0601ZGB3+       20090101005380100000005000 0300103520001923   
0601ZGB3+       20090101005385100000005000 0300103640001924   
0601ZGB3+       20090101005390100000005000 0300103760001924   
0601ZGB3+       20090101005395100000005000 0300103870001924   
0601ZGB3+       20090101005400100000005000 0300103990001925   
0601ZGB3+       20090101005405100000005000 0300104100001925   
0601ZGB3+       20090101005410100000005000 0300104220001926   
0601ZGB3+       20090101005415100000005000 0300104340001926   
0601ZGB3+       20090101005420100000005000 0300104450001926   
0601ZGB3+       20090101005425100000005000 0300104570001927   
0601ZGB3+       20090101005430100000005000 0300104690001927   
0601ZGB3+       20090101005435100000005000 0300104800001927   
0601ZGB3+       20090101005440100000005000 0300104920001928   
0601ZGB3+       20090101005445100000005000 0300105040001928   
0601ZGB3+       20090101005450100000005000 0300105150001928   
0601ZGB3+       20090101005455100000005000 0300105270001929   
0601ZGB3+       20090101005460100000005000 0300105390001929   
0601ZGB3+       20090101005465100000005000 0300105500001930   
0601ZGB3+       20090101005470100000005000 0300105620001930   
0601ZGB3+       20090101005475100000005000 0300105740001930   
0601ZGB3+       20090101005480100000005000 0300105850001931   
0601ZGB3+       20090101005485100000005000 0300105970001931   
0601ZGB3+       20090101005490100000005000 0300106080001931   
